OP,A1,A2,A3,A4,A5 
+,8326,37965,30602,4331,29301
+,36645,42137,1155,26856,17742
+,11421,4369,8430,23451,42807
+,19851,28686,2398,49639,12395
+,36980,29580,9329,26990,19747
+,38614,43518,3288,34998,25881
+,23564,20824,13846,9836,21782
-,31290,0,0,0,0
-,18024,0,0,0,0
-,6415,0,0,0,0
+,7283,18596,45971,25548,21554
-,15646,0,0,0,0
+,27581,27795,23927,38532,25868
-,32870,0,0,0,0
-,15028,0,0,0,0
+,29473,42951,12958,42604,8980
-,11234,0,0,0,0
-,19486,0,0,0,0
-,30357,0,0,0,0
-,814,0,0,0,0
+,5198,4709,45319,46836,5783
+,46019,36388,14759,3617,20703
-,2760,0,0,0,0
-,16603,0,0,0,0
+,2234,4973,16729,3385,4194
+,37752,24293,5027,49783,9502
+,20739,29455,49437,46560,3268
+,30222,25153,19070,47628,37621
+,5885,42172,32358,49972,14610
+,20410,47916,49816,17906,39412
+,25293,4701,9045,1066,783
+,5857,34120,24697,20125,39136
+,8408,40394,33581,29734,6980
+,34788,26428,35549,10608,30368
-,21929,0,0,0,0
+,23484,5026,23680,21425,48507
+,49201,38226,44753,36694,45233
+,44783,27155,46557,18105,33153
-,11661,0,0,0,0
+,38099,41166,44150,10411,32821
+,49867,20715,24301,34616,41091
-,34697,0,0,0,0
-,732,0,0,0,0
-,10497,0,0,0,0
-,19101,0,0,0,0
+,39448,9866,40282,37114,43634
+,11960,31572,17392,12,22695
-,26095,0,0,0,0
+,13066,37040,42717,34350,2021
+,33062,4682,13574,9814,21455
+,26806,49248,10449,8303,29107
+,18401,17521,46949,25623,11289
+,17019,42127,33320,29553,23957
-,20872,0,0,0,0
+,21747,4589,47243,45560,23056
-,12994,0,0,0,0
+,34602,32767,33393,9105,22504
+,28102,33741,7729,28932,2493
+,29463,15102,14542,25765,3478
+,21301,49049,6636,42269,34048
+,6780,32946,38510,12061,41052
+,28314,22669,3239,28071,41968
-,14223,0,0,0,0
+,49291,13660,30718,33634,4977
-,31529,0,0,0,0
-,34974,0,0,0,0
+,17175,5251,43364,4205,13008
-,21293,0,0,0,0
+,35288,7097,39566,15191,18620
-,13456,0,0,0,0
+,48293,14234,42798,10813,2116
+,8137,6958,4158,34346,11975
+,40122,27215,3393,2261,25657
+,46702,47386,39243,39156,14220
+,28360,40517,10522,40922,24423
+,41962,34561,16024,20952,49246
-,10653,0,0,0,0
-,12721,0,0,0,0
-,23595,0,0,0,0
+,12184,37493,18263,12252,16359
+,12947,48637,43216,4683,4729
-,90,0,0,0,0
-,4017,0,0,0,0
+,27599,44144,37748,13159,4573
-,631,0,0,0,0
-,29182,0,0,0,0
-,17284,0,0,0,0
+,26235,1442,26593,36063,12305
+,10269,17921,17534,22010,3234
+,49253,32810,33207,23123,32843
-,23165,0,0,0,0
-,33398,0,0,0,0
+,35646,7315,28981,45308,20131
+,11198,12467,6598,15570,21905
+,49868,43517,18248,45593,23342
-,23308,0,0,0,0
+,31352,7284,3320,14651,20665
+,28956,32370,10953,15553,4987
-,21385,0,0,0,0
+,10768,44777,11749,16153,38187
+,53,23990,23647,44372,30751
+,10206,28174,25042,28514,12928
-,11744,0,0,0,0
-,34893,0,0,0,0
+,36897,43364,15611,5180,46017
-,30479,0,0,0,0
-,9687,0,0,0,0
+,12224,29755,11832,3613,9579
+,26600,34494,33050,26750,37665
+,20826,22693,29555,11630,10580
+,2728,31566,16180,9316,48604
+,20743,44491,19469,49854,27705
+,10769,47300,20049,31255,37210
+,48419,40554,9216,5785,12488
+,21799,11400,18466,38489,25255
+,44787,23263,47,40676,34169
+,36324,29892,9803,24185,19518
+,35441,31242,12019,15958,7099
+,44027,47131,26859,30898,5402
+,5755,17864,25371,37371,35532
-,7574,0,0,0,0
+,21410,41840,26312,40177,15699
-,4848,0,0,0,0
-,17202,0,0,0,0
+,9374,12468,8498,24147,37615
+,48663,37815,36687,17626,1643
+,21025,38139,10766,30815,41291
+,36791,5549,4930,34632,15479
+,49683,22368,25732,20350,7682
+,15176,2180,10097,20245,5551
-,4801,0,0,0,0
+,1671,36940,40959,18543,15157
-,13062,0,0,0,0
+,32607,5975,28551,8067,37013
-,12603,0,0,0,0
+,17879,31890,45730,45608,17048
-,1541,0,0,0,0
+,41741,13714,21253,23504,47562
+,3739,2923,14526,26360,37219
+,6785,40442,8174,15841,37320
+,9102,24087,7646,25205,29153
-,17245,0,0,0,0
-,19244,0,0,0,0
-,21742,0,0,0,0
+,8451,7389,39749,49937,42260
-,26072,0,0,0,0
-,3465,0,0,0,0
+,46247,26219,35805,26208,14179
-,8931,0,0,0,0
+,47556,27990,13412,30681,32743
-,28841,0,0,0,0
-,21124,0,0,0,0
+,23714,19635,11363,45519,1373
+,23152,33842,40074,36050,45316
+,2066,35436,7642,44569,612
+,40815,48695,45393,9590,24499
+,45039,49348,39687,4057,6154
+,12581,43256,12926,18720,52
+,30846,29961,32927,40388,20323
+,16364,35371,47049,20602,16521
-,8239,0,0,0,0
+,31167,24789,38721,23760,30142
-,9954,0,0,0,0
+,4196,287,36238,35822,42857
-,18984,0,0,0,0
-,34610,0,0,0,0
+,42945,48366,25137,25911,21667
+,36306,20814,44117,9480,5707
+,13208,7527,22958,23424,38300
+,37702,33420,39592,19509,1537
-,11506,0,0,0,0
+,47168,36742,48363,23472,36647
+,39607,15281,37900,4610,19481
+,48697,11706,15959,24880,39983
+,3564,41187,6377,1642,17148
-,21537,0,0,0,0
-,32016,0,0,0,0
-,10178,0,0,0,0
+,30578,28926,27276,11355,18261
-,11706,0,0,0,0
-,8351,0,0,0,0
-,9182,0,0,0,0
+,20944,4961,5039,2352,4255
+,21404,14845,26439,12681,38684
+,13734,34357,6202,45808,38237
+,44563,5695,14616,28285,30759
-,13281,0,0,0,0
-,6999,0,0,0,0
+,26435,18971,10958,42985,27904
-,11467,0,0,0,0
-,32356,0,0,0,0
+,608,26983,46826,2868,48726
-,4247,0,0,0,0
+,37953,10553,27133,27685,15831
+,33864,47554,48055,25812,35888
+,8457,11265,32890,29533,35805
+,36426,20443,21512,27757,14189
+,37134,6178,23620,16357,13850
-,32286,0,0,0,0
+,5767,24334,17058,15403,48701
-,440,0,0,0,0
+,34715,32837,14167,29040,36514
-,2448,0,0,0,0
+,2904,48877,39263,16741,40703
-,1623,0,0,0,0
-,32662,0,0,0,0
-,31546,0,0,0,0
-,17330,0,0,0,0
+,6136,18487,25453,37316,25380
-,27357,0,0,0,0
+,42990,40527,14979,49381,19931
+,46092,18819,26159,35491,19569
+,29188,40677,40379,5984,46875
-,6617,0,0,0,0
+,4616,40805,14883,47267,2870
+,44025,17883,40070,22520,4238
+,45030,11062,22409,24151,44868
+,24682,40973,39875,41935,8491
+,4764,31383,43748,4540,7191
+,24634,30156,4668,7950,38644
+,1401,9377,20277,19954,39292
-,30566,0,0,0,0
-,6050,0,0,0,0
+,21149,19346,39193,48937,41972
+,15223,14299,45250,11046,25604
-,18666,0,0,0,0
+,811,10794,2656,37030,16501
+,5817,8757,7019,33359,26673
+,39962,25090,29343,4406,47570
+,31233,21364,23468,3471,30525
-,20957,0,0,0,0
-,15635,0,0,0,0
-,17708,0,0,0,0
+,31427,39492,31831,33693,46038
-,9181,0,0,0,0
+,21834,29062,44010,18952,38858
-,29589,0,0,0,0
-,11597,0,0,0,0
-,6102,0,0,0,0
+,36989,28044,30322,25009,14694
-,34215,0,0,0,0
+,4490,13012,39841,37845,22765
+,40473,23000,48196,44149,28687
+,40837,4908,3306,17381,17368
+,29835,46480,4058,34095,5815
+,38977,47576,20194,28592,13476
+,43781,12421,41359,46331,25680
-,2212,0,0,0,0
-,15065,0,0,0,0
-,5,0,0,0,0
-,12047,0,0,0,0
+,19585,9320,30629,24964,11454
+,46437,19339,38624,27668,2529
-,10833,0,0,0,0
+,10710,21392,35755,1498,44166
+,11500,45748,25731,49607,42815
-,15824,0,0,0,0
-,24691,0,0,0,0
-,21400,0,0,0,0
+,44169,31705,37276,40808,33133
+,39603,18082,19450,38394,46658
-,13058,0,0,0,0
+,27057,26626,33029,469,46211
+,1048,20904,27673,13576,48921
-,30237,0,0,0,0
+,27635,13655,21081,41766,7685
+,6333,30844,45773,8511,31496
+,5521,39011,425,9075,34586
-,21918,0,0,0,0
+,27802,2983,36586,6899,34538
-,4990,0,0,0,0
+,16221,38493,29513,7666,39747
+,42020,15552,20498,2913,37529
+,7610,2244,141,6671,38328
+,30103,24876,33469,6317,37884
+,2312,23856,18349,48253,5389
-,2528,0,0,0,0
-,26283,0,0,0,0
+,13246,7508,41586,29615,11779
+,2139,7076,31990,29636,15639
+,46764,37435,24802,12313,7521
-,17876,0,0,0,0
-,20263,0,0,0,0
+,38837,46828,45675,43627,42081
+,7471,35227,17543,49082,30504
+,15019,29856,48058,43425,11722
-,7651,0,0,0,0
+,11846,23983,22927,41188,21778
-,29480,0,0,0,0
-,8646,0,0,0,0
-,14975,0,0,0,0
+,4832,3248,27102,44416,35258
+,19455,306,8575,36455,16783
-,22807,0,0,0,0
-,17446,0,0,0,0
-,20495,0,0,0,0
-,7908,0,0,0,0
-,3724,0,0,0,0
+,30315,13167,4468,32327,31958
+,39136,16623,38499,22655,1541
+,26305,41017,7748,21925,31186
-,5940,0,0,0,0
+,15318,5141,476,42940,49881
+,41544,29807,16095,27051,41444
+,13317,17808,27712,41906,44067
+,25950,20634,35462,41113,30479
+,41804,48638,6158,40383,11107
-,31419,0,0,0,0
+,27114,15895,14089,43383,44269
+,42293,42458,13118,9721,36080
-,33808,0,0,0,0
-,6345,0,0,0,0
-,11913,0,0,0,0
+,45317,22804,11897,29636,22269
-,2275,0,0,0,0
-,13419,0,0,0,0
+,22819,16890,49514,13432,34949
-,5945,0,0,0,0
-,5343,0,0,0,0
-,32321,0,0,0,0
-,2834,0,0,0,0
-,18293,0,0,0,0
+,23119,47571,43940,31371,34018
-,4746,0,0,0,0
-,32753,0,0,0,0
+,2685,34128,46981,20335,13300
+,19775,46942,1223,23334,7605
+,43640,49990,34480,30906,34320
+,44385,30209,44787,3152,30150
+,26042,27845,46224,23971,39403
+,552,10669,42768,22434,34921
+,43718,16804,20030,27706,37595
-,34357,0,0,0,0
-,19343,0,0,0,0
-,22455,0,0,0,0
+,25606,39636,23435,27483,9404
+,34076,49139,9133,48085,14151
-,16576,0,0,0,0
+,30600,8438,48076,16296,34076
-,18384,0,0,0,0
-,19703,0,0,0,0
-,4100,0,0,0,0
+,5493,31236,32037,23845,46989
+,42663,382,13176,24446,16945
+,8082,41453,47713,38525,23189
-,1303,0,0,0,0
-,10715,0,0,0,0
-,6688,0,0,0,0
+,36212,4258,18644,45957,3204
+,49308,21870,34000,1020,42993
+,49068,26457,38367,34612,5206
-,34152,0,0,0,0
+,5762,10976,9939,11839,2594
+,243,34121,16349,42426,24534
-,25273,0,0,0,0
-,24194,0,0,0,0
-,6462,0,0,0,0
+,5155,25015,15421,18059,38400
+,2835,6362,2139,22986,34177
+,13737,17175,28290,21899,30576
+,20811,4098,11236,15519,12751
+,32251,16284,19427,14293,35363
+,47446,14363,15338,42548,22642
+,22693,873,11024,23389,6417
-,34563,0,0,0,0
-,21802,0,0,0,0
+,27861,40605,3405,26104,30554
+,17816,47202,15162,15382,48070
+,3666,16475,19498,25521,11441
-,34805,0,0,0,0
+,48976,48744,28474,21452,46018
-,33149,0,0,0,0
+,41704,9245,29590,6409,5439
-,26090,0,0,0,0
+,25351,4573,19722,38545,23359
+,37229,27872,21597,10272,12370
+,42694,28032,15936,28845,26900
+,36633,9390,7318,38979,7381
+,22658,38154,31631,21440,46610
-,32859,0,0,0,0
+,1534,40720,3966,28928,2700
+,35742,10387,30232,4247,21199
+,46881,31717,42674,7590,29280
-,17690,0,0,0,0
+,32111,32604,15459,49394,21379
+,23610,23881,34639,5307,13669
+,406,31133,6195,21699,19950
-,13390,0,0,0,0
+,29606,40961,46854,27509,47412
+,34028,12730,22963,42465,23721
+,39126,49719,4665,30410,4819
+,38751,2189,9975,11897,49344
-,27877,0,0,0,0
+,25522,49040,46305,35085,38383
+,15800,16499,26507,7806,1128
-,29368,0,0,0,0
+,4504,25842,34503,32742,13336
-,29606,0,0,0,0
-,141,0,0,0,0
-,32684,0,0,0,0
-,5528,0,0,0,0
+,32338,17487,18895,12085,13990
+,49450,32236,2623,35,15820
-,2976,0,0,0,0
-,34505,0,0,0,0
-,15762,0,0,0,0
+,8854,45475,47938,26924,48666
+,4573,38983,12314,18910,45480
+,15294,23406,225,45215,30099
+,19489,44666,24101,6742,23435
-,28218,0,0,0,0
-,12077,0,0,0,0
+,47612,41538,3266,32312,1632
+,15310,14114,6278,31228,9982
-,11628,0,0,0,0
-,24412,0,0,0,0
-,25732,0,0,0,0
-,17879,0,0,0,0
+,11014,578,19554,47094,14377
+,44248,16660,14166,27968,31970
+,2458,9442,46326,23742,865
+,17298,9268,35171,29893,1687
+,46046,28779,42109,8934,39959
+,1333,35867,19033,47825,40347
+,9828,20503,30266,26910,19742
+,5413,32271,47336,20613,26233
-,29068,0,0,0,0
+,43318,21403,19715,28627,49536
+,20619,4407,24693,39785,23341
-,19656,0,0,0,0
+,4369,33797,32308,4466,38232
+,14490,26639,43761,38646,9178
-,19550,0,0,0,0
+,5157,41945,19625,33170,24407
+,17178,24932,17528,23823,5779
+,29174,35150,31653,30540,27449
-,32211,0,0,0,0
-,28061,0,0,0,0
-,16140,0,0,0,0
+,24612,47184,23975,37942,1870
+,24032,3016,2954,4867,37417
-,20634,0,0,0,0
-,7383,0,0,0,0
+,7861,39057,9826,33417,46650
+,47242,44951,10232,21351,29420
-,21416,0,0,0,0
+,12872,8635,47307,37763,16185
+,35203,4035,10441,31182,38700
+,19504,45820,21749,46424,39521
+,12452,14872,41333,19220,21004
-,25298,0,0,0,0
-,5966,0,0,0,0
+,32903,45206,24640,48612,2667
+,35694,20362,43820,19732,41866
-,16548,0,0,0,0
+,13371,22010,43943,7609,7002
-,12087,0,0,0,0
-,10363,0,0,0,0
+,4262,39767,40122,10515,21188
-,34112,0,0,0,0
-,12851,0,0,0,0
+,26871,14969,21807,6223,31529
+,17547,16275,34854,19570,44763
-,7255,0,0,0,0
-,658,0,0,0,0
-,24244,0,0,0,0
+,30281,26129,41571,1944,2131
-,28311,0,0,0,0
-,32927,0,0,0,0
+,24285,3770,27431,37398,6614
+,5910,46266,37159,36949,20833
+,47253,26349,44852,4533,1306
-,4500,0,0,0,0
+,47636,7004,17533,13720,7997
+,21986,10501,46570,6752,13359
-,18376,0,0,0,0
+,43666,44840,25083,33885,45022
-,534,0,0,0,0
-,24919,0,0,0,0
+,26505,23693,28316,5162,3464
+,33215,4228,6666,16307,6442
+,41985,19611,15596,36437,10569
+,19224,6232,27412,24999,2601
+,49416,9798,25838,10808,7636
+,40582,43315,14238,20005,23788
+,848,22046,16769,20579,34692
+,3923,39855,21482,43299,21718
+,49467,38186,35787,7770,43950
-,10549,0,0,0,0
-,25248,0,0,0,0
+,15056,26155,5244,25934,18040
+,49360,9803,36368,23759,11160
-,19237,0,0,0,0
+,1119,36598,43748,8269,18477
+,196,30650,846,47229,22937
+,3018,44971,35321,14678,2398
-,5607,0,0,0,0
+,47283,38845,18057,6319,1058
+,49436,36261,26467,24946,46517
-,4355,0,0,0,0
+,42667,16599,955,49308,28856
+,36163,9780,12312,33545,28455
-,2972,0,0,0,0
+,24906,9745,25433,17339,16945
+,22901,37321,28278,16438,3597
+,2508,33391,2092,48015,41536
-,27111,0,0,0,0
+,47645,40121,45987,12798,44797
+,15625,23361,36620,48902,36429
+,13316,33308,32802,3163,25069
-,32113,0,0,0,0
-,10773,0,0,0,0
-,16284,0,0,0,0
-,12505,0,0,0,0
+,47940,20406,33101,22723,45456
-,22651,0,0,0,0
+,10477,8924,33307,7345,9576
-,29030,0,0,0,0
-,7547,0,0,0,0
-,33700,0,0,0,0
+,44359,24183,26296,28532,38872
+,39164,40185,39950,45620,6564
+,39391,28484,32529,24609,41943
-,6147,0,0,0,0
+,38498,13157,33075,8652,14324
+,45127,26452,24582,19108,31167
-,20643,0,0,0,0
+,28010,27901,33536,22655,44117
-,30602,0,0,0,0
+,47151,8881,2439,11375,17318
-,6044,0,0,0,0
+,29538,11772,31221,338,37918
-,2936,0,0,0,0
-,14332,0,0,0,0
+,43233,20088,2455,38384,25795
+,34494,28430,6437,48667,39136
-,845,0,0,0,0
+,39008,15372,2708,4764,14562
+,45928,41665,25515,26129,28558
+,20604,49202,30006,24613,25750
+,16386,13283,2240,31791,26043
+,21396,22036,28376,48288,35619
+,20397,17534,17277,35840,3220
+,21968,32385,48226,16220,35904
+,148,35364,32791,43415,30639
-,34223,0,0,0,0
-,19564,0,0,0,0
-,8703,0,0,0,0
+,12199,10476,28436,11124,30794
+,21522,19616,16367,46826,47569
+,21550,11868,42798,6877,45570
+,18124,33775,34741,37191,22276
+,30535,47826,49079,1919,1772
-,6932,0,0,0,0
+,31770,8959,12851,26738,31967
+,12016,45365,36496,20939,24179
-,7404,0,0,0,0
-,14590,0,0,0,0
+,46081,32514,15691,18212,2725
-,17066,0,0,0,0
-,25474,0,0,0,0
+,8488,1024,11552,23405,3590
+,1310,15053,46465,10945,48223
-,25471,0,0,0,0
+,22031,21211,39582,4303,3459
-,17921,0,0,0,0
+,14786,46090,39648,31933,27306
+,32021,6391,27033,13570,9462
-,32691,0,0,0,0
+,9757,20296,13903,35318,29089
-,7941,0,0,0,0
-,675,0,0,0,0
-,26253,0,0,0,0
+,21102,42125,27520,35109,37649
+,28462,19105,18716,24751,35187
-,15675,0,0,0,0
-,30399,0,0,0,0
+,31783,22200,33729,25938,34583
+,4922,45649,15766,43391,23508
+,13312,43304,19932,6743,13670
+,17578,18401,14647,10598,31802
-,21158,0,0,0,0
+,13278,9039,12928,48999,9075
+,46634,3592,25415,1046,36134
-,1982,0,0,0,0
-,8930,0,0,0,0
-,7772,0,0,0,0
+,24526,29640,41315,1768,5001
+,8284,41184,12653,12656,28417
-,18373,0,0,0,0
+,20646,30704,21686,48493,15814
+,15879,23474,36226,32480,29786
+,8912,25809,19533,35213,23296
+,29849,17343,4875,11093,29485
-,6185,0,0,0,0
-,29463,0,0,0,0
-,32883,0,0,0,0
-,17697,0,0,0,0
+,49114,33194,35257,41264,45959
-,3853,0,0,0,0
-,21812,0,0,0,0
-,5289,0,0,0,0
+,31877,45459,22926,41058,4058
+,37925,9994,35446,45116,47428
-,5725,0,0,0,0
+,3804,19553,31587,38832,9861
+,43686,49161,20448,3852,28050
+,15203,47521,31325,5425,32396
+,29230,23188,26580,25789,45776
-,12011,0,0,0,0
+,23429,14443,38618,16315,22572
+,26854,48938,5201,665,48888
-,21204,0,0,0,0
+,36639,33324,1014,20386,49058
+,22895,15423,48843,22694,15021
+,36267,41755,26278,28189,589
-,18021,0,0,0,0
-,26026,0,0,0,0
+,49234,16752,17982,36500,44584
+,14020,6111,22438,27255,11426
+,35788,25723,23266,46568,48433
+,43413,4313,26176,24356,4456
-,1982,0,0,0,0
+,20156,10155,46181,38891,2063
-,2294,0,0,0,0
-,32398,0,0,0,0
+,1097,19315,15498,6430,9569
+,20378,23550,9327,32794,34
-,23952,0,0,0,0
+,28427,1841,35019,1358,25132
+,30589,20494,1875,38536,20906
+,37217,8989,30036,3223,30994
+,44947,35988,30536,35734,16589
-,24908,0,0,0,0
-,26101,0,0,0,0
-,34400,0,0,0,0
+,21213,1513,613,43584,27364
-,18097,0,0,0,0
+,9344,16138,26145,41463,35656
+,25820,10126,46332,21337,25442
+,370,1691,17343,26305,9522
+,24474,24675,36101,41246,46367
-,32484,0,0,0,0
+,23542,1331,43650,45430,36313
+,4102,607,38404,26341,11319
-,12350,0,0,0,0
-,34562,0,0,0,0
+,18524,44383,25749,42137,24827
-,32122,0,0,0,0
-,5745,0,0,0,0
+,47405,16566,33279,28027,30813
+,11952,11861,13117,27768,7071
-,1199,0,0,0,0
-,10001,0,0,0,0
-,12719,0,0,0,0
+,41553,34548,36753,37065,20644
+,43114,26450,39533,23466,3950
+,9802,22730,7040,40126,20032
+,30070,26905,47800,2593,31375
+,28155,12857,28368,30860,28115
+,41176,1672,43238,41380,35771
+,22302,43079,28999,27004,28721
-,28305,0,0,0,0
+,41294,40801,20633,25443,6701
+,6400,10425,18318,7498,48137
-,10852,0,0,0,0
-,18431,0,0,0,0
-,30474,0,0,0,0
+,31648,42694,13884,28829,27676
+,16361,41278,27174,15958,7950
+,2445,22573,1104,26176,30615
+,39622,24362,32034,49907,46045
+,47310,29039,9198,43461,41834
-,9698,0,0,0,0
+,38169,24287,11013,24607,41246
+,4993,39588,2996,27445,49385
+,43244,37303,29522,9132,27771
-,11725,0,0,0,0
+,3246,39591,18763,974,4579
-,6323,0,0,0,0
-,31736,0,0,0,0
-,1563,0,0,0,0
+,19192,23308,11974,39981,5715
+,22936,4700,27383,21679,19230
-,34848,0,0,0,0
+,33337,21589,39394,44292,34155
+,11093,12617,4796,47538,7564
-,31359,0,0,0,0
+,45048,29771,15762,21189,35010
+,15893,21610,22001,554,79
-,24276,0,0,0,0
-,31852,0,0,0,0
+,22546,29442,23170,47796,10939
+,48120,32931,21313,18827,11469
-,22807,0,0,0,0
-,23067,0,0,0,0
+,27056,48666,18486,29016,36357
+,33003,12269,6960,34047,5179
+,5761,19141,1989,14911,41277
+,35239,39040,13713,37336,15481
+,39549,1567,46771,9458,4702
+,10015,3964,19584,10353,4726
+,19670,34370,47815,13877,38790
+,6595,43378,43074,33182,10795
-,16866,0,0,0,0
-,32698,0,0,0,0
+,35142,17586,32658,11963,46784
-,14801,0,0,0,0
-,18406,0,0,0,0
-,5871,0,0,0,0
-,9417,0,0,0,0
+,9575,16092,29641,23909,8592
+,6954,14621,34797,1923,44611
+,24570,40100,1080,23574,46831
-,15109,0,0,0,0
+,8784,37392,20324,37838,6828
+,29093,3489,2473,11133,34664
-,30304,0,0,0,0
+,24415,33908,37840,29241,15873
-,11392,0,0,0,0
+,28894,20758,17875,13624,37316
-,31668,0,0,0,0
+,9926,35723,7706,3312,37595
-,16153,0,0,0,0
+,43104,10606,20125,64,47193
+,24541,19347,19688,7425,21197
+,16260,32897,42963,14056,45878
-,6817,0,0,0,0
-,15209,0,0,0,0
+,48100,25773,44365,7230,1619
-,19627,0,0,0,0
-,10813,0,0,0,0
-,15227,0,0,0,0
-,23727,0,0,0,0
-,7176,0,0,0,0
-,5008,0,0,0,0
-,32084,0,0,0,0
+,33596,22978,34497,44592,15030
-,3014,0,0,0,0
+,12365,19251,21431,45688,36335
+,7105,26251,6961,34683,45189
-,34694,0,0,0,0
+,46115,37067,42840,29547,10316
-,1486,0,0,0,0
-,26146,0,0,0,0
+,15685,41692,9467,12644,9834
-,17888,0,0,0,0
+,39830,2576,34265,37712,13990
-,24788,0,0,0,0
-,34619,0,0,0,0
+,17633,38385,1509,8301,28334
-,25345,0,0,0,0
-,27430,0,0,0,0
-,12708,0,0,0,0
-,28434,0,0,0,0
+,44676,28480,11669,893,41784
-,3168,0,0,0,0
+,16202,34264,13297,47736,43360
+,33015,26125,31593,17445,17579
-,9496,0,0,0,0
-,10286,0,0,0,0
+,41531,30772,39688,43083,45333
+,37781,1413,18589,11883,5231
-,31256,0,0,0,0
+,10471,35197,45663,37360,35149
+,22774,37032,29907,44689,31273
+,24117,37050,28954,44132,33609
-,263,0,0,0,0
-,14015,0,0,0,0
+,11044,14962,40008,32244,20306
-,30968,0,0,0,0
-,4090,0,0,0,0
+,28652,4013,20010,48681,18128
+,23724,2572,41093,31349,27486
+,22534,27555,19954,19599,16387
+,12700,13034,21868,35602,23146
+,8360,30800,42733,26407,25331
-,33731,0,0,0,0
+,11315,15887,44487,2615,8233
-,21681,0,0,0,0
+,32679,14507,7263,9539,12168
-,22597,0,0,0,0
+,36231,38628,10770,47330,34984
+,42135,24343,6397,19686,32643
+,49405,2331,21243,38113,2414
-,518,0,0,0,0
+,25670,47439,2686,48603,20646
+,31120,3909,12270,34368,41039
+,18216,16193,35751,3137,17217
+,3883,17256,4660,42787,9110
-,20563,0,0,0,0
+,19076,29570,34041,20306,32245
+,6560,44642,11518,37705,42146
+,40674,42469,1313,960,31097
+,44470,31023,35019,41516,38230
-,4418,0,0,0,0
+,20859,11932,40191,10469,47633
-,9628,0,0,0,0
-,12087,0,0,0,0
+,26540,15606,19304,27337,1089
+,24173,41870,5866,12606,19591
+,45077,24113,12199,8636,13185
-,16936,0,0,0,0
+,41671,41276,7572,31060,41697
+,14380,4761,12647,6578,44089
+,3265,45553,31482,28309,42897
+,35773,20375,44911,11944,39553
+,1668,1615,3072,7389,10266
-,11321,0,0,0,0
+,5250,10613,10121,42026,15894
+,20128,25274,17323,4139,34157
-,15001,0,0,0,0
-,5201,0,0,0,0
+,14667,26757,7144,277,36894
-,34635,0,0,0,0
+,29252,38626,10176,33569,30883
-,32493,0,0,0,0
+,33018,1040,46614,21635,18291
-,21158,0,0,0,0
+,32594,31175,42650,4742,22507
-,41,0,0,0,0
-,5691,0,0,0,0
+,49120,34413,13837,37457,14580
+,2094,39763,24699,9872,48933
+,29790,43022,29862,41258,40842
-,20539,0,0,0,0
-,14921,0,0,0,0
+,31872,14939,28348,26080,46665
+,41561,12214,49402,18421,37562
-,31217,0,0,0,0
+,9181,47142,3935,23687,48948
+,12728,20091,1021,35750,47093
+,15089,1800,31243,26941,32494
+,19493,6179,6662,12848,24137
+,9021,4462,22263,32481,20201
+,21533,15348,48295,1721,15372
+,33848,44390,18085,4200,34598
+,17731,9692,49757,46871,35294
-,5740,0,0,0,0
+,14633,42603,33578,10366,46510
+,14218,47191,17790,1054,31587
+,877,2712,42601,40705,4052
+,20144,22236,27627,20442,33942
-,9874,0,0,0,0
+,22424,25283,33443,37419,18287
+,18932,13814,29445,20492,15073
-,18703,0,0,0,0
+,11113,37474,222,11828,30326
-,33723,0,0,0,0
+,30387,45505,14589,23643,27595
-,2487,0,0,0,0
+,6504,11970,17083,4431,13527
+,4996,23785,31072,11880,43145
+,15662,27707,28563,42594,40297
-,11370,0,0,0,0
-,14827,0,0,0,0
-,34871,0,0,0,0
+,12833,12576,22852,41309,5801
-,26662,0,0,0,0
+,44686,41132,27543,20382,18690
-,25665,0,0,0,0
-,23875,0,0,0,0
+,26089,41092,43796,32441,9326
-,15691,0,0,0,0
+,4240,12769,21339,40549,45082
-,26976,0,0,0,0
+,37005,49787,22236,9264,4536
+,3273,2312,38005,18443,28664
+,28389,29268,23758,46872,11953
-,32448,0,0,0,0
+,26229,22806,16510,10453,23165
+,32173,44641,3903,35694,4887
+,25954,29317,27847,1066,30911
+,49001,33717,10226,14597,33319
+,8965,2650,41222,30471,31358
+,26270,40320,16063,10163,40632
-,29924,0,0,0,0
-,3992,0,0,0,0
-,4284,0,0,0,0
+,27050,31136,1330,38918,10755
+,45429,23614,19635,12118,16256
-,28497,0,0,0,0
+,39107,11156,3596,19524,2350
+,12745,45199,31652,38736,3235
+,26484,26475,2418,37779,30045
+,29959,33527,12600,3713,6092
-,19019,0,0,0,0
-,2529,0,0,0,0
+,17541,41971,7675,34003,32975
+,44626,44195,43027,16941,27457
+,14867,1886,17979,1902,34596
-,26655,0,0,0,0
-,10483,0,0,0,0
-,13623,0,0,0,0
-,32656,0,0,0,0
+,33196,31458,27473,8845,17083
+,9368,39155,43752,43696,24371
-,17655,0,0,0,0
-,27960,0,0,0,0
+,5348,44598,15986,6151,41716
+,40335,440,5125,13842,49862
-,10030,0,0,0,0
-,20212,0,0,0,0
-,2822,0,0,0,0
-,20374,0,0,0,0
+,40715,42907,21905,48611,43226
+,28127,13106,6253,37153,49167
+,46955,11916,6305,39439,6058
+,1206,3584,17964,26405,21780
-,28490,0,0,0,0
+,14230,4031,29914,24215,24592
+,43992,7109,24760,39818,1315
-,18392,0,0,0,0
