OP,A1,A2,A3,A4,A5 
-,1869,0,0,0,0
+,48602,1585,2086,22856,35699
+,21257,41064,45731,12214,1861
+,31636,34806,1410,29333,23733
+,25195,30589,38435,39121,26825
+,33632,12988,16056,48065,35822
+,8658,29831,37581,4113,29022
-,6523,0,0,0,0
+,36234,13210,24144,42281,46017
+,22892,36972,13523,35363,9191
-,4788,0,0,0,0
+,36345,34044,14122,2218,35344
+,5645,15536,43191,38414,27745
+,23301,49914,8212,29286,31438
+,1661,20464,15894,3812,42857
-,527,0,0,0,0
+,11083,47931,38658,42494,23020
+,16355,36170,49704,43667,37900
+,25428,10754,31342,37270,10757
+,20923,23280,26742,34177,12908
+,10370,34023,43501,41613,6615
+,7966,35922,28894,17388,39652
+,35037,7308,2075,48641,36480
-,6843,0,0,0,0
+,35212,2444,37770,31753,20531
+,49178,33512,15756,6452,6582
+,18231,17191,6372,30298,27871
+,41617,29068,17191,37007,565
-,9984,0,0,0,0
-,7936,0,0,0,0
+,39373,8420,27510,47791,42192
+,12971,31301,26859,26636,10156
+,2903,12413,34916,38826,35970
+,44548,26443,21489,36973,4117
+,22885,44693,5712,13554,33166
+,12232,45618,39727,19907,33034
-,3925,0,0,0,0
+,40176,40043,41938,33487,4630
+,42288,48604,37559,10466,342
+,11600,47664,17659,177,29589
+,38744,46579,22306,24708,15585
+,23438,5142,45220,11094,29729
+,46207,20377,43289,4878,643
+,49177,36638,5980,16930,985
-,3487,0,0,0,0
+,39522,18390,288,3166,25110
+,48717,15310,34840,17842,43705
+,5,14292,41106,32742,16331
-,1505,0,0,0,0
+,28922,41936,37433,5997,25171
-,1506,0,0,0,0
-,7299,0,0,0,0
+,26360,39268,11652,45838,8709
+,27877,27640,20824,35631,3926
+,47202,32976,25552,16958,41699
-,5551,0,0,0,0
+,21784,27954,26995,9176,3327
+,29066,23592,38060,25494,12563
+,11429,23579,25000,31663,16112
+,39563,29354,26675,1045,30873
+,20106,11748,49534,31459,13902
+,35714,16474,13853,14192,25694
+,13775,10575,43410,21281,20468
+,44734,41139,3624,15064,3311
+,11392,25149,18039,16682,36548
+,21476,7319,17529,13207,23984
+,3320,37211,2169,19144,39189
+,2148,45462,38740,32271,13933
+,36008,3835,4871,38253,42093
+,25006,14526,35898,10066,41907
+,25865,18052,15681,27141,32794
+,13816,7822,25116,9885,30350
+,5277,46041,31356,38597,45196
+,13726,48694,37370,48672,14542
+,49448,44661,4144,22216,26181
+,44643,28538,5241,44075,23642
-,4455,0,0,0,0
+,36700,14414,4035,15326,23181
+,24722,33168,33547,31285,44976
-,8610,0,0,0,0
+,8482,44246,23485,9877,25566
-,315,0,0,0,0
+,31758,19354,8558,37764,570
-,5645,0,0,0,0
+,1708,30620,49075,30856,37404
+,14890,8216,14155,9154,9033
+,48583,33101,11995,14732,28721
+,19926,30064,2430,19765,36436
+,35589,33025,33427,12223,36249
+,24965,11857,19800,29552,12161
+,33947,23016,21613,19706,6905
-,5500,0,0,0,0
+,48425,8838,12688,20233,22416
+,32771,30563,15806,46137,28912
+,29726,33762,49410,30279,19294
+,14644,48143,23899,30793,24535
+,25791,1881,18731,49713,22198
+,12307,21636,10025,16993,6900
+,16607,26447,49829,28717,10505
-,9421,0,0,0,0
+,44944,6027,31989,8398,23293
+,22923,49322,12701,36693,8757
+,15431,37124,49020,23011,40569
+,25116,12599,32057,22331,32517
-,1332,0,0,0,0
+,19429,21861,22869,17895,41232
-,2136,0,0,0,0
+,18645,41226,48534,8610,37538
+,42239,31562,27208,878,3701
+,33438,2313,35590,37459,27669
+,859,24536,31744,38974,44006
+,45023,41279,19031,14735,11507
+,45928,10078,36641,4133,10319
+,18805,12335,17053,23817,49747
+,49408,45607,7039,13497,22089
+,47749,33667,6681,4817,18034
+,45320,2445,37045,38714,10072
+,46784,46112,35943,33483,29267
+,14254,17676,24326,3389,42282
+,45464,24610,6310,8616,41647
+,8949,43469,47788,12717,7085
-,1796,0,0,0,0
-,7444,0,0,0,0
+,39160,20952,38322,9124,30996
+,11256,20193,3565,29774,9211
+,36934,29078,22465,47974,35070
+,38710,29185,6968,10468,15918
+,42977,40474,13689,9219,43567
+,34591,40966,3629,16780,17998
+,21041,46480,45870,18601,7688
+,5405,21949,41516,37456,45764
+,27305,5864,38875,33596,20198
+,6140,36342,11206,18818,23713
+,24474,7248,3107,1797,24403
+,44839,35421,8918,11529,3912
+,32124,13659,48773,11131,1031
+,40081,37945,32134,14472,27469
+,39938,3359,31187,15062,44513
+,5413,26342,14247,46944,6425
+,41257,32534,29367,1248,38349
-,7698,0,0,0,0
+,28519,2297,21253,27528,27502
+,16066,1135,45234,45549,10555
+,28957,13749,10295,45454,21106
+,30681,48082,47301,31423,42256
+,9248,42483,11922,34001,37523
+,30645,10437,1290,9412,32875
+,8875,1764,48688,15889,21215
+,4169,43212,20723,13289,7688
+,39954,21307,25262,45342,46462
+,14127,42346,35663,31138,36204
+,8256,1868,31488,25123,46761
+,7205,30595,21256,19727,36061
+,10706,19000,34315,484,21264
+,30578,38587,4103,41119,4154
+,6395,21476,1402,3717,46649
+,38496,37160,26671,33165,42467
+,7754,13588,16587,9561,23628
+,8115,40900,41996,36452,11470
-,3730,0,0,0,0
+,27186,47556,1801,8721,22867
+,8243,22170,21325,35405,7838
+,31941,39859,5899,18258,395
+,17899,32036,17163,8566,18119
+,24958,42433,39962,24642,32601
-,5699,0,0,0,0
+,7850,18477,48821,39104,37075
+,24487,2824,7393,43784,29473
+,47428,25180,33211,38384,11787
+,5749,47435,7299,31855,5290
+,38121,23082,11071,34372,29694
+,17577,27274,37937,17533,13490
-,1030,0,0,0,0
+,25140,26475,3180,21310,40687
+,49310,6781,818,4210,28495
+,32336,22744,29868,12077,36764
+,21975,38595,2051,2364,47230
+,38440,37219,43253,19014,13498
+,33005,34837,38199,15711,48872
-,6046,0,0,0,0
+,39009,35760,17747,28395,35683
+,27667,46965,34096,21171,36965
-,615,0,0,0,0
+,45725,24679,25791,46575,39255
+,33161,12826,28023,235,4280
+,24729,8597,41301,31973,25473
+,13636,33825,43855,6099,43421
+,35957,25160,25728,41556,14490
+,41650,40649,49754,41483,24889
+,34788,45905,36637,38596,19262
+,1170,24676,39504,26937,4700
-,5985,0,0,0,0
+,43814,37450,5440,30872,31925
+,19946,29691,26246,39210,34534
-,2192,0,0,0,0
+,47628,33510,29785,8419,10748
+,41044,29055,8954,45171,25448
+,18390,37522,11773,16707,2866
+,45537,6515,7270,42959,28961
-,5094,0,0,0,0
+,37940,37111,48558,12242,40622
+,43576,23801,30193,6369,16089
+,22937,33821,5224,45739,40526
-,1669,0,0,0,0
+,45722,32990,20133,10595,42378
+,16240,3157,22556,37022,40395
+,23942,39275,25399,33340,40113
+,44284,47379,25969,33250,43485
+,18958,2175,39585,26924,41395
-,9456,0,0,0,0
-,1865,0,0,0,0
+,7036,42846,3958,2863,7456
+,45650,48469,29011,29187,4894
-,7008,0,0,0,0
+,4685,419,2357,19755,26101
+,6585,21571,35496,4287,40179
+,8344,30620,8833,44940,8038
+,26978,30975,18348,20325,46754
+,47505,47612,26542,15718,26529
+,36043,21352,13216,16672,32338
+,39278,31455,25504,40333,9365
+,4911,15994,19185,14404,10411
+,44932,14010,16647,49404,12114
-,863,0,0,0,0
+,17605,2200,25196,12229,7031
+,4267,43122,6935,25537,33614
-,7401,0,0,0,0
-,6763,0,0,0,0
+,39963,39608,47744,12636,17239
-,2182,0,0,0,0
+,45349,38716,1217,29793,26283
+,39996,21127,18942,45559,37484
+,12444,34621,45986,47699,46960
+,6938,37495,16260,23351,270
+,44893,27171,45736,4633,7876
+,9517,22250,46823,34644,7285
+,36755,31289,37344,7160,150
+,34308,24155,7531,36518,3269
+,40084,41651,34873,15621,22633
+,2332,1864,19703,23049,33832
-,1077,0,0,0,0
-,8061,0,0,0,0
+,20337,44008,37343,14573,36897
+,11111,24303,48912,26946,18474
-,125,0,0,0,0
-,9103,0,0,0,0
+,24381,957,41099,27543,32865
+,642,43597,48132,44285,39107
-,9740,0,0,0,0
-,628,0,0,0,0
+,46606,31246,49740,25044,23292
+,28176,5693,26519,23590,19756
+,11934,44680,24641,40754,42338
+,37619,9016,27185,11562,34388
+,45288,29920,43704,6562,41242
+,48023,35235,45373,41607,15083
+,2440,19314,7159,37252,24579
+,31788,7320,26422,3316,43139
+,10433,41743,5539,46097,10768
+,30823,15628,12518,49389,28920
+,32840,5143,10751,24612,5192
+,7316,44559,28088,16820,1742
+,10771,9387,2270,30018,307
+,4573,349,7290,39923,15126
+,18920,49612,27015,17084,44061
+,45287,32629,8041,39949,33028
+,39294,23188,14433,14325,11281
+,39835,18504,11603,24977,21362
+,47860,2825,1020,25965,48884
+,14142,9191,40176,10389,3071
+,8427,40088,38876,29962,1519
+,16844,3950,18743,18937,772
-,458,0,0,0,0
+,6130,14260,29176,8252,25882
+,44449,22534,42377,12827,16460
+,12982,7934,34507,46197,5019
+,1297,18280,19770,7645,547
+,169,29493,35154,17529,18660
+,48392,26469,3094,30251,3999
+,40963,35853,9014,34936,9909
+,2035,35158,17610,4975,31107
-,9691,0,0,0,0
-,9934,0,0,0,0
+,20878,25375,32035,3073,32185
+,28985,3295,3725,40816,8578
+,42281,19726,25785,49581,18535
+,23594,44931,15439,28160,38691
+,7560,33325,26784,42948,48669
+,39848,18715,43997,46181,30430
+,36407,48287,34371,34629,6948
+,46560,15066,43190,4867,46611
+,42909,23681,43433,49047,45439
+,8052,7182,10631,16846,30221
+,45819,27283,12171,14684,45536
-,3814,0,0,0,0
+,29892,7486,3552,3940,14990
+,39836,8218,39375,31788,42547
-,2688,0,0,0,0
+,11872,562,8003,41752,33589
+,19613,30872,10669,30100,46426
-,1639,0,0,0,0
+,25892,40934,38083,33107,23389
+,49543,15254,23458,34478,32680
+,10371,34875,499,32217,43930
+,24586,29138,30127,46226,47883
+,33663,17877,40556,36865,47225
-,2300,0,0,0,0
+,21829,1417,25224,45878,41640
+,35192,32497,30561,22659,49072
+,716,47417,18864,19464,46039
-,4336,0,0,0,0
+,43157,5433,29446,3671,39052
+,43635,11266,29423,1722,35712
+,34434,34155,33102,29075,9235
+,25934,19349,1101,7325,9569
+,11032,24705,12672,14701,7946
+,43392,9897,47918,19517,2170
+,29446,24064,9900,18217,48676
+,21028,49741,32619,21875,19002
+,5795,7641,30189,23942,27580
-,9539,0,0,0,0
+,13805,5362,34601,25047,17676
+,32699,17600,21353,46101,14577
+,2257,16722,1026,19901,43498
+,25867,7827,46339,1322,27976
-,2466,0,0,0,0
+,36298,13520,26726,33393,38527
+,25574,1523,40144,43375,26636
+,7786,18878,729,31327,37939
+,20604,17913,38752,14388,35748
+,30700,40836,48623,16586,46118
-,4231,0,0,0,0
+,47934,20464,34138,9784,24887
+,20472,9902,17048,34693,23059
+,6280,39255,24560,11658,1067
+,12240,8340,47317,16589,12089
+,47884,7804,23045,16405,34187
+,34516,41724,7477,26231,20298
+,42820,31333,12015,39452,44085
+,1179,13482,42458,44984,47292
+,18225,17072,38377,46697,20741
+,308,17323,11927,48699,11281
+,43097,7298,26798,20933,34324
+,29482,47075,16281,34654,19169
+,20066,14687,7738,27566,26918
+,3317,22336,5585,24240,12903
+,33091,28335,29070,11325,35630
+,11528,44674,7065,27191,17152
-,2539,0,0,0,0
+,16346,22036,6876,48988,45908
-,7162,0,0,0,0
+,29129,22475,43392,34074,20410
+,46296,19135,31982,40365,3215
+,7713,30939,6900,24841,22688
+,33042,24885,42276,14101,12235
-,689,0,0,0,0
+,27617,6274,32975,31903,37436
+,41399,13622,237,11797,21023
+,898,42445,37056,1297,2502
-,9038,0,0,0,0
+,14995,30395,49093,11177,46320
+,11912,14723,31087,5744,12619
+,19863,15250,33743,16348,41802
+,13759,36610,10880,43461,5026
+,47040,32464,36924,21408,17235
+,47052,15845,8567,4585,3744
+,9777,12778,39383,17870,17082
+,43676,1059,41427,37844,20059
+,29771,38851,3033,3938,13788
+,2886,5910,19009,12930,20962
-,2124,0,0,0,0
+,41860,37199,5980,12636,35142
-,9258,0,0,0,0
+,26421,31043,9641,43995,24471
+,18694,44153,16043,49431,29741
+,17870,26798,44807,16418,30186
+,19127,37629,22343,45356,25692
-,6923,0,0,0,0
+,24278,21947,17443,17542,38832
-,4042,0,0,0,0
+,47824,22212,10591,34310,15955
+,29159,12950,5856,40709,3662
+,43669,30036,20303,9853,7498
-,3155,0,0,0,0
+,30081,9354,22493,10119,158
+,7298,3474,8896,46644,39121
+,26634,22801,10392,27118,23866
+,35412,11254,28644,22265,27967
+,29337,41615,21436,27577,11712
+,11183,33218,21127,22574,43548
+,25339,11377,27279,35716,28416
+,12585,7045,29828,42682,2994
-,8279,0,0,0,0
+,30172,20616,43551,44776,41388
+,25966,24695,35024,39767,12018
-,3642,0,0,0,0
+,47302,33245,42382,34299,9019
+,11738,37832,39520,9050,15216
+,31563,36927,2925,29279,8312
+,39077,23869,42013,8374,5436
+,37871,30861,45726,26724,20669
+,38200,16860,14191,22122,45570
+,35736,2664,27910,34938,8136
+,12711,49195,4887,8491,1879
+,23887,6786,45558,1792,26547
-,9542,0,0,0,0
+,1885,27524,40749,25980,14533
+,25678,7053,1646,8267,37459
-,4819,0,0,0,0
+,1953,17751,31481,40782,4874
+,45121,633,37000,8652,18399
+,44597,16847,34229,5939,8208
+,9769,7361,12910,27589,41227
+,19164,33712,46414,28136,20517
-,9668,0,0,0,0
+,30005,5369,49213,19298,48970
+,6529,31724,45797,24499,16123
+,41264,49797,16756,20757,41015
+,31582,24568,5984,40503,18016
+,12729,17463,47095,44373,997
+,44955,12287,25387,2675,24831
+,26836,33793,18105,44906,14426
+,38567,26898,21262,27136,20242
+,30167,10385,14123,33539,41407
+,49168,42959,33753,28616,9976
+,46098,18209,41884,35188,32700
+,49523,24624,26302,11657,45622
+,40227,24175,46424,22719,34053
+,9140,25488,33364,38300,13858
+,39034,2234,32552,48053,49688
+,11128,21350,44969,43996,13675
+,21390,12259,14218,10293,33125
+,25301,3202,5886,23183,24121
+,7207,38117,17174,7316,31972
+,18508,35075,34336,40044,26433
-,7416,0,0,0,0
+,12639,3864,5004,21443,2312
+,1328,41868,12790,6805,2295
-,7464,0,0,0,0
-,6574,0,0,0,0
+,22918,20696,6133,42189,46010
+,9456,40989,48616,24991,45215
+,10782,976,48474,3005,10600
-,3162,0,0,0,0
-,8641,0,0,0,0
+,3752,44756,49420,30275,21422
+,20884,37543,43165,27219,29170
-,1039,0,0,0,0
+,49254,46902,37750,19632,48081
+,46644,2037,41945,24529,34363
+,14495,33980,22324,37613,32239
+,3685,30374,47958,7275,9662
+,18913,9323,47195,42993,32973
+,25240,9867,49110,31630,47389
+,13602,3839,23778,46814,26065
+,12918,35815,37937,20562,14125
+,14929,33502,33167,16690,21712
+,5607,12194,1145,38256,8451
+,9118,42633,42660,20852,39609
+,20863,12546,9872,39616,49860
+,12888,25614,30272,10007,20154
-,9998,0,0,0,0
+,21002,31933,31428,48395,356
+,21651,17244,15905,9035,27272
+,46289,35332,30602,2079,35783
+,37393,12847,29882,13029,34635
-,5440,0,0,0,0
+,3514,35523,12543,45195,4178
+,10850,31311,34008,19850,26284
+,1679,10692,4644,29823,37494
+,25837,31059,27593,46049,15707
+,37798,48596,25999,12281,28858
+,7964,15391,6726,28146,36611
-,9872,0,0,0,0
+,40894,12479,46223,15176,33127
+,44089,5384,47882,42773,31696
+,47276,7543,26863,23565,45044
+,4909,41223,30675,42193,25682
+,1126,49955,16493,38597,18250
+,25885,25994,3833,5534,33890
+,10377,27786,26625,48429,31552
+,9521,35325,34392,3455,10346
+,9207,56,35065,47261,8735
+,15614,26553,21675,17511,40044
+,21134,47652,25636,38968,13186
+,18541,20271,42845,9855,31342
+,37612,37120,12621,30349,29139
+,6262,23854,30016,755,25293
+,14844,29722,29588,33140,6020
+,45147,38647,18690,38959,14707
+,26009,48633,23640,46740,25714
+,42786,10268,42484,44917,32855
+,26544,45419,2874,34069,4958
+,26797,16170,13161,19254,11198
+,3464,42536,27960,19643,39883
+,49090,21693,12818,23230,48519
+,11192,40847,992,34472,34269
+,24880,10927,24608,33748,20847
+,39715,12402,43171,5474,31771
+,24697,6662,24485,6704,28965
+,5286,7621,45575,34809,114
+,48856,16368,41298,45529,48216
-,2191,0,0,0,0
+,45235,40026,17320,18154,9344
+,32493,17813,16523,38469,2403
+,12787,33227,31785,36013,49919
+,6778,27603,24082,42322,37605
+,27681,15855,44970,18217,35251
+,8306,15540,27209,9787,20420
+,31362,27431,35601,37249,29824
+,37411,32450,21898,36961,43529
+,1500,49512,12824,41341,15093
+,36834,44164,8352,4712,14803
+,33064,49653,28677,19790,49469
+,27579,21022,42376,16287,8703
+,13917,40332,14256,30753,26728
+,9635,35547,32011,21740,36419
+,44290,38446,23985,48469,4867
+,41728,1713,32862,48282,6524
-,6178,0,0,0,0
+,36956,24088,4527,34204,19919
+,27287,40024,42998,46572,46331
+,2645,41292,27029,19620,31819
+,35536,22139,16293,23068,12147
+,4423,23874,32046,10917,41378
+,28891,19420,8742,20751,1599
+,13946,8300,47632,7628,40108
+,34701,22355,8910,34408,15684
+,35267,38330,7139,10220,49653
+,10090,23374,43081,19918,21352
+,43566,21622,34378,335,1650
+,46903,12986,45991,44146,13707
+,10295,23760,29436,49990,24090
+,28468,5629,17228,35592,6868
+,40648,36788,11376,2933,7666
+,15146,46317,41183,27434,22143
-,5715,0,0,0,0
-,7609,0,0,0,0
+,34253,32870,14079,27009,45147
+,20065,30875,36083,27827,24253
+,44097,42618,34064,26546,28679
+,30458,2956,49423,18657,5992
+,36297,44596,30940,26861,15108
+,24787,36404,41805,35580,40063
+,17,15670,31438,23764,39053
-,38,0,0,0,0
+,16665,43563,49344,28840,17068
+,37064,8574,41519,20286,25181
+,47836,5399,5486,10299,20667
+,12009,36391,28842,14427,4990
+,24855,40446,966,38955,42299
+,1478,1729,26806,29966,30339
+,4514,39368,13645,3108,23643
+,44828,7709,25976,39062,43712
+,16713,33585,43507,37929,13339
-,7292,0,0,0,0
-,403,0,0,0,0
-,6307,0,0,0,0
+,7922,7630,31209,11398,14030
+,4613,9035,10981,46518,48435
+,32850,4607,7115,19549,27449
-,8058,0,0,0,0
+,11411,20884,47697,29155,29148
+,43604,30599,5273,30636,10163
+,21037,16684,24867,17660,26081
+,44253,33348,19402,21756,28476
+,14075,26174,10267,9648,11587
+,22137,37497,34499,11491,43902
-,9059,0,0,0,0
+,3624,30763,17741,36674,45101
+,5604,10808,38020,10829,14970
+,37554,24319,7219,40694,20797
+,12947,6032,446,28665,10120
+,1132,12396,11635,16488,23191
+,5416,18806,45623,26570,47960
+,22659,680,40272,1693,9043
-,8308,0,0,0,0
+,14854,21896,45044,10715,15084
+,36943,14630,22381,14794,36971
+,42736,10470,6015,9580,39143
+,3725,9787,6040,12311,27850
-,2240,0,0,0,0
+,1783,47533,38416,6741,12360
+,3847,34660,23506,3171,5646
+,45953,2531,843,17676,7034
+,28126,7949,2695,20390,34987
+,8516,14573,38655,17347,19688
+,17720,2816,16051,16404,20283
+,42476,28075,16835,18492,44700
+,34136,46468,33124,8228,36623
+,9308,30234,40305,40881,16325
+,48550,33423,37159,20006,49441
+,12915,28050,3183,14366,22716
+,45517,17070,27729,4857,6042
+,31135,48470,5506,38097,21285
+,36686,15392,22049,12520,14796
+,36387,21816,32583,42745,27710
+,25811,33915,9692,26423,33469
+,44831,49519,21257,40202,48359
+,19400,49345,9765,2378,21642
+,44552,26870,11657,41342,45043
+,29938,8912,2561,2519,5524
+,41979,38707,23181,36878,8920
+,2584,35571,19682,38983,2028
+,43349,10324,30196,47434,40901
+,4547,14032,7678,34759,27295
-,8522,0,0,0,0
+,35078,12219,40427,5767,38693
-,7716,0,0,0,0
-,6936,0,0,0,0
+,7222,43938,14600,49927,15842
+,44224,31238,22631,13349,31885
+,41616,44647,5763,32966,10917
+,45626,16059,1760,27565,8368
-,7586,0,0,0,0
-,5641,0,0,0,0
+,16999,27644,29403,47560,45849
+,39456,24211,49226,13802,44915
+,24530,12350,32347,45185,41606
+,20089,19294,41776,31761,3881
+,35137,28730,21372,19712,14477
+,48986,49547,27116,43025,25470
+,36690,17221,43015,5247,14645
+,20678,18718,28761,13789,33279
+,45993,5269,36379,25054,14138
+,46479,7458,31075,36421,24231
+,42537,19116,37138,27053,15422
+,7962,7583,22989,26606,38460
+,3123,26312,44249,37188,45808
+,8276,23063,45868,48066,6
+,10953,25232,45746,30597,31472
+,2243,27652,22275,22314,23995
+,9503,4890,7533,42261,12815
+,37870,36407,44096,11635,29325
+,42807,14574,5642,37660,41566
-,7335,0,0,0,0
-,3476,0,0,0,0
+,28153,47097,3490,26956,44091
+,33727,25048,41839,42195,32224
+,45438,49315,28890,36589,10919
+,111,45306,18085,31735,25118
+,2661,35631,10496,48451,2336
+,27024,26315,18588,49889,35741
+,33347,49088,26612,3111,32146
+,6787,25471,43340,1590,49823
+,49859,37395,34309,5583,34357
+,37585,10266,5229,18575,21900
+,13466,49790,48884,13604,24760
-,7951,0,0,0,0
+,26676,20079,47286,16534,35392
-,97,0,0,0,0
+,12091,6430,19671,14370,28766
-,501,0,0,0,0
+,32141,19765,1027,6182,42706
+,7909,46636,24044,33552,6440
+,19852,21318,44028,25921,9306
+,30381,5107,20339,17340,42747
+,13258,6687,10269,26553,41815
+,43211,29401,7714,17605,24830
+,14713,11180,36179,31271,37235
+,18860,46808,40897,21926,32160
+,28129,18187,12550,47098,24650
+,35586,18526,15370,31235,7731
+,5070,45574,22181,36590,26974
-,809,0,0,0,0
+,341,40794,551,1631,24779
+,11412,33517,3205,21928,32189
+,41668,21912,13456,25927,9079
+,14603,34097,17062,6042,16145
+,14938,6751,9033,38466,19083
+,4490,36654,1000,22110,23909
+,23158,10458,36444,20993,43033
+,2980,2867,28891,40969,15470
+,8216,43494,4691,22175,17235
+,5893,41621,40074,44441,42690
+,27614,12281,38289,49165,2177
+,47953,21654,42855,26738,42169
+,39565,23918,39049,24483,6514
+,22794,47194,10716,29958,13339
+,35185,45136,33337,38726,45716
+,1759,5391,28601,29397,11289
+,12348,42882,5373,32299,35408
+,40706,18487,10677,616,11098
+,20826,3397,18032,3625,5081
+,17079,36104,16395,26796,48481
+,16500,19234,44347,17327,34927
+,48770,8348,38032,28376,11224
+,33789,4146,25756,7894,15618
+,46569,37685,41084,15968,25015
+,19314,25343,9234,10840,3858
-,2893,0,0,0,0
+,5650,26077,43963,15478,1863
+,11928,40407,30444,43978,5166
+,35010,9858,44964,14635,7218
+,29317,22357,19846,22163,4911
+,46398,34366,38221,17261,21716
+,30303,13238,15770,31590,45687
+,18247,28908,11228,24629,26306
+,31610,35032,24639,45837,25325
+,20573,30869,20747,21708,11647
+,41490,15914,14225,8265,29755
+,44501,21106,3602,22709,33435
+,27288,33309,41947,14649,22540
+,27190,45589,22239,17442,27517
-,1119,0,0,0,0
-,7211,0,0,0,0
+,22206,12651,11754,4314,4132
+,10271,3903,43590,33898,28547
+,20994,41376,28772,23782,1987
+,44382,7961,9668,12140,9175
+,46176,26596,44668,7665,48139
+,40994,17090,46926,33304,8273
+,17022,31410,47408,26350,27642
+,28012,33296,5972,49480,32801
+,13646,26890,44339,11723,37101
-,4659,0,0,0,0
+,2918,26664,33144,34202,27788
-,8755,0,0,0,0
+,43812,45634,28722,3318,15630
+,28759,16157,46103,31898,36418
+,36401,13031,8380,13659,42023
+,35427,8458,1861,13242,42961
+,13777,38258,16990,47041,4353
+,9386,29135,43782,30304,21417
+,34995,35762,357,7285,40796
+,18283,31402,16861,42706,31536
+,35133,6126,48216,45115,35236
-,2441,0,0,0,0
-,4415,0,0,0,0
+,38888,99,5979,8991,14603
-,7734,0,0,0,0
-,9459,0,0,0,0
-,5321,0,0,0,0
+,40794,1010,12876,10481,10864
+,16490,46907,31064,33068,5813
+,26470,20279,1775,49578,2010
-,9458,0,0,0,0
+,41084,20352,20866,21968,365
+,3130,40546,26752,30350,20605
+,4054,14529,18795,11567,106
+,36927,14749,5013,42463,7542
-,6485,0,0,0,0
+,30621,27394,40851,48127,22929
+,48750,28181,48724,47251,13963
+,36964,35100,25280,47014,2682
+,49496,27123,8256,36560,14696
-,9502,0,0,0,0
-,7905,0,0,0,0
+,38950,44787,11918,7087,19765
+,16293,33264,2675,26415,13346
+,7688,27109,24882,48226,17422
+,36171,22701,9702,2764,286
+,29759,35823,27286,31231,27702
+,48117,37571,38826,35811,27621
+,25087,38061,40592,6348,358
+,13254,14755,23019,48256,39611
+,2672,34036,19655,11092,49973
+,2894,37752,42161,21722,21517
+,29278,8169,27565,21133,25162
+,1641,21094,37225,13152,14094
+,33706,12037,25110,17261,48681
+,15494,17479,49186,35646,27019
+,48753,4615,7799,41282,9355
+,11300,17325,7610,18677,13436
+,7630,45110,5424,24522,47357
+,5596,7421,1204,30192,48317
+,29352,46679,44745,12183,12177
-,728,0,0,0,0
+,43300,2205,42348,14790,23852
+,5671,31016,25200,40345,3796
+,40849,12770,34090,40663,16541
+,35905,24669,12170,20266,22390
+,18300,20805,11408,25537,46208
+,9959,33240,29276,39711,21308
+,35301,47656,48016,32276,7346
+,3899,22922,11849,26636,11465
-,4042,0,0,0,0
-,1261,0,0,0,0
+,949,17919,18165,28483,46873
-,6198,0,0,0,0
+,43165,48135,39556,15709,46602
+,33979,39242,41667,2253,42212
+,31410,12653,11471,3616,19779
-,5571,0,0,0,0
+,38422,12073,9376,34368,22783
+,41765,40956,35238,14853,39897
+,24513,44584,14611,4705,42705
+,45630,31836,40856,9824,31669
+,35162,25276,36545,22438,43114
-,264,0,0,0,0
+,48612,13989,23972,3434,14792
+,3297,25347,31938,17572,12378
+,32807,16460,21162,25220,41664
+,34971,19105,31015,45239,44344
-,4974,0,0,0,0
+,1889,21574,30912,15754,35300
-,1466,0,0,0,0
+,12331,37009,3935,47459,20758
-,697,0,0,0,0
-,6841,0,0,0,0
+,28487,26267,40215,12397,5755
+,10934,44305,29795,23211,23919
-,1268,0,0,0,0
+,17664,731,24375,32666,8503
+,44100,41506,32748,16972,38169
-,4304,0,0,0,0
+,13552,8466,5895,39150,27580
+,7044,34968,43776,37597,46834
-,6599,0,0,0,0
-,8049,0,0,0,0
+,48938,25645,39278,49311,34676
+,37544,14027,22359,17056,9015
-,1250,0,0,0,0
+,40285,37525,11863,30882,419
-,6753,0,0,0,0
-,313,0,0,0,0
+,48752,18360,15548,29558,37083
+,30170,37097,8464,15689,44677
+,34333,24738,21985,13807,45366
+,42812,20055,6918,24696,6580
-,3861,0,0,0,0
+,29949,19027,9482,15869,40723
+,18459,16268,27231,19240,6213
+,4967,28648,42995,13856,49694
+,4481,30467,37180,27101,41886
+,24842,27544,48825,5495,16216
+,11814,17608,26603,11942,16880
+,39121,25393,26470,29139,23462
+,46848,30305,38482,24688,42357
+,34654,5437,20954,24305,44155
+,1487,1001,17588,41599,26129
+,15127,42613,46956,41596,20783
-,3543,0,0,0,0
+,30640,27992,29571,29548,25493
+,49928,1376,17377,49519,35739
+,37375,38655,26326,25985,15571
+,13663,22785,5299,21936,19140
+,14960,3053,13825,27773,49770
+,37998,12855,5873,18587,785
+,2019,42075,11388,11909,31482
+,5718,22539,35978,16016,27032
-,5070,0,0,0,0
+,604,2983,15428,4535,10609
+,39330,1689,15854,29358,22637
+,15397,26214,30568,31260,26259
-,7655,0,0,0,0
+,41993,45962,45204,22820,19264
+,24881,9326,44193,5135,18565
+,4677,49984,13797,2352,28541
+,11185,48060,10315,1376,36801
-,9721,0,0,0,0
+,44619,11039,47020,16682,17826
+,41327,31345,35131,21327,4162
+,19648,6832,45868,18278,36494
+,4408,43782,10766,31529,35701
+,42295,2761,46657,41154,15013
+,43644,12879,10247,199,23099
+,21878,5067,40051,33163,44142
+,5360,44454,32086,32133,12
-,7932,0,0,0,0
