OP,A1,A2,A3,A4,A5 
+,35832,21999,10007,49768,37924
+,2885,25083,5663,2363,35464
+,9849,22194,35141,8415,18063
+,31426,49548,3849,41202,15484
+,33065,32090,49763,12728,13690
+,39981,39602,18685,46092,11873
+,33747,20237,19776,36616,48664
+,26070,1744,5110,15974,15431
+,42379,26619,6299,18740,35960
+,7659,1464,31944,3712,21327
+,5361,44459,29157,42191,46077
+,108,6434,44842,29956,36492
+,219,48328,4820,7488,2566
+,35948,28626,24473,45906,16164
+,25988,12453,45939,16850,47161
+,20555,35993,3998,2470,43520
+,7002,37415,8136,9337,44917
+,8789,34362,15155,27656,16363
+,20828,368,40733,18979,2195
-,854,0,0,0,0
+,33332,5993,31699,17922,585
+,20066,36192,22748,24610,31787
+,25584,16695,3517,43699,25168
+,7919,45330,39846,47409,15619
+,36083,15862,44930,32295,37176
+,34504,42846,12960,37232,4072
+,48081,45502,16213,46390,8123
+,42193,9459,38459,41303,42786
+,30183,1363,1144,15471,43602
+,9057,19106,13890,2924,22784
+,15077,48320,23386,7461,95
-,200,0,0,0,0
+,26490,13719,41156,43585,1591
+,12817,36123,12523,49449,18269
+,4524,22971,6988,46726,25612
+,39914,46639,35193,44954,44081
+,7175,46437,9157,28727,29282
+,31909,24269,40061,21748,25835
+,49967,32493,29937,5358,42612
+,45753,20522,49113,24874,43964
-,389,0,0,0,0
+,43776,2194,13432,43588,19597
+,42620,41834,3067,20823,15625
+,37101,16330,26411,10745,46217
+,33976,18464,14831,43670,20612
+,39273,28180,13203,16873,44221
+,4648,43261,42694,48187,25938
+,2062,1926,29328,40999,34663
+,2808,47293,26689,19968,37921
+,16174,23656,37988,17377,27755
+,3146,39690,33588,6652,6937
+,36348,25070,18019,4840,9500
+,6885,39477,18040,18957,39620
+,28192,18180,21850,13277,48029
+,5084,10394,29784,16818,10576
+,41334,31130,16391,37504,34692
+,41495,36886,16692,24,47327
+,29211,38288,47515,21570,13827
+,13660,47607,43164,14140,26042
+,14208,34232,44266,18888,30794
+,6549,23029,31433,42421,29149
-,785,0,0,0,0
+,875,28377,11252,3676,21582
+,29500,14485,3708,46989,3841
+,26118,40416,41697,31736,9634
+,38546,19540,19789,23154,40020
+,21888,20253,14554,11665,24367
+,49937,24864,34392,6119,1834
+,848,24765,47448,10079,28078
+,42218,15216,24756,17719,38271
+,26551,45949,1934,39463,10172
+,6226,32202,37374,13243,32383
+,42133,43780,44106,32328,6601
+,10850,26352,37504,31375,13250
+,11352,23005,23486,12342,43265
+,8968,14992,2420,24752,28065
+,42815,23438,46556,44304,32819
+,43473,29997,114,30571,40623
+,22434,44263,8005,28107,22657
+,32856,23124,22707,13572,48688
+,46134,32933,5956,7484,12218
+,30285,31629,26082,47452,32600
+,20155,12303,1904,38268,30572
+,20859,19921,8575,2802,34419
+,28114,23280,18652,7587,7242
+,15185,18746,18646,20714,17514
+,2695,44351,20910,3560,13495
+,8357,40457,41677,5434,38719
+,24781,25499,13625,25849,40806
+,11542,19544,7807,37948,45734
+,19386,48289,18854,14703,20010
+,4449,22015,17590,28233,44375
+,17981,27211,25244,32438,23729
+,5137,9486,44942,30301,47843
+,7193,34919,5706,20496,27656
+,10055,47371,3768,41862,43493
+,36768,15476,20858,42127,18300
+,11127,22986,27448,1300,16091
+,39107,5529,41546,45693,35409
+,46930,147,6938,17472,22289
+,12621,29930,4907,32431,23297
+,38914,49494,12231,30051,40775
+,44069,8826,7652,49508,12183
+,30153,11084,30504,23563,3470
+,41867,40133,21072,29093,16092
+,29736,16583,41176,37789,21184
+,9091,31933,4014,11718,40396
+,19104,4009,25173,10318,39394
+,27547,14874,6910,41087,38087
+,45752,39496,13153,28899,49357
+,7395,40242,18313,34427,38892
+,16559,12890,12662,13275,42483
+,38773,38533,46176,17398,40422
+,38138,11103,41635,32495,48623
+,13505,33975,32015,46199,9410
+,20351,21985,2754,1719,27286
+,15362,15271,9340,32420,41295
+,645,9441,3193,36671,36146
+,34644,35425,46458,35957,9112
+,15289,19590,13290,24541,48008
+,45679,40238,33892,3059,5243
+,47620,4465,42646,28347,44097
+,36570,4423,43321,43372,36424
+,26597,19629,2788,31251,6049
+,43425,24892,17631,63,35320
+,14494,30522,35956,47190,47478
+,5349,40280,30125,46682,2719
+,24183,45762,37737,32747,42423
+,1779,43430,18090,48552,12392
+,31080,30067,22093,8504,2859
+,16810,33087,12898,4049,29757
+,5043,40335,5384,11565,16924
+,47735,19384,1682,22355,23120
+,35423,19787,33447,36483,3611
+,8000,28928,26317,15643,21814
+,24836,23656,37778,19216,43977
+,19907,6482,30530,15532,28901
+,7982,20822,20518,27890,28326
+,1315,10711,33965,40980,7228
+,41627,23579,13486,18023,22766
+,25605,45962,43708,49749,2167
+,29240,27415,19106,34144,34329
+,47159,49549,1254,24110,16565
+,14488,46412,10705,35922,34647
+,38655,33937,15862,18018,11328
+,41515,28144,43626,31997,3140
+,48060,39246,36079,33404,10553
+,7100,1639,25671,24087,12545
+,47358,14583,32704,22849,22644
+,12317,48363,34058,29346,24150
+,7607,1090,29830,30798,31968
+,8111,41052,7972,31614,32509
+,44335,42184,32117,10848,636
+,45530,17199,44649,11203,44855
+,505,6081,19405,14582,25992
+,21411,27432,25614,43671,14524
+,44806,13920,24707,45210,6725
+,27032,36096,33877,44951,41582
+,6174,33868,47914,42838,40333
+,9518,9366,18008,42728,30360
+,8910,44049,1884,49038,9781
+,26135,47003,24208,34541,3782
+,28135,39595,35251,31139,46680
+,26763,4888,22735,7293,16724
+,1817,2004,31560,37677,39427
+,23863,13580,36438,42937,37663
+,45638,15254,41657,26316,6543
+,2490,40274,3711,6366,24280
+,46568,24920,40929,31098,30947
+,19782,1951,2202,13754,27254
+,10439,5082,45160,29546,37943
+,5880,15764,20147,2193,1621
+,47895,29127,4111,3613,37769
+,36206,3274,44075,3771,29317
+,9921,3176,32802,42124,25089
+,45791,1950,36808,6900,8686
+,36341,15712,4865,37367,5367
+,40984,23126,43014,29054,7405
+,24006,41720,4657,9996,16294
+,18159,37644,5232,27881,7432
+,31798,15891,20130,40600,33501
+,31914,12806,27636,14899,10316
+,1660,25768,23280,35173,11085
+,8464,44847,14026,3632,34751
+,35483,35498,40960,589,39286
+,49624,7042,33416,45168,9168
+,31351,36851,355,37923,16228
+,26968,19945,32473,49674,48982
+,17283,3927,47791,1612,23864
+,11274,40366,41659,47012,33232
+,48758,11363,4515,31639,32395
+,34726,32778,28049,32883,3887
+,26672,44529,5773,17687,48282
+,12398,2463,24733,33480,491
+,34602,1876,49557,30885,32709
+,7042,3161,47735,49382,27709
+,2154,10210,4428,31380,14855
+,12611,7315,22361,42463,2921
+,16149,45508,9261,45411,17616
+,9454,46960,15018,42160,40787
+,23880,43811,45372,41535,19778
+,5671,11792,29239,14078,48259
+,30697,49646,13943,17697,26523
+,29639,11084,33935,5985,45529
+,18383,45868,24497,19859,39910
+,46890,15559,33575,41857,25875
+,7718,41861,5669,26243,49115
+,9676,12860,24998,1387,11228
-,225,0,0,0,0
+,24952,27818,4404,1888,42253
+,37814,25360,22153,16116,31445
+,15419,43887,25875,32099,46000
+,39547,48522,25356,27939,32258
+,13617,3856,21001,48769,10921
+,4290,15049,38278,3253,26659
+,23495,29667,2545,14019,23186
+,6529,4270,2886,16792,29045
+,29853,16493,37466,179,16587
+,27521,40140,7677,34252,47879
+,33507,730,34104,38163,19172
+,16819,34669,31075,45438,38132
+,29392,36541,1691,15902,39420
+,27879,21058,38793,28504,2361
+,27095,29710,12678,13832,2750
+,27503,11809,6010,16561,18842
+,44947,46182,44469,11607,32756
+,28098,12067,10078,41834,39565
+,40898,45010,8683,20213,21270
+,24303,35969,37068,16188,40000
+,11411,28957,21114,32425,5857
+,1528,40871,12620,9189,48471
+,38234,25403,40243,36477,38697
+,21006,24452,40907,23221,26243
+,4299,10149,28885,8348,41026
+,23595,26886,20304,19216,27200
+,35427,34241,17694,42809,33045
+,21024,40528,49992,23854,20404
+,11186,23250,32995,41497,23608
+,31693,31848,6590,3250,28900
+,5329,22570,48919,31757,22654
+,24993,6630,45082,866,34724
+,28222,28071,16039,28551,16601
+,47250,12976,8445,33879,15045
+,45060,1484,25113,48739,7985
+,46113,1495,7880,12516,45309
+,49426,25332,49593,40192,15801
+,31005,34374,46320,43342,4280
+,3814,20047,12309,25692,16936
+,23378,41828,35391,6276,20624
+,12443,42036,49545,16947,34925
+,35085,47,9615,36233,48068
+,30933,22791,15576,19100,30716
+,45109,45856,39305,34356,5766
+,11804,37733,48774,13731,28699
+,38829,7018,2763,18098,24130
+,44465,19851,9071,1660,28498
+,16184,45859,10480,6945,8143
+,41286,30684,19905,9236,42287
+,6832,48322,1144,13371,43314
+,25790,1428,47178,32452,22476
+,14372,47887,40896,35185,8014
+,18842,44529,14632,35763,15601
+,35856,25055,23733,11879,46958
+,27675,3666,4030,20831,1095
+,22372,34111,46803,8782,27150
+,4439,2271,16534,21046,4418
+,45208,34266,685,21774,25838
+,19781,12112,14256,5283,9489
+,16991,34785,24919,15258,47561
+,43866,3118,20284,33497,20245
+,11415,39803,25894,26634,38460
+,48142,48160,2601,12346,30629
+,31163,30333,13597,19186,25752
+,32587,29867,31539,37204,49194
+,49259,48139,5221,28148,24265
+,7776,33539,41826,36555,17645
+,23443,36350,39538,8127,1703
+,8844,15976,33339,8038,35277
+,31852,43048,25274,11454,1016
+,13094,7965,32163,47482,16087
+,16263,25091,13448,44914,5877
+,13101,39660,35486,20880,36695
+,26963,24391,26949,16804,46383
+,16287,29050,22753,7203,33120
+,27816,21752,4438,15093,46422
-,373,0,0,0,0
+,37295,32796,47256,41095,39236
+,26912,47479,32900,7011,2242
+,2920,9502,30833,14410,37741
+,24084,32641,42310,15118,382
+,28735,43115,15156,42596,29
+,6911,42875,30386,40517,43899
+,16654,21831,18205,35912,14760
+,4369,2514,35196,39550,10278
+,27830,16018,19139,10070,45933
+,28896,110,6383,31004,43390
+,3665,28544,24141,40840,26782
+,27131,49836,11406,17377,32710
+,2810,7236,327,32177,3152
+,46988,45343,8664,26317,46781
+,7578,39524,31406,47745,31530
+,21044,17324,48063,11277,44293
+,18613,40031,11903,49763,48783
+,44030,5096,27603,39479,23079
+,9862,21536,34771,11467,9175
+,22960,22366,15697,43922,15840
+,18251,39656,39553,24916,38547
+,46897,26440,18840,27680,45456
+,38711,8640,45552,32962,47145
+,48887,23890,33105,80,3348
+,39999,45392,23110,38925,36291
+,9000,14089,4409,40126,165
+,48463,30671,40144,5267,3398
+,31359,28315,46412,35960,35472
+,35588,46668,12990,3361,35746
+,4684,22940,27789,23752,43589
+,40732,8295,27014,12485,36089
+,7754,13371,25777,15063,3791
+,10822,9017,46990,25782,48927
+,43945,13773,29596,4140,35854
+,6604,18984,44691,45710,24716
+,19180,38590,6640,42965,8855
-,13,0,0,0,0
+,46713,3691,36773,5778,49941
+,850,39594,37242,48426,6714
+,30805,22347,5247,4001,21522
+,6042,32494,3372,41686,2179
+,45675,10576,463,2684,23107
+,8177,19663,40530,39903,9343
+,1080,15939,18748,9001,48592
+,5657,25426,1730,29386,22526
+,18373,49161,28324,33958,37232
+,33973,46834,35130,10164,31629
+,31837,43363,11102,41333,3414
+,30148,17229,31785,5354,19782
+,10520,41723,4302,41314,2276
+,7772,7606,30392,36512,4899
+,5264,45750,14015,5401,12636
+,992,31329,34871,33050,36673
+,14907,4745,15174,38405,24853
+,26028,48955,18330,16636,24254
+,36678,24912,17741,6925,44426
+,3170,35014,49641,18343,14354
+,30449,40746,16008,17768,11890
+,24149,2243,22186,17077,49923
+,32612,34221,33432,23997,22704
+,696,27273,22280,40922,37711
+,1212,3702,38173,16752,20269
+,42035,25141,30091,17225,48061
+,22869,44436,47758,29689,32436
+,47177,27003,19954,9833,18152
+,5757,9902,1803,47392,2786
+,29910,11070,23695,46767,41223
+,26644,35271,9127,33755,13678
+,6945,46571,8875,16085,37399
+,14261,32505,42984,15764,23955
+,30224,907,10440,24670,6049
+,23258,11895,9250,31497,8261
+,15816,11453,38835,22941,7413
+,30795,15373,45502,13612,7419
+,389,12314,34763,42976,23355
+,47349,20499,30529,41596,6645
+,15263,31381,7402,17873,33759
+,1350,14099,25215,4269,10690
+,43164,21031,21204,19751,36141
+,20643,17266,26339,16433,20518
+,19393,37701,18468,47322,4823
+,42710,34015,18898,35839,7880
+,11296,13968,41397,23984,44082
+,40795,32926,38100,278,34746
+,10074,19463,10926,5424,24679
+,9341,20539,4559,36140,22094
+,41134,31939,13962,36202,6364
+,15769,19451,12695,21014,11305
+,45885,25985,19579,48389,38920
+,9448,21804,34525,3602,7248
+,26439,19833,11566,7271,10056
+,160,30861,8645,19230,14907
+,24843,8634,15915,19219,29083
+,33624,14792,39100,5584,24199
+,16399,12548,47887,25712,16008
+,9743,27038,10311,7088,24435
+,43823,23041,39015,27607,42553
+,11713,5591,23949,28026,46206
+,33987,43402,30742,18008,8809
+,25888,42091,14279,36834,40065
+,10280,46206,20957,90,45712
+,38573,47441,21431,49284,24396
+,38695,38525,16613,43876,12758
+,13723,21381,32569,24794,5159
+,8878,2159,36778,15046,38824
+,36061,48973,33574,32550,48202
+,21372,9846,11136,23321,47525
+,39533,19282,47382,40192,23223
+,44929,41186,41596,13849,7588
+,35414,25511,5181,20316,24260
+,39402,21994,35635,1760,45639
+,41765,13313,7742,9431,24679
+,45705,37308,37704,48179,6038
+,47543,4681,19442,29357,49504
+,47069,21880,49590,49683,31723
+,4799,35929,30324,21777,41352
+,31937,32217,39909,14976,3222
+,46777,32223,5975,16882,5538
+,1207,5905,7765,38541,42989
+,14739,46278,25976,2500,17833
+,49951,5551,37743,42875,33844
+,7895,22250,5383,4438,4972
+,49516,6769,41400,28058,19894
+,25672,39068,3187,13285,47125
+,45308,19131,24471,4577,4044
+,22076,740,43620,44721,32238
+,8779,8671,2523,9903,3029
+,39319,22548,14969,26829,36784
+,19816,32002,14121,27787,9164
+,33224,1774,7024,16633,11836
+,43232,12535,40686,40377,322
+,25566,24844,47417,10338,11423
+,26243,10737,46272,21226,5003
+,21041,3133,18949,14020,31655
+,24761,7030,24819,285,49667
+,22222,17036,31905,8532,44169
+,9273,34241,21073,23391,23656
+,47776,38146,41805,15250,16092
+,4700,22752,10455,24064,45853
+,37017,13822,23369,40283,43630
+,106,40206,19097,49444,16033
+,3866,9270,31650,31535,29699
+,35670,31417,12759,17996,9651
+,22240,24202,5139,1144,15848
+,19116,3569,5514,30791,20378
+,39997,35277,22405,37403,18588
+,20372,31160,17618,27634,21723
+,29552,24368,44592,19106,11543
+,46609,1792,27703,33932,2246
+,35636,8927,24234,22933,36737
+,25524,7338,35949,7244,19209
+,26109,12007,2625,13813,37189
+,17007,45935,44017,30234,3763
+,49095,8522,8832,11910,15365
+,24614,21941,43034,10339,15997
+,19054,38609,13222,25053,49266
+,36639,43617,8784,1045,21055
+,20224,22568,823,3936,12247
+,8043,18038,24358,14137,8417
+,27561,11475,40142,14412,30827
+,3401,45991,14457,3695,1113
+,42747,42653,3329,6349,26575
+,201,20377,11041,45663,25549
+,46332,14173,838,6170,15751
+,12566,20613,40904,20051,17275
+,28331,43081,31106,32895,41640
-,515,0,0,0,0
+,43810,18607,47781,42070,37095
+,15450,44332,35909,42457,42179
+,46421,40370,16437,48081,29490
+,13664,38112,11996,48657,22422
+,13255,5436,31960,9893,27998
+,5358,32298,30033,23453,14286
+,32404,46584,48925,22904,21320
-,704,0,0,0,0
+,1306,43281,35104,48902,11024
+,11701,41831,4766,16165,26878
+,28281,14578,9655,37322,25037
+,40951,44268,10829,31709,16884
+,41240,13353,38218,49517,33951
+,938,40465,23910,44243,36404
+,31079,691,25789,14891,11765
+,38173,13750,48293,28678,7077
+,34837,36478,35800,40564,26643
+,44117,45513,17903,34773,42678
+,8315,21920,19747,32019,5330
+,26826,33565,27856,2056,36790
+,27763,968,17283,40579,45384
+,22623,48541,45951,17917,30571
+,13089,32912,18438,15801,6235
+,8839,15772,30712,26733,27621
+,20459,7790,12517,23893,21454
+,10794,46904,28454,13580,46634
+,43986,24248,320,1297,14079
+,41257,20113,15967,35395,15318
+,6503,42081,12035,35095,29949
+,24737,35706,1483,49391,5080
+,32603,29746,28537,11885,45578
+,13448,19205,27911,4831,22811
+,18672,49341,24951,21337,14697
+,4048,19642,12522,9908,46098
+,27494,24046,35402,47167,34537
+,40146,18195,17201,5889,27375
+,37629,7833,40979,23394,19425
+,33505,10442,15575,14306,41178
+,48943,1773,19360,3931,33716
-,203,0,0,0,0
+,28128,30480,31056,7305,25051
+,20447,20841,13065,49770,18730
+,14557,4359,46723,17013,27498
+,45772,31035,1028,13427,42405
+,45693,30897,18077,36816,34518
+,45234,12207,1253,35195,8078
+,250,26443,30245,30741,49175
+,3921,11667,30659,43995,6483
+,13770,13164,48627,45015,21182
+,38813,45240,37518,30830,22736
+,3095,5832,48357,18660,34603
-,798,0,0,0,0
+,26696,34966,27164,46009,2471
+,9196,31036,45470,5792,20811
+,34475,21953,29952,5742,8588
+,19854,26476,11807,8294,34851
+,34369,21364,11135,13706,16412
+,28473,17094,14284,21848,3125
+,43626,30275,35143,32091,40359
+,45394,34491,12289,26608,47162
+,32957,45468,27005,14,28084
+,9537,20083,5293,38051,47910
+,9429,20407,46263,3518,18064
+,45448,1304,12419,28279,27320
+,37459,35721,35865,42063,7167
+,41751,46688,42686,6163,21283
+,10709,35921,15069,9904,12041
+,33690,12533,1647,8657,22648
+,2028,6851,20155,35831,1130
+,38295,8521,29290,21653,25453
+,49893,26343,10995,27332,9693
+,36455,3112,19169,11495,2217
+,2689,46535,31490,32991,41919
+,29773,12769,8878,27167,1963
+,18013,46252,44517,33672,31859
+,30188,34013,6723,1206,37620
-,470,0,0,0,0
+,46738,44805,77,17960,1910
+,47027,3018,15603,489,4491
+,31089,22858,28974,30336,42468
+,23328,2292,49962,16837,684
+,26305,876,9238,41161,36934
+,20915,26755,39488,12555,41902
+,46537,44417,7578,44426,28577
+,45831,34929,20924,39561,17329
+,49390,24110,46161,33023,13960
-,696,0,0,0,0
+,23008,1076,13750,36554,13279
+,23100,40483,24362,19655,2890
+,43253,27938,19039,9684,2234
+,16526,14566,2737,1562,44498
+,68,28461,42878,25942,28492
+,24240,14711,9667,12654,3183
+,17775,10831,39031,27006,31657
+,40173,42935,18710,45465,17037
+,34740,4454,37982,23692,35332
+,1748,14627,44666,20668,33606
+,41467,38029,25383,27443,12461
+,46491,34479,31691,45296,32561
+,46512,268,37382,15326,23965
+,8298,34695,10794,21539,23197
+,34977,30239,28670,21377,29539
+,5842,31948,12363,6803,2593
+,28636,17222,27743,4448,24130
+,26550,39197,30140,25652,36799
+,26394,17658,38380,24387,17295
+,17372,18979,18042,22242,12702
+,384,36067,4132,15139,9996
+,3215,10267,48491,16750,23349
+,5266,38637,15981,29858,1693
+,38631,17584,3911,18758,15000
+,34438,11628,1928,14449,46790
+,13731,37577,22577,42459,26335
+,11935,48476,39377,33289,910
+,43513,12238,34737,3132,44589
+,18596,36003,23885,21905,15392
+,43829,12939,23716,47335,26530
+,41040,49031,45447,35543,45958
+,49528,650,41933,22917,16230
+,30115,12330,4128,10303,40138
+,6762,17210,48860,29842,48289
+,20463,44981,26086,21128,24062
+,25911,27091,18741,46444,6333
+,26583,1973,36525,22474,6235
+,29532,20812,42853,20354,16044
+,39888,45502,2197,37657,34613
+,39139,46971,29522,32607,42497
+,10236,2837,49618,6160,20369
+,14967,49283,49611,2329,12529
+,12339,5971,25255,39297,203
+,30484,31799,10723,34960,21967
+,8342,14755,10474,42927,15261
+,34959,16188,49042,22474,29796
+,42454,38884,49679,32007,26504
+,39061,48959,49075,44591,43798
+,16049,23898,35158,10798,18672
+,5749,17483,2311,18848,18016
+,6113,1885,27930,11457,48974
+,45054,6279,2817,9694,31647
+,5542,1917,7432,28736,3251
+,4044,19848,36990,24719,31232
+,45196,40111,40259,38327,42692
+,31526,36444,19932,11294,19117
+,13397,21322,11422,23280,36518
+,33348,40631,27401,38659,44006
+,9512,10280,16421,24224,36333
+,20088,25948,13843,37809,8443
+,32904,19447,11623,3474,17564
+,31468,45278,1934,22439,47550
+,6877,45391,15400,26469,23312
+,20793,25866,31083,17913,21867
+,37765,19482,23344,35237,15797
+,27574,27353,13649,43654,6000
+,33420,31259,38341,38693,14775
+,32575,22115,16474,7242,22283
+,26110,10824,20512,4277,23317
+,9922,32696,6726,46934,38780
+,13053,11339,33523,5297,34705
+,38723,30146,40178,5367,42443
+,23788,22981,17706,6711,44932
+,39338,12617,24121,47787,41873
+,26843,2624,44161,35420,22899
+,16635,21787,25423,32869,43373
+,46778,18588,27870,25660,37350
+,43274,28532,13509,45004,7599
+,32725,11819,9828,35744,3951
+,9768,31934,3352,39496,44909
+,44514,13415,494,31081,14906
+,840,30524,13845,13294,9576
+,18906,43156,3606,2545,44668
+,21378,31695,3418,11001,43276
+,32852,25993,36643,43191,38576
+,45233,28015,9895,33909,27706
+,10896,38142,3029,19607,39324
+,43618,199,3201,48131,15485
+,34766,26221,10777,20286,1273
-,442,0,0,0,0
+,49832,49942,25142,35198,4326
+,21819,29467,41169,5384,18340
+,34374,26449,23832,46534,24611
+,48567,31613,26202,41929,22947
+,33397,14963,27010,9814,49857
+,38498,10413,21762,21094,38411
-,754,0,0,0,0
+,24067,8449,41694,3779,21776
+,24288,4256,9489,2954,22365
+,27620,40694,14903,49129,32509
+,15929,30720,6311,3049,26265
+,5513,42751,8963,21574,48247
+,22411,45345,40324,20557,20874
+,21913,46400,30898,25675,43784
-,967,0,0,0,0
+,43708,8960,5519,28865,21005
+,25602,46193,7075,22007,688
+,41824,26086,46086,32337,2636
+,20612,43290,8954,5675,11009
+,4856,28221,39032,41431,837
+,42060,31079,2691,8359,26597
+,21466,22127,49325,41247,32647
+,14415,11065,33946,2029,37584
+,34746,36790,18807,39094,1293
+,30301,21319,9509,20353,34380
+,18100,8471,42129,31182,21173
+,12350,7774,47417,17180,34999
+,23433,41068,30069,38528,17054
+,154,13597,25259,29146,2487
+,46217,17495,6357,20429,22706
+,10417,11774,17574,1575,34624
+,10484,27430,25300,13542,2374
+,41376,23007,42425,49577,37286
+,45631,21368,20216,16355,11419
+,42171,24034,6391,27517,29718
+,40480,49822,42852,44958,12384
+,47789,38475,43678,26929,42124
+,34439,5666,34185,45333,30242
+,32080,36663,11687,5104,31895
+,14230,186,44093,16143,31650
+,46095,43625,34684,40192,24006
+,19421,37929,39063,47285,40345
+,47546,16009,31429,45535,44941
+,15064,17445,7230,4296,20765
+,653,48120,9371,1316,48150
+,29142,21840,3178,45802,16989
+,7106,28819,3863,13184,23086
+,18896,43044,18406,39029,2956
+,10788,14463,5431,45606,39387
+,49586,16996,19182,13362,15747
+,117,47784,13573,40920,45069
+,41074,33981,28619,24657,21135
+,4982,13732,35973,44429,32342
+,47282,5591,3143,23404,44392
+,17489,5413,41948,42999,17880
+,596,45076,35827,15033,22575
+,32474,12013,1230,12834,15445
+,23287,4425,45845,39544,48555
+,14489,6322,38209,19057,5379
+,19648,1039,4058,18459,46666
+,16639,42482,10073,10597,6496
+,26770,32444,16369,18557,31209
+,6294,235,9831,45589,3853
+,9371,4009,998,15642,48760
+,13757,9449,34633,8930,12010
+,10895,21692,33687,38330,13822
+,5302,14335,35851,46553,43745
+,5171,27357,9116,27875,20152
+,45104,30430,24856,17356,29761
+,36244,1878,24303,11320,2723
+,16077,37769,19413,15924,32946
+,12894,6722,42565,34039,3165
+,16523,1729,8106,11078,44376
+,40761,43527,31755,14744,14852
+,45391,26184,40562,6538,7848
+,12063,20372,44207,4319,31517
+,38016,17218,4481,19560,17763
+,14362,1977,43762,28640,10661
+,45789,23769,48835,7827,32639
+,45413,13973,30648,43170,13061
+,13493,35695,22073,18231,18139
+,35551,2569,11706,34062,46870
+,1292,39930,36267,13660,13131
+,1632,19110,16047,10014,37814
+,31443,38523,40467,37424,13398
+,14120,13961,29138,1399,14837
+,19314,24365,16219,44419,11401
+,28721,4440,33852,15872,49983
+,37884,43595,30407,44613,32327
+,38690,38519,26725,3302,25754
+,449,19445,31318,8126,41945
+,17373,46215,23050,37558,7932
+,47132,25106,17508,15418,36436
+,23231,49786,8276,22815,14589
+,13223,14206,22859,15503,36424
+,33618,18402,44682,45372,32029
+,46700,15466,19208,8797,30994
+,24475,586,42772,43754,26294
-,41,0,0,0,0
+,18364,2161,17269,30651,23965
+,19770,19592,27223,41658,22321
+,1468,1051,14206,10789,25141
+,16702,17918,37587,16786,18622
+,11474,13505,17284,42277,46454
+,19928,49077,35619,42869,45608
+,38862,4744,2197,39788,15640
+,2153,39271,11937,3378,35807
+,8882,33143,36723,45578,40508
+,32316,16295,35652,19298,11680
+,18872,6565,20929,26380,2382
+,18236,45975,22225,5606,1387
+,45582,18176,12059,17947,22724
+,21917,1531,34269,12670,46410
+,36267,2464,18241,6528,22531
+,32427,45982,14566,47443,35209
+,48419,40599,5701,23782,13652
+,12838,29284,46539,29559,47104
+,27009,16324,31750,14919,22421
+,11256,39958,12719,14743,24519
+,40320,26576,9494,6306,29783
+,42776,47577,13102,16241,2800
+,29716,2546,29924,2372,28832
+,47296,32204,7182,22133,6817
+,34546,13442,16706,36892,41757
+,47703,6382,47463,16598,35411
+,18428,27868,26402,9532,45284
+,273,27308,25540,34310,15371
+,15451,14395,21412,49457,11752
+,39782,46033,35249,27622,25754
+,26154,15482,45409,41136,39116
+,38633,3957,4110,17421,34664
+,44436,36465,41425,33885,47171
+,22807,40634,40075,39197,16161
+,24264,34525,7088,16936,42561
+,38099,18204,28778,599,42119
+,46444,6871,29362,46945,10833
+,2348,35129,6969,49715,33933
+,33804,48522,48104,24195,42660
+,43372,11477,47292,41045,27755
+,31625,10419,14995,49520,16712
+,2998,7141,43227,31526,40325
+,19632,19240,10819,43319,8080
+,19142,6078,34658,11842,4174
+,13633,36308,44962,48669,37573
+,5551,1620,30951,31566,9450
+,14985,13931,32972,36717,4745
+,4584,43854,40881,12341,37089
+,32001,8325,32912,22873,30507
+,44927,46502,29628,23223,38634
+,6545,49448,36997,14287,45269
+,18744,43898,4935,11499,12412
+,44725,41563,13422,8057,1549
+,2102,32472,7681,31883,30371
+,16786,17333,15151,23476,23042
+,15221,48292,31096,5954,11218
+,29916,43468,380,8792,48011
+,13,2308,44072,29536,5339
+,8124,41553,10165,39071,8554
+,28177,34876,4235,12574,27023
+,48143,17684,25760,28259,6936
+,38834,12010,43484,37745,4049
+,40814,13447,31510,41378,34503
+,29994,32398,20249,33660,47860
-,751,0,0,0,0
+,40085,35411,38836,14874,5940
+,28451,38381,30835,12475,19188
+,34926,4151,25482,25658,213
+,40800,9731,25276,46849,32684
+,5208,46562,12911,3124,9591
+,4615,7605,26495,46048,38617
+,9531,5958,26600,36726,27707
+,45183,7612,8713,34338,46164
+,23355,39820,35011,10086,9513
+,3484,19836,40875,15644,2365
+,19106,4921,11947,42991,20196
+,4836,46506,35676,19217,27158
-,71,0,0,0,0
+,45300,13230,32086,28522,38604
+,44307,29175,36495,25133,22859
+,40596,25954,1710,19428,27623
+,4312,37507,8674,21715,20733
+,36105,314,41049,6536,31468
+,31915,16325,12037,21307,41330
+,38134,11539,34632,36656,22863
+,21322,28441,21776,15973,31111
+,3360,40481,39465,15721,27588
+,35735,17866,1134,9815,13586
+,29267,33973,17069,4888,24622
+,7783,2221,43672,37263,18851
+,6112,49704,17810,31286,10747
+,46102,39987,48092,10068,28904
+,44351,1189,8438,27300,9911
+,18328,5785,4178,36216,22011
+,23263,29238,23712,3568,18851
+,38084,42251,42667,37834,22684
+,39331,31324,49938,13080,15575
+,46963,29111,14047,1861,42944
+,31731,7904,15295,4653,5632
+,11969,43168,10956,316,36059
+,42149,43809,40802,41938,37477
+,46543,8147,46516,25383,30408
+,27063,162,12034,41434,19320
