OP,A1,A2,A3,A4,A5 
+,9751,20422,23551,31043,42134
+,43658,3258,44104,32496,7104
-,1749,0,0,0,0
-,3519,0,0,0,0
+,26784,44433,38653,45225,4923
+,5433,8684,12205,27492,35320
+,21057,38854,1249,19335,17172
-,12064,0,0,0,0
-,11959,0,0,0,0
-,10298,0,0,0,0
-,18755,0,0,0,0
+,12803,41389,13272,46434,658
-,7502,0,0,0,0
+,25956,27329,44576,7409,1693
+,36011,3031,19476,42192,31861
+,15067,47023,18119,43332,25644
-,9221,0,0,0,0
-,9985,0,0,0,0
+,5398,43133,15595,17288,1464
+,6447,23575,16429,11829,19412
+,4688,47729,20813,8017,39436
+,40431,15197,42971,1922,41989
-,6369,0,0,0,0
+,21860,32286,16291,47224,20464
+,6084,47686,40134,49555,35070
+,19260,20816,40234,8729,23553
+,45053,17715,20976,27729,14332
+,9200,2897,23604,25085,48391
+,32511,18577,33378,37673,19942
-,10451,0,0,0,0
-,19103,0,0,0,0
-,12052,0,0,0,0
-,8661,0,0,0,0
+,36455,4244,15896,47165,10100
+,5372,7269,2261,36130,38078
+,9937,43553,28117,41313,21218
-,684,0,0,0,0
+,31698,21843,45103,4919,37669
+,9377,36699,44884,16841,18839
+,35700,14540,36758,28801,18700
+,42334,1752,27023,21449,32297
-,6748,0,0,0,0
+,1469,40517,16005,6859,20173
-,14539,0,0,0,0
+,33838,33848,5468,48913,15520
-,6544,0,0,0,0
+,44129,47773,5840,38150,35627
+,4683,36778,28282,19715,39303
+,41032,44887,13587,2979,29169
+,18527,24666,9773,24852,33465
+,35787,34288,34772,23347,14579
+,28495,20837,7287,38502,18945
+,983,33013,41328,35871,3900
-,17621,0,0,0,0
+,34088,6531,42164,1013,6645
+,343,19031,35648,2868,5954
-,11378,0,0,0,0
+,46644,35549,1530,11152,9157
+,1694,48545,2157,35957,28920
+,21767,30909,43088,35437,9442
+,30710,3995,23711,32109,46736
+,27559,8018,14627,42376,30712
+,29920,4564,40492,1214,26273
-,19048,0,0,0,0
-,9506,0,0,0,0
+,19869,8525,23349,31350,30718
+,40618,21566,17133,23282,37607
+,6974,18868,27494,32720,37378
+,5925,4346,42262,8899,49961
+,3307,44824,14671,32686,39976
-,12201,0,0,0,0
+,22312,23422,37790,27811,6937
+,30379,45180,11421,37063,40614
+,46090,28322,46965,21302,44722
-,9760,0,0,0,0
+,11448,16670,26473,45664,16712
-,12794,0,0,0,0
-,19038,0,0,0,0
+,4126,42448,25492,41023,47650
+,37480,38985,24136,32510,8736
+,36214,9344,4444,23213,20707
+,16813,36247,21035,22855,43007
+,17841,16339,40410,27961,2622
-,8572,0,0,0,0
-,17167,0,0,0,0
+,20074,18118,48532,650,10014
-,10512,0,0,0,0
+,34177,42169,38970,41873,14841
+,12398,18906,18391,23215,35043
+,4021,956,33081,13356,20737
-,114,0,0,0,0
-,17212,0,0,0,0
-,18287,0,0,0,0
+,23984,16141,8070,31743,49736
+,47483,31038,22414,25726,42329
+,13695,30182,477,32018,22139
+,29500,3369,10495,12042,43343
+,11279,4869,18240,8143,21294
+,10196,19120,15402,26233,10626
+,6235,38001,14303,37945,29439
-,14579,0,0,0,0
+,4309,19933,23663,2179,32634
+,6870,24978,49874,9331,12396
+,35224,42220,35795,16918,42806
+,34949,28859,19731,21260,49889
+,25584,34077,14686,44036,24946
+,49250,35567,29501,28705,24282
+,30292,13437,10993,14380,40796
-,4298,0,0,0,0
+,42601,32059,47390,692,18171
+,32734,38736,42855,36229,43092
+,26513,14721,15003,43987,8253
+,8249,48548,30068,5161,37788
+,9960,20825,16177,40245,17980
+,20890,24292,3686,1632,32493
+,38073,19344,1974,23528,39456
+,7812,25009,46832,26700,27659
+,23095,24538,28143,34132,35793
+,25751,15685,6394,33345,46052
+,3834,38379,14946,19985,925
+,16792,28118,21800,46253,25070
-,16073,0,0,0,0
+,6811,10821,17049,18064,31165
-,10645,0,0,0,0
+,28286,15635,26360,13773,34893
-,5394,0,0,0,0
-,2774,0,0,0,0
-,8856,0,0,0,0
+,7538,43663,43946,27441,34684
+,22294,31707,44316,24137,38002
+,13955,38244,29409,24593,45639
+,49188,42257,15903,42308,557
+,35674,1012,35449,23844,12081
+,33644,24953,26890,19890,8702
+,25562,4939,25433,26712,1635
-,3265,0,0,0,0
-,9926,0,0,0,0
-,9009,0,0,0,0
+,44801,39902,3210,48181,42032
+,2814,5987,24759,1042,49217
-,11810,0,0,0,0
+,13738,29872,20304,18802,5306
+,21618,43370,45782,37576,4115
+,28710,33951,29970,20425,48446
+,43624,46720,28648,2187,14514
-,8748,0,0,0,0
+,1437,24955,17185,23723,41463
+,31361,8417,19366,12,2230
-,7133,0,0,0,0
+,2739,36702,27759,42274,4646
-,17526,0,0,0,0
+,28919,29016,24384,1045,32108
+,27929,23098,29057,14310,48419
+,37190,43043,29481,35976,40648
-,103,0,0,0,0
+,26235,22890,48703,42391,5463
+,17575,8012,16918,43,5615
+,19959,17068,33738,9126,41724
+,22143,29607,20637,21824,9918
+,4205,15360,34996,34136,36337
+,49227,20255,14652,11733,12692
-,773,0,0,0,0
+,12881,24897,25716,46182,34007
+,27226,10047,20668,18154,11127
+,42335,39855,1647,31172,6754
+,38241,38886,7036,85,7571
-,3790,0,0,0,0
+,21803,36134,24542,18609,657
+,1515,17344,258,11536,18406
+,28076,10378,39227,19287,25441
+,40835,29993,24998,21518,24674
-,3297,0,0,0,0
+,13009,2192,32444,16871,18176
+,6585,24928,24998,16231,29915
+,33212,31202,26709,10645,24819
+,9512,27562,32210,2369,25071
+,495,47670,33563,23859,13711
+,43829,36814,35509,25911,1562
+,9918,16794,36214,16111,17917
+,1301,8013,19510,27414,13503
+,33018,48696,20136,1219,38137
+,29302,28780,4504,49213,37892
-,7229,0,0,0,0
+,36276,47843,49510,23467,23180
-,11894,0,0,0,0
-,10586,0,0,0,0
+,1638,42671,45468,26466,16938
+,18684,20601,39380,8243,12349
+,25976,8286,14280,35015,1923
+,25089,5749,13379,22682,14745
-,2386,0,0,0,0
-,489,0,0,0,0
+,42082,24828,7427,28739,28533
-,18879,0,0,0,0
+,46329,26700,33299,25324,39723
+,11117,20024,46709,18512,10502
-,14281,0,0,0,0
-,286,0,0,0,0
-,17489,0,0,0,0
+,17597,49490,35689,4823,20471
+,5829,32113,12765,13731,39191
+,33065,43236,28232,5428,15618
+,49453,1067,43134,13823,37410
+,27829,6018,304,27589,38722
+,8064,30673,776,49152,11778
-,12631,0,0,0,0
+,1077,36800,13021,48846,1055
+,40332,42142,1525,14099,12516
+,41384,30919,26803,26071,34727
-,10175,0,0,0,0
+,24658,14573,16270,39412,36410
-,12604,0,0,0,0
+,9314,19956,41776,32665,38529
+,8565,159,22974,48261,5758
+,5037,14257,39337,5367,31644
+,45016,33576,16042,28263,34350
+,17774,28194,41140,27090,45422
+,24298,4515,9583,25719,49025
+,46091,18070,16698,12156,10471
+,42107,32348,37850,31952,25766
-,18003,0,0,0,0
+,16507,9737,18017,20126,5775
-,10729,0,0,0,0
+,35139,8718,41847,9676,24084
-,17301,0,0,0,0
+,45703,36259,41920,14416,42475
-,8692,0,0,0,0
+,35691,12824,11197,23289,41777
+,42099,32240,3380,43059,16650
+,23913,27630,10164,12234,20899
-,5477,0,0,0,0
+,9364,43480,27906,47573,8643
-,6082,0,0,0,0
+,14252,38452,27364,35553,46295
+,24198,34538,24473,20357,5458
-,9363,0,0,0,0
+,31586,23295,31839,42840,34508
+,32618,39747,34295,21202,10096
-,3710,0,0,0,0
+,30544,40665,9099,26961,15117
+,45457,29447,30815,26001,15835
+,26869,3029,48052,3566,33098
+,18146,11106,40324,49521,42479
+,5242,19023,11539,40691,8601
+,10219,25389,18611,21788,34681
-,19404,0,0,0,0
+,1261,27749,5682,2207,6976
-,19836,0,0,0,0
-,16680,0,0,0,0
+,1109,31019,24720,9352,35311
-,4470,0,0,0,0
+,41895,12902,19885,40813,29387
+,4197,35310,2693,39109,18389
+,49505,36679,20622,24388,17540
+,18944,4585,11219,47067,20417
+,12633,29811,49876,17878,2114
-,8029,0,0,0,0
+,27941,12077,38233,9146,45023
-,3205,0,0,0,0
-,10899,0,0,0,0
-,8825,0,0,0,0
-,6149,0,0,0,0
+,11252,27846,5264,39748,31983
+,43367,19142,10318,42428,48855
-,13168,0,0,0,0
+,7526,26120,16908,3958,21585
-,8806,0,0,0,0
+,21904,39898,13734,9866,1697
-,17325,0,0,0,0
+,15352,46964,15070,30607,48071
+,34440,4721,48831,10482,43641
+,46262,36514,42328,10820,28149
-,11990,0,0,0,0
+,32313,20378,16140,40559,36233
+,28459,16973,6732,2195,28202
+,24925,4031,48511,33598,27931
+,5436,20551,26034,45571,13255
-,9394,0,0,0,0
-,13826,0,0,0,0
+,10400,23270,4103,27098,29223
+,47637,49395,28471,11768,28550
+,14310,27198,24847,1628,12477
-,14415,0,0,0,0
+,35493,5711,22418,157,5099
+,47902,45040,20442,34209,5511
+,13434,2435,18674,16037,29283
+,39285,18393,12190,7146,24924
+,24516,8486,16544,36500,27365
-,16776,0,0,0,0
-,39,0,0,0,0
+,17133,1900,4412,40461,40713
-,17209,0,0,0,0
-,5208,0,0,0,0
+,16530,44173,44353,20020,42427
+,18791,37840,4625,13612,11814
-,10927,0,0,0,0
+,35094,36291,18030,17403,44118
+,17495,7947,2113,17997,27968
+,39979,7949,17327,49319,9530
+,16815,21180,29871,16974,40880
+,26498,22380,34018,30438,49935
+,33432,4874,22248,808,41423
+,43798,24736,19802,33989,46562
+,16736,30191,47002,50000,41325
-,9584,0,0,0,0
+,36428,47137,32641,23311,18867
+,48334,39759,21986,718,48900
+,5885,15341,3189,30161,16050
+,25786,8321,21980,30497,6519
+,7239,14044,36395,10189,44330
-,15931,0,0,0,0
+,22296,8359,15039,43291,8797
-,1502,0,0,0,0
+,10995,43112,37702,31851,4219
+,9128,45685,41710,4529,31328
+,49291,25154,34850,19391,3816
+,14465,6961,743,29607,27667
+,1830,41358,29559,28530,26982
+,34969,23827,10201,45694,24057
-,4732,0,0,0,0
+,36112,9131,31447,49533,14412
-,11178,0,0,0,0
+,3819,32359,22092,30311,29699
+,41956,8297,19141,674,10631
+,2105,24604,32924,49649,4931
-,16566,0,0,0,0
+,35865,16953,40516,7305,11312
-,7792,0,0,0,0
-,13676,0,0,0,0
+,36960,6700,41661,2681,19395
-,12298,0,0,0,0
+,44546,4652,47037,36522,172
+,1438,21674,30052,21808,44675
+,43837,34379,18757,46190,14892
+,32232,6770,21452,38857,24243
+,24564,34878,20926,34862,27515
+,25035,30038,15344,13764,36908
+,34335,27931,31593,28238,46943
-,15574,0,0,0,0
-,9304,0,0,0,0
-,6396,0,0,0,0
+,43413,2675,39887,21193,26695
-,16929,0,0,0,0
+,36935,33476,23491,24145,6417
+,38492,7362,29155,5011,40379
+,18767,41205,9485,9985,27244
+,17021,41446,15592,4293,43757
+,43144,44591,18134,31486,1
+,8617,29859,28093,32755,40691
+,22909,38120,17203,40639,9609
+,49885,7159,1872,29538,46811
+,13717,7014,42651,26132,6511
-,17063,0,0,0,0
-,16307,0,0,0,0
+,30655,44279,476,1504,12591
+,10531,12874,15272,45378,8797
-,6056,0,0,0,0
+,6765,7418,16104,628,8291
+,10198,40971,46955,28599,13496
+,15290,35497,5001,29524,13919
+,46521,3192,33429,48545,2724
+,41542,28293,18679,16100,39598
+,787,46410,30888,42955,26673
+,16423,42378,49019,646,41060
-,15040,0,0,0,0
+,33045,38091,12807,40034,39431
-,14952,0,0,0,0
+,21791,44556,11147,28003,45742
+,9371,14755,30084,40373,21768
-,8622,0,0,0,0
+,49176,43392,37389,26266,1416
+,41098,3945,21398,39145,40935
+,22378,41782,15474,30191,42168
-,429,0,0,0,0
+,18720,24990,46177,34388,46161
+,46889,41008,31537,18524,18832
-,12481,0,0,0,0
+,22520,23309,44891,32369,26358
+,36329,7271,44599,17226,27006
+,27874,14179,10516,20472,12399
+,38010,49762,34390,21815,36246
+,583,43916,25935,845,3315
+,5843,42482,38326,36352,7733
-,18510,0,0,0,0
+,24162,29307,18909,21431,898
-,3007,0,0,0,0
+,23331,17708,30516,21993,15705
-,17885,0,0,0,0
+,48452,20476,5370,19597,9544
+,487,5951,17580,5057,25126
+,38357,43096,19518,44103,27428
+,9524,8848,21318,19431,31783
+,31128,24939,4620,26995,29960
+,33589,35052,4170,21780,23814
+,36155,34844,2622,40006,2162
+,717,33352,8889,2816,14437
+,33526,17036,25828,18824,7094
-,2646,0,0,0,0
-,14842,0,0,0,0
-,11178,0,0,0,0
+,21308,23899,15156,22899,23500
+,38382,19046,44380,962,14236
-,15157,0,0,0,0
-,1799,0,0,0,0
-,15019,0,0,0,0
-,7984,0,0,0,0
-,2430,0,0,0,0
+,44727,18027,759,39734,12075
-,14694,0,0,0,0
+,15675,30700,12529,36617,8107
+,4161,10142,36713,27817,26163
+,22234,23482,436,27717,14234
+,21014,34906,43231,43943,47349
+,10844,39741,37614,28142,18191
-,18242,0,0,0,0
+,24388,7423,5030,26280,23689
+,43411,22188,38212,27587,48994
+,39847,47256,48228,30088,48504
+,2714,20765,17904,48790,12744
+,26012,13632,3671,46085,1213
+,40303,9503,9438,44452,17423
-,11175,0,0,0,0
-,11591,0,0,0,0
-,10916,0,0,0,0
+,45273,21663,4673,53,32042
-,9059,0,0,0,0
-,15766,0,0,0,0
+,27402,15304,27756,20783,5214
+,6387,6875,35815,18971,11174
+,32923,34162,35590,34949,13965
+,21537,47982,46700,27549,5249
+,37554,37988,35867,9605,39265
+,29132,11206,489,24712,24028
+,40522,42378,21771,6546,26080
-,10737,0,0,0,0
+,21667,42579,25548,48599,542
+,15540,462,16258,15858,4784
+,45203,6636,3766,21545,43440
-,2347,0,0,0,0
+,10921,5106,30683,15866,11448
+,22348,27185,33523,41571,31981
-,15731,0,0,0,0
+,23662,24828,29758,13937,17990
+,37402,18568,36638,45231,32143
+,5990,695,23249,46754,23248
+,19871,40734,38725,39958,35603
+,21587,16671,29943,6542,25171
+,28430,40926,26020,40009,10390
-,17813,0,0,0,0
+,48664,24765,5280,10256,326
+,27720,48417,36207,49932,27020
-,19951,0,0,0,0
+,7062,1108,23414,38962,3530
+,9458,37686,34328,29842,18268
+,27032,20030,31807,44476,44996
+,26036,374,8707,27349,2185
-,17692,0,0,0,0
-,13472,0,0,0,0
+,40575,27077,12084,48277,29187
+,32355,26140,22693,21258,40962
+,37613,1094,21045,13051,2982
+,19792,44491,12129,48746,13122
+,31224,48417,35731,48612,45166
+,7668,12275,38689,28815,9637
-,10626,0,0,0,0
+,18249,45254,19251,27206,33415
+,1960,42429,10408,35664,47072
-,19998,0,0,0,0
+,45570,22813,16721,35485,36937
+,25643,33981,2074,27963,25137
-,1847,0,0,0,0
+,39633,43834,8635,16814,42758
+,24805,10319,21741,7317,23369
-,4955,0,0,0,0
+,33465,11333,636,13561,14160
-,16917,0,0,0,0
+,38767,42417,45928,46961,34370
+,47892,49534,6560,25991,2720
+,8516,16621,3043,32538,18451
-,7645,0,0,0,0
+,25228,9216,18626,21558,22414
-,18822,0,0,0,0
-,11012,0,0,0,0
+,24252,29661,34400,2909,24086
-,985,0,0,0,0
+,34507,7734,21962,42813,40633
-,12805,0,0,0,0
+,32258,36127,49874,25164,10529
+,27920,22026,586,41262,43513
+,22315,35037,21468,21439,32106
-,4970,0,0,0,0
+,17985,36690,29549,35384,37042
-,5527,0,0,0,0
+,46156,44610,18905,12257,44583
+,12262,8755,6344,11872,26952
+,19323,3949,30306,32940,327
+,42071,48163,42282,29476,23573
+,45573,19970,16936,46306,11091
-,13245,0,0,0,0
+,30736,10762,19763,49483,9728
+,23578,17571,17524,8310,40529
+,48376,10400,4509,48541,43206
-,18258,0,0,0,0
+,15341,43962,45114,13012,21814
+,15480,49452,2121,22054,8472
+,10428,18871,18264,41665,6214
-,12002,0,0,0,0
+,19005,326,21244,38716,43660
+,23079,9219,49839,21036,24974
+,7693,34112,46875,10661,10260
+,41407,1173,41525,5631,10290
-,6843,0,0,0,0
+,34381,47254,13756,511,14559
+,10251,19712,48547,10506,1403
-,7410,0,0,0,0
+,22435,18008,23737,13648,6572
+,14131,37873,35011,46343,23936
+,27976,23525,14448,47280,8511
-,2734,0,0,0,0
+,47566,22844,14847,40287,8247
+,38250,14132,44942,13510,41568
-,14192,0,0,0,0
-,6363,0,0,0,0
+,18404,5689,11211,23246,22655
+,10500,9122,6412,24563,13568
+,15559,38121,37824,9647,43487
+,8730,37028,6178,46142,26080
+,32906,41889,40736,29807,31867
+,15141,4889,20723,24032,5732
-,7710,0,0,0,0
+,30895,32,14456,25739,26121
-,9952,0,0,0,0
+,12990,15476,40892,12409,38624
+,20146,30520,45661,23620,22181
+,13568,39632,3714,27380,31925
+,44548,3690,42127,11906,18254
-,2830,0,0,0,0
+,27368,38912,28278,48377,38340
-,5895,0,0,0,0
-,2973,0,0,0,0
-,14465,0,0,0,0
-,4651,0,0,0,0
-,9533,0,0,0,0
+,8986,1790,2601,32806,47928
-,2159,0,0,0,0
-,6493,0,0,0,0
+,28551,36417,41243,2413,13639
+,47948,20990,8032,44948,32272
-,585,0,0,0,0
+,48509,19968,5853,30209,39733
-,19560,0,0,0,0
+,15333,15595,25941,21379,7692
+,49725,31803,37926,7525,19643
+,31228,18949,7157,48657,5299
+,28358,20168,9414,1829,32325
-,6579,0,0,0,0
+,21205,66,23971,46033,41665
+,48553,7187,10227,24529,25954
-,6982,0,0,0,0
+,13529,27611,2040,15104,3587
-,3793,0,0,0,0
-,684,0,0,0,0
+,3212,48569,13595,20639,17763
+,34822,43664,36648,49908,2079
-,6515,0,0,0,0
-,5043,0,0,0,0
+,19951,32176,12124,14728,22360
+,14032,18328,44330,16559,24830
+,1059,31001,4452,36927,48347
+,45729,26358,35136,41108,39847
+,48425,21611,6520,43029,47286
+,24599,369,43202,21786,42602
+,38874,20494,36966,30922,13614
-,1862,0,0,0,0
-,3200,0,0,0,0
+,39916,17509,29509,38236,21237
-,11598,0,0,0,0
+,23369,28018,36905,23569,15628
+,33825,19640,43401,35044,7453
+,29307,48920,39541,42656,3678
+,43292,6131,27008,20239,41143
+,30245,40908,37746,18595,4724
+,47339,6407,11891,35984,2905
+,39268,36263,16709,47052,34160
+,18235,40257,5145,43663,4953
+,27500,8956,1900,11830,17173
+,3677,9973,46963,26302,7648
-,13430,0,0,0,0
+,28545,32510,42116,5403,38822
-,3245,0,0,0,0
+,31256,10336,7186,36486,36300
-,35,0,0,0,0
-,301,0,0,0,0
+,25075,25649,32221,9395,45265
+,30230,27256,31951,17267,48130
+,366,3689,14649,22245,54
+,44190,44706,31068,15936,49234
-,12582,0,0,0,0
-,9830,0,0,0,0
+,25628,3771,14366,21565,7009
+,34150,42715,12010,41697,8376
+,7440,12173,6669,14459,9619
+,39046,10004,9311,32129,37238
+,32219,49519,16429,26407,9223
-,831,0,0,0,0
+,35725,28979,18072,15171,805
+,48969,36245,16842,7642,30929
-,9329,0,0,0,0
-,9730,0,0,0,0
+,7587,1580,47770,4691,19340
-,19852,0,0,0,0
-,17451,0,0,0,0
+,26110,1114,44573,6143,45808
+,1411,27433,41796,22998,49817
+,16180,30559,44799,18963,9622
+,46599,24407,32390,22632,27977
+,18304,39209,47552,13476,42613
+,13199,24520,33999,15154,27285
+,15130,24304,47696,43832,44165
+,46017,170,9483,38906,46511
+,37603,30492,46426,32138,35231
+,46200,22788,34955,35338,25979
+,34010,49229,25133,9315,37708
+,30624,4735,27273,1329,22481
+,25785,27156,36586,34633,14436
+,30869,39975,4086,7582,20351
+,19268,3758,31163,47728,47446
-,2641,0,0,0,0
+,7432,7071,18507,47188,3062
+,28023,36163,315,31806,37259
+,25802,7002,20530,9430,47886
+,15253,26486,34528,14835,37023
+,31977,2935,39397,23545,44580
-,15807,0,0,0,0
+,45414,27985,7461,34229,22700
-,2171,0,0,0,0
+,43445,999,1295,34774,3933
-,18883,0,0,0,0
-,11444,0,0,0,0
+,5223,6321,25878,38013,40180
+,2695,48899,7489,26222,21772
+,27325,8367,34422,31118,40519
-,3542,0,0,0,0
+,15637,13286,48481,23668,44786
+,3292,21414,17916,9947,46580
-,8795,0,0,0,0
+,19234,12183,33987,39832,10371
-,1456,0,0,0,0
-,14726,0,0,0,0
-,419,0,0,0,0
+,6961,26884,27105,27057,22850
+,45713,45047,11409,2785,17752
-,3794,0,0,0,0
+,9952,49219,45504,47492,16620
-,15818,0,0,0,0
+,12579,35858,37924,18802,45945
+,15002,22124,27108,2087,36228
-,2275,0,0,0,0
-,10218,0,0,0,0
-,8859,0,0,0,0
+,19369,30303,31626,13889,23948
+,34456,25114,17711,39091,5601
-,12120,0,0,0,0
+,47907,26345,40726,20686,27336
-,17295,0,0,0,0
+,10575,19724,42708,36212,37379
+,37828,35067,25749,10224,17064
+,30943,560,38110,10582,26249
+,26053,46354,14843,34873,8742
-,5694,0,0,0,0
+,27923,2848,34857,2699,4841
-,18506,0,0,0,0
-,13585,0,0,0,0
+,29409,42095,27980,10336,31390
+,11715,36948,11939,45473,13688
+,27362,17155,21779,17692,30070
-,14670,0,0,0,0
+,45969,18735,23381,25273,37416
+,34960,10488,16155,42087,9055
+,14860,43276,32486,35739,47350
+,16850,12188,1232,27617,34004
+,22221,35241,45455,49496,42308
-,4961,0,0,0,0
+,33869,29169,28855,7777,32927
+,17428,24665,48190,10943,3178
+,18043,49863,30339,45756,7883
-,11462,0,0,0,0
+,26293,21542,48785,21241,5512
+,13215,26231,29628,41086,3703
-,18802,0,0,0,0
+,14356,16686,21692,14207,3690
-,13059,0,0,0,0
+,46376,43890,33718,7278,23766
+,48526,35671,37632,23274,39417
+,29330,282,20664,2645,37371
-,7228,0,0,0,0
-,11699,0,0,0,0
+,1463,35903,48858,2203,35205
+,46518,17377,30250,12142,30799
+,1455,4869,7275,1593,10654
+,18480,22332,16360,37738,26272
+,4176,15356,10633,10298,9281
+,33501,27748,34013,595,9404
+,27294,13553,49298,1366,35386
+,23502,48524,21622,23616,5169
+,5521,29941,5653,27990,46106
-,17972,0,0,0,0
+,13933,10173,17633,24543,3565
-,16224,0,0,0,0
+,274,33193,32799,31461,48376
+,32775,46042,17351,3677,22706
-,18388,0,0,0,0
+,29631,15181,2138,7593,45904
+,42944,35213,20527,43118,16469
-,2734,0,0,0,0
+,16522,35627,44061,36668,16364
+,22959,5295,1189,1273,497
+,34336,41510,33338,760,11114
+,14697,17714,22765,24752,7532
-,2272,0,0,0,0
-,9340,0,0,0,0
+,28618,7278,26537,37660,46527
-,10623,0,0,0,0
+,11469,2843,11733,38284,18544
-,4749,0,0,0,0
+,41556,18877,6904,33513,23854
+,23660,19868,25293,31479,32286
-,12605,0,0,0,0
-,2884,0,0,0,0
+,45843,6456,18139,8258,49222
+,14076,25815,35283,34880,28181
-,18791,0,0,0,0
-,681,0,0,0,0
+,27128,23397,11639,8732,24999
-,14770,0,0,0,0
+,20400,38603,36952,26454,27333
-,2740,0,0,0,0
+,21060,6050,25128,28201,21098
+,10324,29467,7763,16462,10878
+,23534,5619,36816,35941,13895
+,12828,37662,33518,35006,46126
+,16251,7388,28609,12357,5265
+,12468,31094,6752,40488,44166
+,8048,42033,42315,49320,14357
-,16550,0,0,0,0
-,19187,0,0,0,0
+,23071,14293,20704,20500,5248
+,32575,20602,22281,10284,3537
+,10603,32491,43302,35991,1489
+,49949,9983,37445,28457,41515
-,12026,0,0,0,0
+,14524,39703,37499,9706,38178
+,14528,19815,4981,18487,33207
+,9969,13547,44334,33344,34464
+,34505,5508,18500,26797,25589
+,16538,28144,48146,11053,46720
+,24746,2861,42915,22212,5226
+,35233,7117,1169,34191,42083
+,2484,44619,49293,7594,3013
-,9689,0,0,0,0
-,8476,0,0,0,0
+,13308,19352,14871,27174,5619
+,9375,2130,32756,8753,44713
+,14859,21363,16729,5637,29264
+,36241,33720,36433,44842,45929
+,33091,5758,41079,25657,11528
-,17172,0,0,0,0
+,25112,2349,15844,15789,6832
+,43276,21407,32554,14785,3403
+,5216,36189,17568,13986,2271
-,7078,0,0,0,0
+,25714,23230,46913,4045,33088
+,28564,13064,31236,35695,5540
+,10361,19552,2855,21400,10834
-,4328,0,0,0,0
+,8846,48241,41541,40873,11072
-,13167,0,0,0,0
+,21925,44125,49441,45950,26519
+,29312,7916,6110,44641,40567
+,21336,26928,44875,41623,47568
+,10017,10738,12218,44677,27208
+,7741,21489,34236,28738,28261
+,26170,32113,48229,5408,24389
+,40377,47391,43563,16266,10744
+,27068,27365,49083,29903,4384
+,21281,42103,41755,13761,10213
+,18599,16509,30991,33422,41331
+,29377,9025,21945,781,30527
+,12389,25920,39005,38388,6572
+,8957,8740,25349,32658,41933
-,3544,0,0,0,0
-,15456,0,0,0,0
+,24028,15100,390,29118,31849
+,39392,3725,18363,7054,47141
-,44,0,0,0,0
-,677,0,0,0,0
+,28614,23115,39045,9598,1130
-,9031,0,0,0,0
+,48326,984,25776,8418,5250
+,8371,27760,10318,40000,4351
+,41016,17671,21186,27503,10762
+,30672,20252,32989,5243,39755
-,8915,0,0,0,0
+,47800,1069,49242,13080,3407
-,6591,0,0,0,0
+,11364,646,27694,5103,13946
-,1929,0,0,0,0
+,11458,37022,39697,24287,49639
-,13731,0,0,0,0
+,44725,39457,29745,551,18008
+,12108,45987,26403,37455,48006
+,3938,45084,27995,13886,9998
+,4830,43181,5291,17523,1019
+,16112,29376,49394,5037,45968
+,28002,30556,19101,45561,5111
+,22010,41669,23756,1757,37524
+,14802,26606,49892,36098,22598
+,20019,47442,3429,25511,17032
+,40510,16072,31562,6234,45321
+,7148,43855,4338,45933,12409
+,9016,14609,18401,35945,23455
+,41630,49947,46975,20748,43295
-,9812,0,0,0,0
+,18780,34402,12333,45752,1744
-,16308,0,0,0,0
-,12429,0,0,0,0
+,7938,42508,2033,22756,14912
+,12472,23430,17659,42490,32056
+,23929,25354,12301,40534,34071
+,35217,24319,31201,9048,9302
-,9486,0,0,0,0
-,9428,0,0,0,0
+,47245,37629,27962,7067,29817
+,47342,25906,17370,8775,37578
+,39909,43564,25855,46245,44915
+,12630,9298,14784,34210,21988
+,7881,38164,27914,16544,6288
+,14056,20710,45788,25106,4350
+,43908,28776,42497,12880,36529
+,4944,21664,40610,11064,37042
+,18764,22277,36531,33155,15160
+,39362,3139,12827,32199,22644
+,1605,16282,9168,16774,14157
+,44248,10026,2794,29669,24139
+,47606,39834,44047,12671,22673
+,17646,38547,23651,31345,23812
+,35711,49068,12917,29993,43665
-,11780,0,0,0,0
-,4403,0,0,0,0
+,22761,10283,11985,47736,28003
+,33473,9070,49765,39802,44632
+,4579,25372,32047,13854,18295
+,13971,47915,39731,27783,46705
-,7405,0,0,0,0
+,14087,23843,11475,26486,17512
+,21905,11682,22430,46850,39422
+,7165,14807,39113,86,29465
-,5045,0,0,0,0
+,25495,22066,14019,9627,44655
+,9739,3935,7042,497,33752
-,16008,0,0,0,0
+,1864,10406,23833,35987,18588
+,11229,18461,17536,19842,1717
+,4580,46823,30417,38158,25970
+,38645,7199,36258,49280,40364
+,7049,25458,34994,47977,29386
+,37859,30167,20580,14410,31530
+,28535,48804,28066,5372,21498
+,46577,42837,5542,18567,3112
-,8659,0,0,0,0
+,47850,17306,49087,19352,42777
+,3614,26858,148,9553,11220
+,17475,4686,9880,34074,11081
-,19748,0,0,0,0
+,1802,18870,21825,18443,28960
+,16283,31542,43191,39708,21205
+,39069,3765,34272,29487,35385
+,3758,38684,27439,19451,35685
-,6211,0,0,0,0
+,49802,15021,42407,40590,24669
+,28170,19200,22924,49367,24672
+,15682,44387,23864,23298,2847
-,5537,0,0,0,0
+,19544,35971,43649,13897,38250
+,1127,40821,5344,47229,16355
-,6712,0,0,0,0
+,46610,3283,4378,23211,37560
+,32931,13190,19608,3287,8140
-,7575,0,0,0,0
