OP,A1,A2,A3,A4,A5 
+,14653,6174,2783,17154,11066
+,10458,3166,11661,7952,3356
+,10770,8400,8155,5845,13916
+,8998,8436,8770,12133,15736
+,10320,17022,640,6996,8782
+,6262,16251,1346,3920,15137
+,8564,12415,5759,15095,13838
+,18868,19333,2343,8702,4227
+,194,6534,10673,19813,5153
+,6403,694,18513,9276,7519
+,15454,14094,10256,17667,1436
+,19303,14612,9070,5210,12032
+,3732,8153,11866,4757,18848
+,17403,10363,17450,11482,4958
+,836,2574,8844,4960,3673
+,141,14629,16543,10554,11710
+,13798,17119,355,19906,1196
+,9661,7047,1290,455,242
+,1240,6296,3050,4505,13629
+,13911,4233,660,3483,7090
+,11742,14889,14862,4212,5137
+,17182,945,9291,13979,8036
+,10796,18799,19381,2496,10631
+,6281,2685,14229,6815,7300
+,12880,1287,8058,16148,13907
+,15834,1778,3990,10097,4792
+,18217,10526,17078,11033,11320
+,1395,16691,18498,2436,13808
+,3179,2362,4804,11272,6393
+,806,16895,9880,18997,13026
+,7189,3865,4162,4493,12375
+,3388,1030,16975,696,16236
+,16136,19433,3037,12295,11656
+,9019,18102,14831,7334,10780
+,2986,17757,13194,4946,8130
+,78,2860,1820,16929,12424
+,12224,15587,11406,1128,16959
+,4096,5706,19844,14027,12272
+,15615,19758,7237,7300,19660
+,4213,1529,10860,14971,8850
+,6685,3395,8381,6219,12080
+,15225,240,19435,12888,4645
+,11815,2994,12258,9837,15209
+,914,16591,7523,3201,7074
+,19025,3882,2365,6688,4069
+,13678,7794,6808,12827,6897
+,19559,11145,15263,12545,5056
+,3263,1883,10014,14545,18789
+,11941,9446,2312,17774,17290
+,13816,4028,13072,15749,4873
+,10398,14255,17706,19506,4296
+,15462,10577,12611,4117,4988
+,17499,15178,7539,8006,19826
+,15021,17001,12182,7992,7385
+,5515,7379,19902,6749,17240
+,7641,17327,5092,1393,709
+,13859,12441,11747,1131,6304
+,19256,17670,18982,12129,18910
+,19919,12992,3737,926,18787
+,19405,7060,7868,18754,16005
+,389,19521,17500,16154,6552
+,12780,12372,9446,10745,12071
+,8765,15266,1954,18644,233
+,9179,3463,2220,7035,12346
+,878,13984,19005,13377,4194
+,10532,18144,249,7955,12592
+,17326,4721,3251,12035,7570
+,1192,17450,2555,932,19351
+,840,16575,17719,4468,4276
+,2078,3580,8411,1175,15893
+,9569,12135,13787,10317,14307
+,7351,13364,16182,8510,10729
+,4358,16399,19190,14114,2512
+,203,7852,12451,967,3180
+,6799,14510,12243,16328,246
+,5022,6763,9594,14551,8806
+,16292,4847,7008,8020,19611
+,12222,3125,19464,12057,14958
+,8620,11137,3812,4030,5792
+,18576,15945,654,10151,12066
+,6639,4958,6592,19213,304
+,5522,5127,2006,2078,10545
+,1824,12851,4392,2135,4977
+,6066,12795,1210,10649,2556
+,7182,2623,19988,8531,2319
+,5043,5171,12445,7873,14796
+,5196,567,2025,18455,15542
+,18641,681,17220,14148,8238
+,11603,10451,7941,7491,11970
+,19121,17573,16899,15559,13924
+,5267,8530,12049,135,361
+,13960,10399,13453,4916,8730
+,7167,12847,13719,15093,15980
+,17147,15392,3590,3909,18205
+,530,4036,11874,9826,1028
+,4685,18325,14232,14223,14249
+,16238,19483,748,17840,1605
+,19418,13565,14892,9497,15706
+,5872,17435,19532,8286,17201
+,7569,6777,15918,14064,9310
+,15939,15414,18089,86,1372
+,10786,10318,12805,10144,7677
+,7550,8048,18625,5136,7749
+,19805,10411,6087,7400,13831
+,11089,15338,162,180,13146
+,3440,5278,342,2163,11737
+,15641,2672,7466,10399,5228
+,19626,4242,13549,5312,13659
+,14637,12332,13476,482,16789
+,19097,10319,7906,8348,12661
+,214,1160,6917,7803,18443
+,15160,818,6998,15729,7319
+,13623,14399,2296,7689,7964
+,3636,7943,10238,2295,9849
+,6575,6229,8373,7278,13170
+,13971,12242,2409,6751,2688
+,9538,18240,17562,1590,6064
+,10430,1004,12626,6090,16180
+,16989,2624,3045,6191,8065
+,16274,14807,12329,2866,16564
+,12401,1897,16217,7716,18377
+,18264,16787,15434,3617,19145
+,15408,1446,17711,1463,2243
+,5702,1755,17728,12845,14743
+,3701,7732,18906,8674,10599
+,8498,14894,1865,10946,11857
+,5606,4306,19514,2963,13787
+,2150,2107,4050,5266,14203
+,10938,3505,5370,7565,6622
+,15150,5,5672,11199,4862
+,2930,5405,2445,19190,2299
+,11311,18044,6766,4828,11299
+,9394,12812,9226,6207,19354
+,7331,13234,2987,13325,16308
+,16147,3202,12450,2237,19528
+,13666,4380,18783,3494,12916
+,16537,17326,14059,14220,12344
+,588,15690,17857,12767,10982
+,5523,3651,5653,6281,6231
+,19509,9172,13131,5695,6693
+,7445,7376,3349,4847,19141
+,11535,8945,157,6952,12474
+,18691,12990,17290,481,8496
+,12311,1157,4908,10051,5371
+,6318,14299,13613,13314,19265
+,9911,12625,12329,7703,1536
+,3926,9654,16529,363,15850
+,5874,14615,18920,16055,757
+,15333,15019,4519,6589,7688
+,14807,18171,15433,13211,6534
+,8698,3279,6925,4087,19128
+,3473,6116,9233,9222,6584
+,3322,12867,540,16688,5992
+,2330,1606,3256,3002,850
+,12791,3425,17476,14004,10044
+,4702,9418,4588,9693,5215
+,8864,6792,19145,19183,9096
+,10296,19873,16165,2606,4681
+,16466,14814,15567,19466,13827
+,11717,18194,4048,4337,2943
+,222,15927,12351,13116,12507
+,13410,15619,10635,7028,14947
+,2925,16051,4936,10519,7523
+,95,8112,3305,12037,14885
+,7980,17711,4584,18209,19384
+,14717,3131,1432,13461,6872
+,12221,3721,8272,9375,12735
+,17892,9221,2060,10902,4398
+,1210,14247,3858,11471,14584
+,13701,15827,19073,8452,6057
+,6679,7513,9884,1123,7987
+,2433,16855,7003,2777,5642
+,3411,2109,12065,5229,18001
+,15478,279,2601,7231,16461
+,16743,12525,10733,5352,9463
+,7196,6982,3138,7001,11428
+,3115,16705,17114,196,16776
+,1366,16802,16942,4005,7810
+,4339,14099,11797,6317,3842
+,518,16417,2902,18639,13042
+,2178,281,6870,340,16761
+,8762,16823,14318,14146,7592
+,16034,17193,5547,19432,6334
+,17879,6158,6334,7899,11462
+,19343,6676,19374,5243,15907
+,4718,19926,11391,12325,18012
+,967,18116,13753,8766,14789
+,7847,3295,1548,18053,17960
+,17522,18206,7646,793,13677
+,5710,4108,1224,9741,17521
+,12367,7560,4756,11433,12366
+,4649,13961,11297,19305,3162
+,10980,5416,5921,5844,13894
+,11007,7223,9934,8837,11840
+,5256,17052,13605,1645,6552
+,94,4024,19110,17311,507
+,8763,9249,13484,6591,6198
+,2835,17115,5056,9398,17630
+,6284,14531,15392,19726,4527
+,19101,8357,12896,14581,6393
+,15420,12090,14711,9430,16150
+,12912,8114,7625,17007,4076
+,8059,13933,19281,19771,2805
+,3816,7228,14909,2387,16866
+,11643,15288,16237,6787,19992
+,7568,879,11477,19685,4265
+,14278,9518,6473,13043,9707
+,12477,14751,4675,8136,3627
+,1425,16930,12373,3181,6869
+,9013,14454,10815,449,3811
+,13009,9317,5436,12377,14223
+,15771,1858,6491,1100,202
+,6033,0,5994,13566,5906
+,13668,11810,11343,14344,9637
+,11511,16266,5010,17104,19622
+,13899,8561,14962,14033,14273
+,10978,8866,3175,13337,5846
+,1713,3578,6802,15995,3211
+,9371,6777,15989,17174,13328
+,3859,10747,12297,19093,7299
+,3237,18665,10923,4637,17312
+,10200,8113,19605,1113,17029
+,10361,4552,10832,19863,8045
+,16457,19781,5219,10152,5277
+,17138,17150,13602,2367,16587
+,8182,7523,11710,10300,6225
+,9612,15397,9725,8013,18779
+,11612,15557,3060,5563,14130
+,6341,11610,14697,10648,4911
+,10264,10851,10472,11105,2668
+,6908,13509,11242,13576,13333
+,15734,19339,5701,159,19723
+,496,156,14300,1407,18808
+,15178,1072,7162,483,11104
+,1897,2658,19672,8137,14074
+,2245,11268,9188,1168,19948
+,14073,11173,16512,14260,3480
+,15898,7221,1934,2171,1587
+,7784,12957,9405,17219,11771
+,16061,4538,19189,19206,7137
+,6199,7813,16909,3704,14831
+,1291,9300,1290,7543,11550
+,2251,19593,13402,17690,9097
+,8433,18919,15841,19829,11852
+,14023,3719,3916,68,6693
+,5484,6920,12956,3660,6848
+,13317,12560,11323,12529,1499
+,10027,15053,5226,3216,5195
+,12834,17281,15354,17327,17758
+,5117,4560,9077,18057,1813
+,7130,10204,7775,12346,11182
+,11474,14752,7499,18051,1951
+,7280,12415,16736,149,9938
+,2703,5507,10257,3399,9351
+,12103,102,18216,15279,18454
+,18718,7701,1331,14512,16857
+,6638,18517,2522,13570,6101
+,9044,4158,3428,11357,12027
+,6763,446,4967,17898,10358
+,6038,3968,1872,7766,11447
+,17322,19134,10418,9108,18562
+,1511,14995,5079,10218,601
+,19137,17139,2269,10093,9151
+,8911,2151,5460,2179,6417
+,6989,16984,10675,3848,9452
+,18316,5435,1530,7160,6519
+,10341,6937,15465,16795,6558
+,1048,14299,6608,16407,17657
+,13382,9420,584,13730,17483
+,7960,3517,18811,13774,17022
+,16562,5746,7904,18076,11456
+,11276,8559,19144,931,3621
+,7658,2211,17038,13673,16161
+,14588,14470,17361,14542,14699
+,2133,4822,4761,7518,7105
+,18877,6999,4618,18710,11761
+,15329,19543,7601,775,7296
+,16376,18737,9449,10976,13591
+,8884,5661,3049,3732,4109
+,14110,2412,3952,3563,3432
+,19948,8559,1362,17055,5010
+,17941,15914,19887,10599,7477
+,3239,180,12146,14013,9173
+,8801,15782,139,6844,5537
+,5494,13688,2702,19120,10284
+,13585,961,7490,15487,16237
+,7035,13234,11151,1978,2857
+,7438,4365,8622,7222,9796
+,15571,16923,7457,6736,14968
+,3606,12431,5380,163,18
+,12737,19586,2706,1424,14987
+,8084,2493,15660,4287,17015
+,13801,18700,2738,10543,2158
+,14791,15333,2926,9432,10529
+,13696,4370,17570,5955,8851
+,3917,4925,16090,6778,4592
+,1989,9766,12501,11611,14405
+,5958,9103,4299,17148,13518
+,13276,10513,15455,2021,10936
+,1565,2166,19537,16452,9889
+,8739,17539,12815,19500,6686
+,7032,15002,12401,14633,2900
+,13361,7553,10260,9704,7980
+,5677,4172,787,7387,4896
+,17616,3475,8225,10679,6838
+,8929,14601,5318,8516,6106
+,14759,19758,19613,3497,1390
+,9735,9177,14421,3797,19106
+,18033,7633,11105,19343,11977
+,12138,13687,4496,1760,16080
+,10917,15095,12553,11140,2261
+,16215,14879,3652,9483,16398
+,2591,12530,8890,6305,5879
+,16991,19323,10028,10766,16719
+,17657,1335,13185,2210,8951
+,5286,8824,2196,16568,2093
+,12559,13686,1077,4006,4510
+,14820,14755,4788,15264,12181
+,12293,2947,18267,11174,18162
+,16914,7070,4375,16637,16570
+,17670,3640,19085,6457,4332
+,7158,18663,16647,11120,13502
+,15498,1669,7240,8952,18241
+,11071,4195,14014,6825,6279
+,13307,13887,16391,16349,19830
+,12551,12162,4981,16303,2176
+,791,3675,12307,8725,14054
+,10224,6398,13180,11737,13143
+,13943,18921,672,15572,11324
+,19926,16135,16376,9928,14993
+,11658,8375,2652,13048,16391
+,11672,18852,2191,12858,1204
+,5762,5676,16986,6800,8855
+,8321,11842,19146,13749,1160
+,3785,9156,2910,3721,16154
+,12970,18707,16852,16058,19514
+,8283,1170,18398,15038,12577
+,13127,12971,11965,19700,10271
+,14221,11690,11250,7766,8190
+,7416,19856,3759,13939,10098
+,5527,11165,18107,1085,18464
+,8664,7621,14569,7861,5816
+,17077,2794,221,12570,8317
+,8217,7812,9915,11513,16562
+,17939,5004,7792,6695,1559
+,1909,18924,13999,10818,2802
+,7808,1315,12948,8783,3743
+,2341,1103,4798,1693,1694
+,13045,5372,19180,5961,7214
+,13721,16321,3204,7140,6878
+,16714,13416,11635,14329,4229
+,8905,8252,19640,595,141
+,13545,12356,1124,4997,15215
+,8769,13429,7385,7739,6605
+,11834,5560,12847,10200,6632
+,3624,5810,2108,90,12074
+,13738,17524,15728,18538,9851
+,13112,10539,18215,7523,16259
+,16332,3739,3411,3685,17026
+,7132,11131,1127,3200,259
+,19462,2641,14444,14004,9677
+,16144,3424,7454,17102,2674
+,9312,4099,10732,4797,11084
+,2953,13729,14717,18524,8539
+,1893,12553,11792,10714,10163
+,583,4684,2323,11951,15078
+,2881,7146,1743,6733,4345
+,2099,16317,7914,17463,2096
+,17183,4889,11637,18878,17771
+,9640,8489,12642,15141,1730
+,1007,11552,13396,14503,538
+,14657,8917,5738,1973,17089
+,14508,10900,5921,18758,5364
+,8526,6040,11872,10706,14326
+,14864,6786,9886,7044,4626
+,12611,15032,3007,15531,17487
+,10651,17273,6283,16122,87
+,1865,4967,1675,12084,11226
+,11270,14382,8754,4613,19855
+,19045,18392,16192,17913,7952
+,3771,5877,18832,16905,10631
+,7593,17768,13752,16877,317
+,5037,11814,10557,19635,5184
+,1936,15517,937,13376,12850
+,14378,11017,16224,10293,13113
+,6964,16644,18327,5701,1794
+,6721,13738,14903,7096,3284
+,13670,9921,8227,12112,17147
+,16795,1539,2391,2269,1995
+,17454,17737,203,3279,6133
+,14091,17218,3019,13503,1707
+,11145,10659,8371,5785,15224
+,14338,18762,5221,16699,17866
+,15776,708,281,18204,10630
+,5479,17744,15735,14501,7465
+,1965,19847,1952,7987,631
+,12822,4638,9572,12924,12119
+,3875,1861,16254,1730,16694
+,9110,16817,11197,2712,3083
+,18832,5338,3768,17608,5482
+,13840,13164,3315,4657,16970
+,18386,17045,3685,6555,19109
+,8878,18612,4588,16554,3319
+,5151,17869,14464,13940,8279
+,13098,15946,9589,5310,3964
+,16438,11248,10749,5847,19566
+,9477,3680,5309,4478,2723
+,905,2914,7892,7532,5708
+,11134,10761,19390,10227,2760
+,11905,3171,10256,5072,13362
+,12212,15484,7452,12831,1197
+,17654,11471,2830,2646,8583
+,19513,1043,167,1371,19523
+,14328,1767,14388,15779,1928
+,10245,14740,6718,10755,8775
+,6087,5039,1530,3572,7424
+,5218,11173,9781,14261,9710
+,1969,4108,15048,8257,8157
+,3472,6621,5390,535,5371
+,15173,19677,3935,12957,12568
+,1829,19669,4517,3225,1825
+,9251,38,4097,7112,8918
+,17298,12051,8145,15421,3345
+,10516,18734,17083,1213,3158
+,1743,11918,18809,4845,12327
+,12315,15340,12845,18671,10378
+,7362,17226,9461,19344,8422
+,1465,2616,2691,11620,1729
+,19569,5347,19567,17728,5861
+,5946,15309,10978,6628,4336
+,18011,17733,5686,4634,19332
+,3015,8074,4200,13059,2074
+,16115,11955,3245,6286,16689
+,2342,193,1471,13831,19670
+,441,7848,19119,10755,14999
+,15507,18032,4863,4314,690
+,668,8930,7679,5649,2481
+,4671,12564,14838,6943,5710
+,1858,6599,11402,8974,18011
+,18665,9547,5505,15730,4253
+,16112,5933,2149,15403,12270
+,19580,15415,9370,4046,4646
+,4181,9624,15263,8175,8213
+,2103,19998,8301,9058,19541
+,7884,19899,4165,1850,12277
+,6960,16306,1804,16016,19346
+,12013,16817,18164,15049,10608
+,10357,7978,5509,11583,3192
+,11665,18158,17704,15211,14433
+,1150,3849,12873,9319,11367
+,6769,18264,4150,3582,12721
+,10135,3968,17604,10680,7725
+,2806,16881,10092,7619,8757
+,15226,6862,17991,8143,6919
+,14957,12801,5182,4847,9261
+,1573,1881,15771,11587,16209
+,2787,16663,12800,3598,449
+,19712,11394,9611,15608,14516
+,14523,5222,6275,15790,4392
+,14313,12290,1164,10468,4708
+,10537,4072,11969,14911,15885
+,9815,19961,14717,5316,5104
+,5795,7374,14489,9351,5323
+,6301,7731,12018,5344,11332
+,13539,776,5995,17400,14795
+,18688,7874,6363,17846,2236
+,4997,10254,12741,18306,13116
+,11787,230,8729,8752,16276
+,14729,17787,14418,6346,10940
+,10194,12806,6960,19748,13044
+,17967,14419,18850,17503,7313
+,16211,12703,13596,16167,17495
+,14421,4829,9992,19881,12930
+,4167,16991,8017,14525,11734
+,11543,696,10233,18255,14198
+,4739,19524,5864,16393,10254
+,6103,16902,19724,2712,7411
+,18645,4897,15267,17263,5996
+,12679,1462,16780,4298,1231
+,19335,1016,683,3572,5135
+,14408,9692,5891,781,13239
+,2115,7457,2341,19400,19259
+,12906,10808,1601,18744,10545
+,2135,17991,9412,4381,10885
+,2664,4424,13613,2774,14656
+,9821,9983,15477,15408,1939
+,12191,7797,10307,1117,2185
+,14420,121,4526,3414,5566
+,18967,10753,2437,2819,60
+,2085,13673,13743,15333,12106
+,12358,475,8716,8367,10413
+,17409,9062,788,2941,5332
+,18202,13487,421,6950,2233
+,10769,13139,10189,17457,7632
+,7284,5248,12746,7849,1514
+,12330,15982,16510,1058,15788
+,12048,6888,16283,12932,4569
+,19949,4170,19257,11918,10543
+,18820,19488,2033,6985,11114
+,10868,4579,8788,6877,12505
+,5533,6997,16172,10062,17231
+,5171,7712,4575,14286,19624
+,16462,10693,2787,13333,16298
+,1960,2090,10268,12878,19071
+,15779,14039,14344,9799,7585
+,10678,15183,1016,6138,4022
+,19219,15530,9172,5220,8930
+,15103,3364,556,4510,16042
+,15694,8376,2698,19159,12640
+,13118,10756,18615,218,12443
+,5641,11785,14082,3365,19939
+,3679,16559,9593,6121,4820
+,3430,14139,17424,15839,3924
+,11981,13215,17299,11385,18193
+,7050,4646,9479,18786,3404
+,2234,10660,14973,13503,16958
+,1333,2550,4430,5714,18691
+,13868,9615,10936,11964,12581
+,15310,2342,2772,7249,18876
+,9270,6837,6344,4580,12372
+,3508,14787,5454,18553,11380
+,18783,17541,12684,17579,213
+,1555,11087,19330,11538,8314
+,2553,5623,10844,13394,1372
+,1223,15699,8077,11963,2446
+,227,2625,12231,13190,13401
+,16844,4571,15415,12340,12243
+,9938,19813,11738,8644,12957
+,9955,6640,6803,18204,13247
+,8875,8823,5410,1281,15068
+,16781,466,5428,17974,9989
+,18873,16415,16692,19249,19544
+,15592,15021,351,7749,1961
+,17930,1404,2533,11278,3554
+,52,9453,7742,8413,11041
+,7802,5120,7795,6260,15338
+,9146,523,16497,5909,6052
+,2603,16185,309,15517,17321
+,3957,8659,4110,7169,8690
+,5506,16099,1917,1782,10636
+,19826,6050,1182,12188,9566
+,16994,13036,368,14502,5307
+,4768,4153,15555,10920,11361
+,9537,16980,19280,18114,17442
+,14429,3954,10180,1967,7450
+,16420,19756,2975,15211,2142
+,19688,1639,3374,19820,14217
+,17457,634,18402,4867,11284
+,6711,18689,7090,6492,9874
+,5646,9858,3890,5318,17191
+,19242,5801,4304,18163,1667
+,12042,3935,16765,1813,7697
+,2113,14863,838,11735,8895
+,16167,14627,12141,2039,6554
+,19037,15491,2330,408,1666
+,1534,5196,14970,19134,5997
+,7866,11631,11273,17203,5243
+,3365,18950,11259,16882,7265
+,8085,18162,1480,9503,10137
+,14114,8334,4856,16696,10098
+,17483,17754,3640,15579,4119
+,3437,1051,17401,15369,18952
+,1825,7153,16938,11263,18703
+,1951,11607,19234,2930,3781
+,5410,9783,12927,2881,9485
+,5618,19822,9017,3371,8453
+,2676,17467,13908,7683,16105
+,1228,15756,5718,18484,19852
+,10820,13565,17761,18390,11104
+,14747,16536,16744,2291,3005
+,13052,15462,9011,12767,15089
+,14990,11867,212,19233,4681
+,3453,11012,19828,9811,16504
+,9452,2072,11632,1879,11522
+,16185,13232,8674,17446,9955
+,256,8305,5947,5499,975
+,313,10145,3790,18016,12773
+,11223,12788,13765,2661,19773
+,13684,3004,5063,6752,11549
+,10403,19379,15265,4098,6414
+,10352,13519,17861,10481,3449
+,6441,16588,4217,12563,18774
+,15723,18605,11344,10304,12930
+,13562,5807,9792,9309,4859
+,11219,2545,10627,1609,12250
+,10655,6971,19365,13054,778
+,9722,1957,5272,9458,16491
+,3337,2104,8825,7707,10924
+,1140,5067,16646,1166,12811
+,16342,3374,5924,11897,3744
+,699,15527,18548,12173,16574
+,6423,2849,8798,7618,1591
+,10317,12084,1650,2148,15031
+,10137,4,7560,16803,19788
+,15895,7087,196,1660,5545
+,14289,2303,3939,13105,3493
+,13916,5432,10307,11078,9269
+,7757,14248,5409,483,14582
+,3566,2329,19340,15278,4328
+,18837,14801,11290,15363,8143
+,16256,17784,299,11438,7464
+,14590,16727,3777,2811,4433
+,9825,13984,15652,1832,394
+,14694,18250,12326,5801,13872
+,1925,18879,3569,13192,18760
+,7149,7192,13624,14108,8920
+,14642,11894,4615,15293,7818
+,17738,17558,10331,15025,5093
+,16,169,13441,17390,18040
+,3852,10802,12877,3558,5605
+,10991,16080,16821,8176,18844
+,3404,7860,9609,16411,4320
+,19080,3558,8272,3522,7730
+,17618,11862,18649,3939,402
+,5793,15799,16904,18614,17946
+,18585,8072,18314,222,2537
+,13071,6028,5304,1627,3298
+,4970,2005,11518,5606,1816
+,15156,13119,12820,1607,4791
+,11432,4457,14646,3907,3907
+,18796,5036,3822,1966,10731
+,598,4269,1678,15276,7030
+,2414,17158,15205,15811,15120
+,4279,8848,387,17763,17381
+,19283,10210,12419,18669,631
+,16315,9054,1152,2201,13129
+,7901,15098,9991,3719,4224
+,12600,8702,6177,5391,3834
+,15290,14160,18704,5952,5415
+,11306,17308,2842,13505,14326
+,11403,14942,14923,17361,19204
+,4274,14532,16756,7449,11621
+,11651,1541,11402,10203,1582
+,15289,15991,9949,17922,4454
+,9070,17785,4422,19103,133
+,8775,14785,19642,1600,1091
+,18846,13012,6077,11418,1399
+,1843,12451,2737,2754,9542
+,15370,13170,19238,3504,1112
+,7065,2253,14683,5965,8213
+,13999,2801,15505,14701,8409
+,17885,2135,11837,12169,12689
+,19399,19199,1758,1112,11365
+,17776,10103,7103,13871,6271
+,12703,6585,19513,11549,15052
+,7545,7817,4545,11807,8155
+,10268,12642,19035,18231,3690
+,15453,8598,15127,15030,5913
+,12832,9464,8314,14956,11909
+,19171,14935,14304,3217,19149
+,10303,14483,2735,16051,1797
+,15149,16171,14432,19802,9535
+,4451,12593,13061,3665,13438
+,14170,545,9675,11087,11332
+,17763,17393,11645,9316,19301
+,19470,10841,4854,14936,2166
+,12935,9420,8188,19249,18846
+,8641,6997,9716,7614,11882
+,2757,18931,14036,12128,13078
+,1104,13201,15073,5152,19200
+,2457,13412,19033,18292,7927
+,1526,9833,15023,19010,10426
+,7711,18296,16638,8898,11496
+,10524,2219,5221,16629,17768
+,10138,10652,13835,9019,584
+,16811,15198,8246,19431,18560
+,3497,7020,2688,11772,6136
+,7699,9939,18111,1884,8028
+,15403,17931,14116,3542,1333
+,12166,7067,7949,10891,12696
+,10825,12477,15809,16696,1055
+,2032,12908,18378,15005,4366
+,12036,3288,15586,17985,18714
+,5260,14388,14364,4178,5880
+,7598,10347,19807,1656,8928
+,15499,15532,7079,1418,11686
+,10683,10939,11002,1069,9772
+,12544,8686,19293,10915,4496
+,5518,17852,3367,15553,15291
+,14318,9934,5535,13479,10449
+,3049,2915,14812,15067,4993
+,14084,13946,12422,1009,1759
+,13664,9721,10228,6729,2278
+,11017,12872,14752,5239,18144
+,14687,2363,12786,4928,6556
+,18459,19688,2021,15273,10449
+,19936,11722,4920,7086,14437
+,8307,3750,11878,319,9808
+,2693,19061,14223,6052,13231
+,19456,426,5384,17639,2316
+,5713,10700,19687,10100,15329
+,7078,13582,13959,17022,11531
+,17610,1522,202,8191,6518
+,12911,632,14469,15135,9874
+,6903,9638,6198,11922,8938
+,16864,10169,2068,6438,15901
+,3812,9156,18362,17292,16773
+,14505,3716,4189,2982,15216
+,13239,5868,8157,6817,6490
+,12260,2473,16335,2892,9905
+,15620,1679,4050,17362,6065
+,17051,14584,3868,8153,982
+,7209,10651,13110,2219,7256
+,10590,10501,12234,16719,16058
+,8467,15455,3960,8321,1955
+,14249,13262,1854,2881,16395
+,8794,7789,13562,1479,3510
+,18168,19487,19629,4413,19614
+,14647,7529,10718,14495,8873
+,3731,15115,13748,401,12051
+,13636,1905,503,5731,4211
+,9754,15017,11433,16861,8022
+,18798,1000,17632,6450,8724
+,13409,11046,7617,2280,18082
+,15653,1630,16172,4218,5966
+,15136,15658,7109,11748,19246
+,548,18580,12487,5316,6018
+,9546,9519,15007,3001,10149
+,13966,2661,15690,6433,6708
+,3501,184,15771,2788,3421
+,14514,7863,1852,15754,3975
+,3706,7770,4598,10949,9278
+,2278,10782,5129,11427,5070
+,7258,15936,11769,9438,17227
+,17806,10524,12894,13934,13154
+,2003,3402,20,10079,2380
+,10955,17725,3725,13910,3506
+,16854,7540,10894,9812,8414
+,13340,13409,17885,6459,19948
+,16633,10592,1152,5216,8742
+,18082,13032,16799,15043,14526
+,8420,9498,15308,1281,14987
+,17520,5824,768,10748,17384
+,6266,9950,3360,3734,12107
+,408,6278,6970,17800,16386
+,1349,5900,5926,10675,8120
+,12889,5001,15421,42,4524
+,7163,6639,14050,4162,18353
+,7748,2094,9296,12162,4309
+,2106,10987,6083,18223,928
+,17471,2927,3926,15243,19517
+,17094,4366,9033,13001,7014
+,13220,19235,7866,16268,18597
+,10787,15300,926,2386,9171
+,18036,3028,1570,10012,10870
+,8857,19480,18823,5014,13478
+,18248,10453,6895,12779,4096
+,12813,15762,2409,9505,13708
+,15248,5629,17539,11831,16544
+,12452,14932,6071,19211,15537
+,2514,11032,10485,12954,19952
+,8788,3070,9561,17959,1914
+,667,13312,14499,2993,1654
+,5222,12734,8042,7765,13066
+,6036,1853,13232,8271,713
+,16479,1110,17747,14561,13606
+,4635,16650,2741,11490,13107
+,9959,4199,15605,10851,17430
+,11570,5317,14612,1705,3372
+,12818,7702,12285,1495,9619
+,6465,6790,17749,3411,2618
+,4234,15862,2171,2119,6998
+,15656,2188,16341,13599,7044
+,3946,12451,16087,17314,11932
+,11377,8428,14431,12700,11834
+,13474,12424,17332,7806,9828
+,10173,18571,10195,16235,6493
+,18874,14905,10325,7130,14216
+,3583,12024,15275,8057,15748
+,13765,2720,4079,342,11880
+,5955,18535,17091,4754,1832
+,15399,19811,15535,19924,18472
+,13167,9772,5462,6300,19463
+,12366,10217,7294,13110,7954
+,8890,11734,2295,5872,16081
+,15137,9642,8778,12423,15053
+,18699,15768,7501,16262,9434
+,3069,6446,19738,14725,18020
+,4179,16178,5991,11371,3087
+,15820,16933,12379,8104,9569
+,17973,12964,12133,10545,8648
+,19271,3939,17567,14538,18487
+,12903,2049,13969,6720,10148
+,10094,12094,7761,5984,111
+,15168,4098,16638,136,3883
+,14929,17986,5387,1976,17
+,1391,18025,8848,12069,5844
+,12043,4080,9883,4323,7853
+,14324,16230,12036,19819,1965
+,19925,19962,9716,7074,3511
+,13146,16719,2675,4547,12055
+,15396,17255,9336,7542,12817
+,576,7824,8713,10370,8316
+,2485,1586,14463,5453,5502
+,6674,9808,2725,6805,13011
+,5291,1926,10567,2623,5985
+,19385,3890,16095,1778,7968
+,186,371,5943,5016,7866
+,16779,16840,41,9830,343
+,11441,13149,17158,5819,3153
+,3519,15197,5207,13490,19250
+,3212,9852,9126,14589,19233
+,11488,6096,5588,7004,2988
+,9851,118,3680,13184,11840
+,11950,14797,9488,12099,18210
+,4041,10074,19382,19039,14039
+,13154,3306,1105,7396,5423
+,4108,11969,4217,12224,15939
+,19195,3683,19795,6377,3916
+,6177,15216,14653,11848,2616
+,17318,7580,7166,8233,18260
+,10074,11703,9087,18925,19817
+,7806,15839,10181,4882,16789
+,19352,12151,646,254,3799
+,10414,16910,14188,6945,639
+,2224,9502,12120,15074,18605
+,6720,2339,8800,971,2849
+,16639,607,16584,16859,914
+,1241,5473,788,7610,14148
+,17029,19242,11160,16847,10501
+,3915,266,14122,4089,14351
+,1676,449,16933,3315,6675
+,8524,7704,13796,14878,13696
+,9915,2245,12572,12538,5824
+,18422,13213,14478,11055,15105
+,5852,18576,15003,19050,19878
+,10894,18158,16680,18611,19986
+,9616,1890,8175,17996,13820
+,8299,12134,12564,5666,3023
+,9984,19804,7036,17125,1667
+,3075,19288,18296,7937,1271
+,15746,6251,14796,616,16649
+,3310,11644,18390,16271,11144
