OP,A1,A2,A3,A4,A5 
+,8756,716,9438,7277,9701
+,394,8630,300,9081,7609
+,1511,7956,3431,6602,66
+,6990,3623,2457,9413,5564
+,7514,4807,9426,463,5101
+,4918,5334,1655,6968,117
+,284,8332,2668,5299,8474
+,7488,7585,365,9972,7380
+,5977,1388,1607,1161,1705
+,7542,4928,7687,7741,540
+,9653,796,3744,8315,1161
+,491,8891,7877,3820,8593
+,4154,2340,9861,947,1029
+,3305,5256,989,8283,6746
+,7304,2146,7883,5953,6738
+,312,8098,6765,6715,24
+,74,2678,929,6942,7073
+,170,5951,331,603,8657
+,2767,4690,9507,5308,1256
+,1758,1256,3645,3320,2235
+,6715,7082,5660,2634,7305
+,9135,4324,7514,1287,1604
+,4430,8317,3356,806,8926
+,8029,949,7162,6265,502
+,1596,2143,9142,1483,9681
+,8868,7869,9490,3538,6062
+,9365,2828,1719,8218,7816
+,4485,7736,8043,3346,6906
+,9456,1544,9828,459,1812
+,8025,2614,7007,9160,5799
+,5639,5146,8885,2235,8804
+,9370,6378,3964,274,461
+,5232,4194,7609,647,1182
+,4496,6560,3089,6480,3717
+,5686,4014,5503,2601,5920
+,9708,6076,3506,5162,1004
+,2458,4191,1883,4289,4320
+,3411,4831,6057,2999,8699
+,585,3391,8522,623,6770
+,2314,799,4614,670,4449
+,5349,7924,6339,6175,416
+,6734,8281,4200,4507,6611
+,5212,1319,4481,1208,7970
+,161,4440,1690,1507,7379
+,3925,885,1421,5995,1841
+,2822,8244,3801,3845,8352
+,4107,3718,6993,3521,195
+,2934,8783,1742,9802,1283
+,5357,7155,5094,6132,6029
+,8048,4765,7790,8939,4399
+,5934,3364,8997,9946,2820
+,6645,5395,979,6916,8682
+,7479,4784,3243,8900,3944
+,1715,4018,5751,7819,4736
+,2658,3205,1346,4889,48
+,3902,3139,1527,957,3126
+,3802,8985,8993,8604,4191
+,3851,3450,707,9190,1096
+,5472,3269,4741,6748,3510
+,5385,6514,6474,2215,2064
+,8597,4390,1869,1429,6680
+,9393,2513,7673,778,5092
+,822,5775,7298,30,1907
+,2643,454,6219,2596,5318
+,984,1216,6345,1033,5800
+,8688,3490,943,1450,8325
+,3001,5921,7609,683,2755
+,6060,8888,7344,8646,3897
+,2443,6296,3712,7601,4679
+,3310,9251,5038,5334,450
+,9920,7084,3391,7910,4117
+,4353,6390,8396,7632,8287
+,387,649,6200,7725,1474
+,5261,5753,1856,4983,8083
+,9743,9069,2762,4163,8992
+,678,6644,5689,2229,5414
+,7270,9065,9343,7374,5351
+,2415,498,6701,4849,4711
+,4767,7807,2776,227,1474
+,8437,7740,1034,5199,6880
+,9242,4874,2850,2738,7045
+,1254,1145,2446,7012,8649
+,1773,3927,8497,1506,8127
+,7226,3267,1226,771,2098
+,6981,2490,3144,5567,1154
+,3127,3705,7204,9956,4952
+,4809,5697,8316,200,3519
+,9037,4853,2114,4433,1106
+,3990,2744,9963,9229,8564
+,5720,2715,2751,9821,9216
+,2784,6459,774,8938,1508
+,4067,3738,9864,3071,1198
+,2337,3863,3757,5914,3080
+,4508,6474,5125,6449,3166
+,1328,3217,3866,1999,4446
+,5089,7209,2569,1480,7035
+,7112,8371,7870,9291,212
+,8869,1507,6314,8463,3009
+,8472,6181,9542,6832,6686
+,2938,2478,3878,3024,244
+,2452,9596,7435,9890,9363
+,7365,4383,2597,241,7020
+,1147,7697,8194,1997,7675
+,6769,3894,4231,3873,3590
+,4303,9127,9776,2923,5524
+,2950,2736,2816,2723,3934
+,6718,2495,2222,5657,7872
+,5007,2397,6774,6349,2437
+,8057,6015,4021,2536,7774
+,2074,6285,6613,9535,9475
+,7734,6982,7741,5908,7968
+,4751,4794,2224,2728,5780
+,7615,7153,1246,4916,6986
+,1664,9340,269,4803,8277
+,5552,7302,4903,2540,9919
+,4627,2343,6560,6853,2266
+,4939,5913,9949,9446,6762
+,192,3762,5909,4029,8183
+,4172,4753,7202,6048,816
+,4481,7945,3573,3221,2712
+,4127,237,2677,7545,9499
+,8066,8562,4058,40,9624
+,9136,9239,3890,6305,5104
+,8012,849,810,2043,3901
+,9837,4021,5374,8352,9762
+,3477,7717,7376,8514,9412
+,9925,5387,6716,8537,1460
+,5620,6656,8439,7441,6309
+,2375,5359,9350,408,3775
+,4470,3202,5363,1984,6968
+,9325,3284,6145,2061,4135
+,6579,9861,1795,9530,5059
+,4364,7614,6751,4541,3486
+,9558,8952,4770,9433,3522
+,4122,3822,6870,606,8312
+,7032,4637,4743,9141,3200
+,8091,8028,5265,7179,9418
+,4248,9893,5315,7641,8721
+,9516,3917,2110,2421,9736
+,5348,7895,1753,810,1794
+,3724,8805,9363,8824,381
+,2172,9183,4086,3120,6474
+,2243,9369,5104,1891,61
+,1659,8896,2005,5473,2708
+,1486,427,8866,9152,7553
+,1407,5773,4295,6542,1948
+,3426,8291,6156,404,9312
+,7212,2404,8065,6720,7028
+,4049,6937,3565,871,6490
+,9308,1045,863,5615,3609
+,3690,5451,3301,9091,7060
+,5337,7578,7747,7028,2718
+,2479,5272,4273,5310,7984
+,6138,2461,33,3455,5556
+,8156,2598,5567,3381,6413
+,4137,9800,1244,2183,1831
+,3408,9382,5148,8569,3908
+,5207,5830,8549,3568,2470
+,2410,2840,5942,5481,5648
+,1929,8055,7071,7929,9146
+,4124,4346,635,7688,6157
+,1836,3194,117,6300,2050
+,9237,6564,7753,4207,7147
+,6640,8089,3201,3880,6535
+,402,6026,7419,5933,2234
+,9739,5700,3214,4801,1948
+,3933,1716,2199,2893,7300
+,4066,9445,7733,863,5401
+,1231,6118,3812,6173,3259
+,2322,9210,2607,1590,7681
+,3107,4717,7807,3638,4373
+,6149,5396,2459,6441,1253
+,1513,6211,1990,6903,5073
+,4298,7843,4478,4273,2762
+,6383,3483,1755,5817,5566
+,511,4585,5327,8969,2330
+,4543,318,1222,9672,8
+,2802,8334,1293,620,7803
+,1884,9745,8385,2296,8820
+,5147,9385,1175,2964,1531
+,9295,1575,611,7148,4957
+,6133,2115,1088,3711,3155
+,601,5636,1812,367,6635
+,4483,2292,7830,3383,181
+,9331,6486,2341,4567,2094
+,2034,8748,6385,2563,8993
+,25,15,7227,3709,66
+,8461,8948,6198,2894,2683
+,212,8594,2229,1986,9871
+,2892,8636,1756,3103,2340
+,6456,6583,8482,5510,4578
+,3664,8529,9680,6990,1352
+,4861,7413,3881,5529,9914
+,2411,6008,4596,1157,9956
+,9863,603,8818,7786,3337
+,7218,3629,6707,3826,6968
+,1786,5467,130,5947,9406
+,3489,7831,7157,1771,656
+,3437,8661,2344,5382,9805
+,7269,4473,5688,5924,9476
+,6716,897,6790,8353,6489
+,8586,3386,3060,3888,8204
+,4177,5507,4340,4495,2909
+,5404,6549,1547,3934,8531
+,6708,514,4681,6008,4969
+,5608,8308,1397,9668,5598
+,6665,6200,6570,5816,7497
+,3931,1899,9387,521,6581
+,5386,6889,2869,7430,7573
+,7895,6913,4240,704,3045
+,1491,2602,5569,6998,2303
+,5546,4675,2939,9126,7795
+,1144,992,1688,4857,8095
+,9688,8632,7873,4449,9499
+,518,2975,3634,511,6472
+,3235,6028,7593,4467,902
+,1451,9923,8041,214,9852
+,9717,137,1640,9184,8565
+,991,4149,1374,6478,6046
+,9090,1164,448,8504,53
+,8372,7456,1855,3246,6264
+,9517,4732,9337,374,1278
+,8101,6396,1516,6025,881
+,7956,6814,8127,732,1195
+,9316,2415,9691,4500,9177
+,6900,9069,1969,2668,1040
+,7182,1844,5913,7230,6850
+,4910,1935,3082,2084,6152
+,7293,693,5008,9207,599
+,1424,2795,1018,4578,4295
+,5514,9381,6825,7976,3954
+,4955,289,2294,7961,8782
+,6587,2057,3629,5503,5504
+,9695,275,6600,824,9403
+,3658,8731,3852,785,5503
+,1804,9865,8146,2462,9231
+,7825,6682,1588,2640,4207
+,9559,6953,5749,6696,1244
+,5167,6295,3249,2801,6383
+,2707,8063,8138,725,1323
+,1952,9422,8004,4376,653
+,4423,8749,1043,9001,2448
+,7268,4751,3981,3142,4191
+,6828,2741,8275,589,4457
+,3989,6900,461,4205,4886
+,9917,68,7147,7981,5475
+,4642,7021,3832,8854,9261
+,4003,3848,9297,9481,382
+,2544,1793,9858,3507,7809
+,3746,7569,7902,5535,4036
+,1542,2009,6793,6768,9841
+,5311,1099,9368,7964,383
+,2217,7185,1660,6109,2771
+,859,503,4320,8772,3019
+,5193,914,6077,4392,1023
+,1975,2291,7374,9880,194
+,7606,5879,9327,9734,5114
+,6436,2201,3686,7105,2572
+,9673,9141,7308,8477,7987
+,9817,8045,211,5440,109
+,2558,5235,7604,6144,6500
+,7321,159,2415,762,7597
+,513,8412,769,2224,2127
+,4023,5555,3087,6629,2025
+,4217,1553,6120,3093,1304
+,5040,1305,6800,1776,4644
+,2302,4646,3046,3587,4774
+,3803,3397,7222,1575,615
+,5987,4595,5130,3314,7961
+,3029,2225,2751,5129,7322
+,101,5111,4356,9977,4210
+,9403,7973,2609,37,7348
+,2117,6822,17,5864,8600
+,9334,8535,3632,5843,3430
+,3068,836,6641,4116,7894
+,6958,5538,7372,3251,5312
+,3563,9704,281,1327,1491
+,712,2294,4149,2822,4912
+,2352,5703,2513,7451,1996
+,8753,4403,8205,3014,8802
+,3306,3286,7768,2526,2153
+,1574,9686,4709,3708,6386
+,7736,8384,5336,7710,9638
+,9200,6325,16,9564,2476
+,786,9986,2022,9494,8416
+,8645,1895,3588,9018,7700
+,9211,7880,9550,2233,7552
+,7624,746,6917,646,5501
+,4879,8186,9296,259,7201
+,3730,857,5912,7839,3922
+,5950,8299,9175,2959,2379
+,327,4149,9531,4274,3499
+,9056,2250,4792,5321,4399
+,1582,5735,7228,6197,9328
+,9827,5330,7321,3397,6418
+,1842,573,3739,6034,3235
+,9836,5477,7489,8272,8029
+,1145,6032,3403,3091,7708
+,3558,7295,3997,8759,3997
+,1427,6861,600,282,100
+,4320,6376,8246,1284,1925
+,4805,1220,6280,7421,412
+,4941,73,143,6518,9774
+,6916,8390,5923,6314,192
+,4077,8316,6553,5938,5300
+,6103,6161,6117,4161,801
+,8457,334,1041,1569,3501
+,6829,231,3482,8861,6954
+,8579,6148,8538,3506,4729
+,8796,3437,762,8210,2471
+,7513,9675,4736,813,705
+,4128,5239,8868,5214,8839
+,377,3701,3652,7427,2200
+,6277,1267,2274,1977,5543
+,3793,4852,4559,7306,5743
+,1908,5074,490,7596,8616
+,6772,609,1101,2964,1913
+,7828,3925,2172,2509,8587
+,9358,6467,232,299,5635
+,2653,4531,1893,223,9474
+,2597,4935,3135,462,1947
+,1122,9468,1311,920,967
+,4651,5288,7866,744,8984
+,3211,1901,1793,382,8524
+,1152,3949,8075,4499,2294
+,1791,2329,6679,6464,5941
+,2276,2241,9190,4147,3916
+,4075,331,8615,4247,6828
+,3913,6848,6369,6923,4796
+,5022,2248,1408,4173,2679
+,2191,8979,1414,8266,2348
+,4898,3962,510,1241,5504
+,7641,562,481,9915,2111
+,7198,6839,4585,8257,3074
+,2828,586,6420,2810,4189
+,1400,4226,7748,1875,3423
+,1735,6954,4390,7150,4839
+,7581,2676,7145,6535,6306
+,921,9524,7379,8498,8350
+,400,3733,4356,6093,5599
+,7853,6437,3324,4104,304
+,9838,4343,859,1339,3352
+,1635,8661,7079,6499,5925
+,9744,2642,7053,1634,6145
+,8790,4914,5631,9326,960
+,1530,8787,2495,4568,8594
+,7425,2389,3014,8004,3288
+,2709,2873,6180,3991,4795
+,9344,6190,5530,956,9057
+,9466,8590,3281,8166,371
+,1340,1587,731,3058,5005
+,6477,954,3355,1470,943
+,8583,5332,6836,8083,9372
+,7432,4132,3094,3791,6160
+,4607,7665,99,3385,4
+,4858,6697,824,3472,921
+,7839,6403,8353,6038,1631
+,354,7358,8117,6789,9797
+,801,2327,7834,9671,8069
+,3876,54,8146,6590,3162
+,2983,546,7744,5409,4105
+,949,7798,7965,2180,9811
+,9492,7439,8059,1689,2541
+,4453,9104,4265,5333,9468
+,223,9242,122,6390,4155
+,483,8495,3076,3889,9689
+,1007,5072,9414,7993,1038
+,7628,4044,879,7504,4241
+,9750,299,428,8295,9779
+,552,740,3273,9788,4287
+,5548,7101,824,3944,1668
+,8969,6626,8863,3155,7815
+,8672,7834,6586,8787,3868
+,7363,5646,7176,6960,2550
+,3369,7189,7874,9252,5597
+,199,4354,4644,5149,4465
+,9503,250,481,3328,8861
+,5027,8776,5129,7394,1641
+,9273,1130,5616,9960,6028
+,8567,5277,1968,7606,6168
+,7773,4879,6462,6447,9887
+,1020,301,175,3388,5032
+,8130,4593,1916,3147,6981
+,7273,4418,1983,68,6100
+,5657,1419,5629,2806,8426
+,5325,8823,4912,8857,5120
+,7574,2586,4979,9832,9505
+,4589,4641,6951,955,6349
+,4632,1715,9821,9494,1983
+,3639,7314,6190,1608,695
+,1324,627,759,402,1269
+,5574,7922,9331,2494,8975
+,9410,3715,2210,1746,8419
+,6831,7901,8447,4338,1612
+,4265,842,2904,8172,651
+,1690,5210,7723,5630,8413
+,2749,7683,7544,3806,4497
+,4089,1756,6398,3909,3499
+,9453,6829,9783,6415,8948
+,6822,3601,2905,3186,9862
+,2304,8659,6305,5916,5519
+,1367,2360,9075,266,9448
+,4628,2190,7705,7226,8802
+,8031,459,6594,2020,766
+,4700,1129,6995,3782,710
+,1329,9650,8068,9383,1685
+,3839,2107,3680,9122,3385
+,847,3285,546,3760,7047
+,1658,7343,2837,5267,9027
+,217,6191,5624,5002,9266
+,1010,5946,7874,8175,3193
+,340,3477,6982,7241,4680
+,4977,6970,5384,9015,3647
+,720,7617,4369,1116,7841
+,1110,7290,717,8866,6645
+,9108,3639,6587,4094,7676
+,3193,886,126,323,2372
+,3599,5861,1035,4514,9525
+,2290,683,7971,4807,6919
+,2836,7685,3208,3539,9244
+,232,8715,9355,9233,9847
+,413,28,8407,8400,8678
+,9149,2766,3703,3713,4020
+,3847,6894,5353,7429,6538
+,7298,4159,9925,2992,5664
+,3440,264,9693,8254,9696
+,7257,3653,9451,3018,2869
+,1186,5308,772,3668,619
+,1072,218,6044,1424,347
+,8314,9473,5813,2362,4251
+,9171,3420,1086,1817,1882
+,2003,354,4951,1860,6063
+,9391,1278,5327,4451,2879
+,9989,839,2673,8838,1454
+,2126,4087,6220,2381,9370
+,2936,8060,9453,8587,9938
+,6678,1678,3477,7923,3207
+,3455,3439,3638,5233,2616
+,3620,6305,9192,3158,3539
+,2279,3539,5981,7989,9463
+,6190,44,8594,7336,461
+,9274,3395,2041,3007,7911
+,5102,7972,9068,4128,8109
+,4362,3546,5651,6015,4336
+,6319,1320,8102,2043,131
+,855,6398,267,6737,3412
+,969,1095,7220,5305,7979
+,6017,5788,2164,8834,9480
+,479,2269,4776,4355,9347
+,6110,881,2138,5267,5554
+,7851,6912,7666,4620,6839
+,3267,9052,1486,4333,4912
+,2808,3846,8426,4947,2644
+,4241,7119,9949,5224,7477
+,4002,4034,5531,8507,3198
+,5395,6938,6254,4617,9883
+,6154,4374,437,2782,3172
+,5759,9371,7366,561,5120
+,2388,9941,3829,7981,1442
+,1381,3927,357,3750,4308
+,7975,6425,4676,676,7180
+,4419,9662,2292,5907,623
+,79,3018,6454,5189,2137
+,4529,8758,3014,5667,1183
+,4524,920,3214,3650,1330
+,2886,1974,8023,5999,4767
+,1800,8248,5734,4964,4554
+,2896,1863,9958,1616,2392
+,3917,8437,4019,6619,84
+,8294,3592,7906,3372,3198
+,9651,6137,2101,7233,3079
+,4261,2536,4196,6727,3626
+,8982,4963,2412,7494,9359
+,5115,9348,4450,4423,5763
+,7539,3882,9388,2102,8600
+,9104,7010,8689,8825,8107
+,8555,3009,2689,2335,6826
+,2920,4766,91,2619,607
+,6166,6783,6101,6835,4777
+,9438,5342,8122,3863,3128
+,9223,6852,4903,6924,5251
+,4625,9784,6857,3005,2449
+,8381,8956,3204,3133,9337
+,5001,2779,6865,4008,7083
+,8948,5609,6602,7035,9022
+,4771,9294,2334,7844,1879
+,7725,6964,7689,3652,192
+,2928,3684,5705,9914,8974
+,9538,7050,4130,1701,1078
+,9531,1226,8000,5327,7786
+,2486,4281,5563,4378,1127
+,3540,140,3193,7343,9299
+,8440,6530,2988,5248,5461
+,5917,8662,3461,4549,6774
+,9701,7972,778,3599,8235
+,375,1111,392,5974,509
+,7834,410,3931,9973,7872
+,1646,7643,4518,2120,3701
+,7958,647,8259,3773,5551
+,8353,7634,6655,414,6413
+,8786,3956,8518,7955,2020
+,2788,8808,9742,5510,3434
+,8662,3539,7794,2323,910
+,6632,9855,1196,5348,8550
+,9181,1507,2574,1089,1257
+,4209,613,6432,3693,8282
+,2960,3084,301,5796,8724
+,9864,875,760,4907,1209
+,5833,3271,4282,9935,5109
+,3807,8956,4258,730,755
+,8008,2973,5467,6562,3903
+,9392,8501,5959,7263,6952
+,4915,4745,7367,890,2949
+,5332,3393,5069,5576,6828
+,9675,4827,9034,2254,3863
+,5743,7371,8362,6896,6175
+,8356,241,4197,2405,2561
+,3219,8561,1680,5864,9203
+,1941,5157,7899,7184,9108
+,8397,7042,1035,3669,7281
+,2743,4849,9160,9400,5135
+,2112,2525,9045,3219,181
+,9573,8364,1279,8323,4344
+,3196,6491,1696,2458,7595
+,8977,6840,1699,4364,6502
+,4580,1698,431,6838,8684
+,5919,2188,7849,1654,215
+,5435,4588,8666,6793,1850
+,5781,5878,7945,3362,9333
+,8947,2292,6738,7744,9851
+,9429,3396,5380,5623,2680
+,271,6281,9175,9025,9749
+,1028,2869,4975,4644,1403
+,9210,2438,9528,5172,2763
+,7786,462,3186,3204,3684
+,9913,1561,4160,999,7369
+,45,5637,3440,488,125
+,8096,7998,6250,6230,7484
+,3805,9141,793,3760,5134
+,2574,1868,3721,2207,1393
+,2633,4380,5254,7643,2044
+,6463,2088,485,7677,628
+,3763,2636,6731,2236,4995
+,6871,7436,1825,8970,5236
+,6234,8807,4145,5855,6892
+,7431,3712,5399,5123,400
+,1986,4823,9176,5318,2314
+,6754,7482,8780,7197,1654
+,9756,7965,1333,6463,7485
+,5307,3886,7362,7082,9156
+,5199,3233,9609,956,156
+,7372,9030,9730,7626,8833
+,3937,5756,7630,5079,3337
+,9622,8113,7212,9512,8131
+,2684,2646,9068,5881,2128
+,3506,3736,4455,5852,2802
+,5750,657,5227,5232,3695
+,4235,9730,5953,5330,171
+,1280,9256,5547,8767,5089
+,7845,7227,6388,9568,7151
+,9474,6862,7286,2664,9320
+,1811,9315,5996,6103,8098
+,1720,613,6006,2680,4733
+,6821,5728,9132,8364,1853
+,3680,1197,286,584,7594
+,4656,673,9545,5853,7684
+,4313,7337,4707,869,2574
+,2048,1005,7717,8308,7362
+,5069,3787,4144,9994,6622
+,1807,6928,9638,3704,6389
+,4063,7164,9886,6605,9207
+,4537,2811,2516,5323,9518
+,5491,3416,53,1885,5643
+,8118,6221,5586,5559,7977
+,1443,1250,6668,2575,5790
+,799,5132,6046,8908,7859
+,3959,3960,6038,6928,915
+,3153,1027,3371,8659,7933
+,2811,8779,7393,7946,4179
+,5422,9017,2911,998,6620
+,9655,7840,9502,9585,3866
+,6465,7554,7473,7336,9209
+,3986,7774,8959,4044,8463
+,2630,7455,1668,1792,8383
+,1959,2804,9006,3527,3013
+,6685,6886,3633,227,360
+,6058,4239,1833,6564,4774
+,5611,4794,9300,5324,285
+,4844,6076,6601,1654,406
+,4724,2870,261,253,9178
+,9602,3936,4409,7966,1463
+,257,154,4814,3703,4789
+,7672,7306,6031,143,1582
+,1327,2566,3664,9010,2271
+,7173,8550,116,7753,1985
+,1661,6198,6267,6037,8694
+,9230,1485,1645,1288,1290
+,3740,8713,1348,3278,6200
+,7600,8630,488,2793,7820
+,6810,2976,7978,2956,1741
+,5452,6159,6765,5052,5467
+,5559,1780,2210,4677,7032
+,7243,7244,3105,3474,6908
+,7404,2756,857,7370,2461
+,9004,8546,5188,6904,2845
+,6814,9253,1791,6918,2516
+,7873,4364,9396,8731,8200
+,1251,357,656,5871,3491
+,1557,891,390,6768,7508
+,4480,9755,4100,205,4979
+,3294,1574,1767,342,498
+,6494,9916,8049,6039,9108
+,2152,1053,3689,9462,8756
+,6113,9257,2589,271,7079
+,449,4629,168,6275,4776
+,8787,6486,7074,3234,2965
+,7338,3625,5988,7656,4621
+,2177,6309,6735,2963,6720
+,256,6926,7174,4667,5802
+,3927,2729,7170,3180,2171
+,6517,6650,9882,1768,4730
+,3709,2078,7142,1480,2020
+,9440,8140,9844,4308,9257
+,8108,7625,5579,9897,1035
+,3673,4649,3924,7358,9952
+,3142,8172,556,8880,2
+,2598,8262,8864,9574,3864
+,501,5919,3468,3549,3820
+,7855,738,4690,6512,3719
+,1621,6142,3114,7368,2843
+,1426,6835,5088,9191,8155
+,1244,5249,4636,4301,5802
+,2136,296,9645,9208,8112
+,1677,7284,9278,1909,6332
+,8197,8234,6485,9707,5617
+,7920,7295,2282,8047,858
+,9512,2923,4365,4423,5032
+,1534,8892,943,1325,2631
+,4742,9743,589,902,4394
+,7971,571,5657,9099,3807
+,5494,2227,9879,4445,4939
+,8687,3426,4054,1379,9539
+,9934,5796,4103,9,8014
+,3834,1527,9605,7554,8514
+,7144,511,1507,8717,9422
+,5367,5135,6743,2400,8294
+,2613,8420,5963,2737,3506
+,2922,8743,361,8845,9058
+,2467,4151,5114,9326,1117
+,9476,9431,4442,7381,2886
+,6653,7807,1922,1104,917
+,2830,2892,3915,4627,7954
+,6337,9394,341,7179,9676
+,3693,9759,1611,7470,693
+,8983,5859,7098,8361,1182
+,6978,2824,8454,9895,2115
+,6098,5254,4513,3950,7778
+,2645,1137,1545,3251,6266
+,1831,3679,4233,444,4980
+,2370,7182,9283,7515,7088
+,9351,5790,9099,5580,5269
+,669,2080,808,5544,2802
+,8906,723,7027,7290,9528
+,7063,9910,4525,8518,4612
+,6401,7449,6503,2346,8082
+,1087,1733,7709,9761,6288
+,6970,3105,6241,9228,464
+,5462,8440,178,81,1477
+,7900,4278,7890,9104,4401
+,7296,8424,6661,3768,7884
+,8229,7981,5969,6322,2430
+,8880,6329,3329,582,1196
+,9105,2004,2698,1467,7320
+,7760,9632,7653,4125,9950
+,1694,7096,4703,3755,4055
+,3223,9925,5425,487,3692
+,9348,3140,1389,7115,1556
+,3499,5010,783,7859,8648
+,2321,2778,4985,5720,4156
+,5236,4304,6504,290,5766
+,2157,74,608,3458,9610
+,6192,4835,3992,4536,2193
+,2535,2353,2288,320,9723
+,4646,9040,9875,4046,9831
+,5600,5162,6103,6393,665
+,1910,9782,5176,1550,6543
+,7743,543,8102,1482,9973
+,3036,1968,5132,8346,884
+,1673,3730,2710,3955,4686
+,7520,6099,8745,527,1816
+,2065,7823,806,3848,1114
+,2052,1285,8462,1122,1466
+,3569,1923,2051,2737,8307
+,8733,4556,2769,9914,8793
+,1616,2947,2231,7208,8155
+,5940,5993,292,3487,5412
+,2503,2787,888,7468,9610
+,5604,8984,5362,8965,8449
+,8988,6847,552,6643,446
+,1871,8921,9126,699,5930
+,4144,7608,4448,8258,9209
+,729,1753,6396,8249,5240
+,2098,5759,6008,7195,5756
+,3468,1744,9543,328,1656
+,4558,6169,6033,476,1116
+,1092,2630,4641,872,5565
+,621,7553,1961,8239,4892
+,6628,7071,8782,4140,6201
+,3157,85,4684,8892,8805
+,3470,2724,5356,9102,9572
+,6551,2755,9636,5596,2449
+,8736,8472,3917,9739,5790
+,9800,9449,1612,5759,3277
+,1527,5645,1362,6717,1632
+,259,4602,4895,7453,1136
+,9339,8680,169,7106,3037
+,583,3620,339,7821,7663
+,7209,5574,6736,871,5622
+,1283,5334,2821,5722,9948
+,5454,3760,2370,3616,7875
+,4027,5635,9309,3129,9305
+,7445,8048,7878,7589,6603
+,4943,3102,1341,5812,4081
+,3160,7848,7205,1238,925
+,2037,7178,6664,5859,3622
+,1296,4972,3762,6195,1586
+,431,6023,3443,5666,4461
+,4673,3422,6671,5674,134
+,8751,8542,5022,2871,4552
+,8204,995,8305,567,6843
+,3706,1444,6065,4187,9461
+,49,7031,9353,9155,1284
+,4947,6166,3679,6312,7795
+,5569,2993,3657,2069,2354
+,1496,4622,4508,768,8046
+,9729,1052,8289,3700,3559
+,1487,1580,4642,2422,2692
+,2457,2098,1059,5680,7185
+,7763,8893,2487,8131,1632
+,6500,9921,4282,1952,461
+,753,5410,7627,2315,5009
+,4870,7509,9146,5051,4785
+,3964,6268,8546,8105,6919
+,7519,1506,380,9337,9375
+,8454,5152,4370,7934,2380
+,5036,6965,9207,4770,7881
+,5043,737,2557,2417,2474
+,5018,4324,4035,2842,5082
+,8973,3014,5746,6067,8311
+,3007,2738,4657,5076,4590
+,7683,6199,8207,2856,4225
+,2710,2672,9960,4564,1120
+,1047,3029,5287,1362,7564
+,3894,7389,5342,8813,3840
+,5633,786,1726,9056,1862
+,7980,4526,7063,8751,1024
+,2758,6700,8755,1530,4373
+,8598,9313,1163,2723,7882
+,5172,9738,9509,4516,2432
+,3163,5437,7639,6810,6927
+,7899,6235,5156,6856,4581
+,4791,4086,5172,3444,5325
+,304,8547,1669,3397,303
+,3365,4386,4342,1714,9338
+,3699,252,9293,9492,1380
+,587,4614,369,9908,5185
+,5650,7495,9863,2412,4908
+,1421,3536,2733,9239,7665
+,6799,8581,8179,9324,3624
+,1276,9729,7530,6116,2737
+,5373,3387,7629,9155,7476
+,8692,3511,8620,3721,8691
+,6176,5979,5916,7607,6048
+,5861,4001,5522,480,7238
+,4906,2474,6646,779,7682
+,4923,6697,8160,2380,9569
+,592,2584,4441,7487,1426
+,4059,9027,6748,8329,8352
+,8064,1993,8312,7376,2775
+,2142,2583,3807,4714,4963
+,8480,8721,4826,1854,7722
+,225,1435,4528,1307,5239
+,8125,5322,5778,5751,6240
+,4236,3353,2098,2992,8321
+,7426,9574,7194,2336,3894
+,8422,8344,1230,933,5697
+,7938,7604,9157,2229,2118
+,3085,9320,9673,2639,4426
+,4030,9668,7004,6456,9871
+,9042,2816,7805,5476,5186
+,5270,6708,888,272,5335
+,361,4419,1272,1878,8561
+,2965,4373,7550,5356,7577
+,4359,5335,9299,5178,50
+,1191,8697,3167,9785,4046
+,1373,3996,7288,4716,9336
+,9493,9287,9115,1525,9096
+,6885,4664,8768,3716,2022
+,77,1007,1801,6564,7871
+,2008,6721,4586,4321,1302
+,8741,5762,7365,5604,2607
+,8174,9899,5463,9434,9269
+,5881,2055,6677,1515,6872
+,7178,6481,1346,6693,1945
+,5323,5740,9987,2918,3043
+,4762,6075,5884,379,5933
+,1222,291,5639,2847,2949
+,989,8654,5237,4473,2635
+,687,1456,2512,7707,613
+,4201,9362,4617,1446,8582
+,3836,6450,4003,1575,5179
+,2508,7284,8672,9444,4372
+,5512,9327,9491,658,1099
+,4079,7069,9530,9776,5460
+,9714,4524,2726,2323,8316
+,3071,1329,4586,5364,4419
+,6464,1938,4619,8348,9624
+,6226,7166,3461,574,1139
+,3226,1372,4739,6720,5104
+,3139,4902,391,1137,3341
+,6986,4425,3014,3562,532
+,5434,8721,7126,5327,9618
+,8254,7331,6259,7680,8236
+,244,3205,1280,3878,5732
+,2206,9088,8685,8297,5515
+,2497,2701,3726,7285,9438
+,1002,914,8468,2820,6346
+,6105,8062,3771,2764,2188
+,7320,3349,4029,1367,2188
+,5351,7702,8952,4647,4136
+,7762,60,6561,8811,9735
+,2619,8638,1535,8616,7740
+,1509,8917,8764,3853,9776
+,3535,4996,957,4793,1422
+,6309,1743,8503,7671,8455
+,9243,8296,7370,2293,9643
+,5575,1166,1163,8608,124
+,9163,5475,709,6673,2511
+,7653,5224,6293,192,1198
+,748,8619,6603,8671,3862
+,8866,4047,1122,5333,619
+,5900,4190,9902,3553,8671
+,4357,8129,7218,4401,2055
+,6199,4568,8548,8475,6777
+,9010,9904,6896,9360,1423
+,2781,2795,7316,2590,3738
+,1990,7611,9796,8461,4676
