OP,A1,A2,A3,A4,A5 
+,11564,23690,27906,2491,5011
+,40591,49946,11815,32563,28683
+,15088,2766,7205,18986,40574
+,17246,44599,16593,44440,7850
+,41742,12160,30862,39420,42757
+,2648,48448,46504,28509,24747
+,4387,9726,11601,5147,39755
+,15819,35268,27037,19510,26688
+,5442,18679,41496,4354,40224
+,36313,20185,29068,12819,23303
+,20085,9762,7590,43982,39302
+,43553,34157,34758,14836,15755
+,40675,41125,2644,29304,27019
+,32102,4168,26502,26321,25255
+,45623,30248,41646,34564,6049
+,8116,19663,49113,12758,48747
+,19841,31165,27402,47137,47193
+,13885,32777,5855,21187,13862
+,7427,43782,36950,17919,9937
+,31776,29882,27052,5075,7446
+,44005,27110,15745,4680,13186
+,24674,45287,28252,15532,22662
+,48572,11869,17034,5179,48595
+,36570,42948,44560,38206,29102
+,31372,34413,4223,32302,23194
+,26037,30617,41647,28341,834
+,42865,31659,30117,38631,49067
+,19895,40890,21646,38714,13681
+,47419,9865,13469,27172,1950
+,21879,3136,33637,5832,24730
+,48340,16757,30858,7231,10997
+,12165,16946,18671,20670,44935
+,38859,41144,1566,42403,33542
+,37768,38344,45116,27899,41240
+,43336,9534,3548,17404,26698
+,47606,9779,13901,25824,10578
+,27862,29004,47189,24640,9745
+,7843,42344,24760,43473,6487
+,20409,872,43523,28610,5737
+,40219,30467,12382,27439,11972
+,38467,29375,39284,14680,30446
+,10775,27715,13506,33813,6017
+,38196,49609,18146,5634,46049
+,2158,24393,9465,13851,42592
+,43353,20205,16250,33352,48255
+,13245,13546,9449,19224,45783
+,18843,45749,33893,28493,41400
+,17711,49462,10327,6412,44940
+,26036,14798,10225,5468,3506
+,27803,24547,1426,32709,3031
+,42219,45823,25534,8741,12874
+,33249,12451,15359,39415,4566
+,39532,34028,21794,41668,12406
+,16165,1396,3459,30105,41796
+,48167,20880,42106,44283,28659
+,8056,10251,24961,47367,8605
+,20069,21323,32211,11673,158
+,48985,2093,46254,10541,3000
+,10978,20878,45797,31590,41107
+,16903,45255,5374,36805,46624
+,35931,49167,48666,15825,7224
+,6386,16522,33601,37636,19618
+,424,4298,36147,39540,39970
+,12800,40350,40504,44130,29376
+,23861,38449,7219,37934,33974
+,33531,47279,10778,19533,19930
+,16008,42169,38435,22168,6227
+,10406,29263,13725,48921,10608
+,20450,47570,39243,8688,43605
+,2649,44975,22591,37639,17800
+,46324,34086,21291,18905,34029
+,32636,5479,16655,29932,41341
+,24445,19938,4234,16952,17483
+,38784,37065,30571,21704,29495
+,1005,44823,10475,10372,42938
+,28969,19330,19926,15389,27240
+,43628,18788,24716,5045,27279
+,15917,24541,48057,39137,24148
+,25466,44721,29734,14023,4092
+,27092,17887,14322,8463,29483
+,14278,18474,37281,4651,18746
+,22799,32541,24196,42626,35520
+,17033,42755,1958,49898,37908
+,48508,41895,33106,10892,10317
+,46357,28168,49007,44530,1230
+,13774,11669,43714,39633,27736
+,38742,18529,30792,44869,37240
+,21890,3010,9032,39196,32468
+,35543,3595,38682,27784,3299
+,8266,43484,27648,3030,21601
+,5557,31862,4258,11851,3712
+,3955,13593,8829,13741,5200
+,28001,17864,37724,43134,47120
+,28547,19232,35924,19824,27211
+,1710,15544,19011,37951,24921
+,25249,16523,21426,25489,48159
+,44425,38954,24945,11255,33669
+,13028,42698,25490,19464,41886
+,3664,6078,9197,40738,46780
+,22279,24446,45452,11305,28395
+,44283,15854,12226,7768,27433
+,46751,45348,36473,31664,5168
+,41107,31515,16411,17035,15693
+,37173,38826,8820,2913,49542
+,3351,14328,4893,19596,35920
+,42425,24538,4507,816,44558
+,15263,7946,38423,44599,9427
+,48063,26560,34523,35599,45348
+,10164,35712,37872,10602,40350
+,31286,31330,32417,5103,41540
+,6436,28427,21069,10641,41818
+,10424,21059,15025,47203,37682
+,30895,9277,5827,42383,25330
+,29958,46760,42092,259,15156
+,32292,30146,18503,41428,29334
+,18945,4681,39052,47393,17459
+,15699,25576,33949,39515,9378
+,19796,32805,12629,36416,36214
+,31129,18999,9337,26211,30380
+,41944,21746,49356,29247,26444
+,31930,36016,18435,3965,7034
+,15072,19314,7279,20842,24794
+,9517,14422,17498,1721,42861
+,46326,15776,18110,6817,3320
+,15227,14213,31950,44189,14873
+,626,28488,1489,41223,48307
+,7264,18214,7840,20113,22983
+,8631,46920,6468,17157,3995
+,33976,34988,5998,40674,39560
+,44833,10571,3970,46542,49095
+,12576,2854,44477,8669,10538
+,22774,39472,15922,31232,322
+,42948,18528,38685,28811,19472
+,44690,37518,46695,8151,49825
+,37576,7345,4320,3288,24234
+,23704,48481,11397,6846,1824
+,44412,42053,38514,43496,31219
+,40730,47504,26860,10678,39652
+,33035,23959,21213,4482,41547
+,739,8403,48520,48824,32366
+,20246,24001,23313,37228,36375
+,1043,20298,48166,33574,35873
+,11901,12867,18864,30928,237
+,33526,4102,49514,22853,31783
+,4616,38784,16815,41103,44608
+,29782,19970,35938,1342,17653
+,36443,21284,9393,33345,46107
+,25328,22303,31799,48008,26277
+,28680,542,20490,37592,31041
+,32317,38341,41351,8669,40873
+,36493,26821,11916,31084,27309
+,21576,18618,32341,26880,49836
+,13724,2997,32443,39941,11929
+,45989,21086,27773,35687,37613
+,41418,48834,6288,32131,8195
+,10519,24588,24925,46644,5467
+,26589,17909,28900,19813,11606
+,13478,9125,4118,5897,12924
+,43700,22169,32336,13263,49626
+,47156,29399,38829,45784,22423
+,42618,7019,25180,39722,8900
+,44246,29740,34382,21061,17137
+,13394,29053,28864,45940,2412
+,44508,19899,38470,1178,4923
+,15110,28014,49308,48912,26753
+,32454,10254,29007,39154,42884
+,19347,7954,36150,19808,26226
+,33943,5735,18422,31047,39557
+,21787,40345,4064,36681,41224
+,34529,21621,27539,46506,27060
+,16298,11566,15181,27444,9762
+,8644,38485,43646,31900,41970
+,8909,3099,28451,45845,27094
+,37763,9589,29775,1227,14437
+,12838,40069,34211,38507,38007
+,31826,11896,30513,31962,34002
+,35534,1912,3750,46236,35071
+,24738,34967,21243,2391,48100
+,18178,25762,25781,18366,40476
+,48315,35054,47134,44047,17892
+,5180,29627,37976,44307,22314
+,27032,6375,27609,49246,49008
+,28598,9667,49861,10278,40109
+,44824,40625,12143,12643,29499
+,27947,20197,46244,27594,17279
+,43074,23729,32101,24329,18105
+,32728,47031,34457,8203,22396
+,33301,19045,48037,16161,3411
+,44387,13109,31228,4146,38375
+,36395,29524,8142,40266,16190
+,7223,24504,49105,30556,45863
+,652,24733,42561,10020,38319
+,23762,11090,46525,10300,43353
+,47015,21780,18086,26786,36399
+,4802,28708,19140,38996,30763
+,22457,26823,3712,46848,44660
+,48009,23778,4869,19443,6767
+,1787,39993,40756,13559,2698
+,23828,13653,3833,12536,13644
+,4332,42092,22261,26318,16840
+,14527,2490,49484,5176,35603
+,20215,15514,45353,18777,27037
+,20811,2379,11721,44260,33609
+,20374,21809,45557,30383,18518
+,23569,40648,20318,6185,36158
+,34464,6485,4535,13891,44581
+,45259,12042,35280,38031,6847
+,27941,25528,30120,29810,8900
+,16499,824,14701,1052,30884
+,30754,19353,8091,42491,10092
+,47379,33943,10568,48206,32124
+,45149,48086,46488,43022,4738
+,27040,39153,4236,2641,34757
+,22744,25246,20696,27424,39217
+,31721,5480,43,3102,21338
+,6499,6566,48921,46470,14237
+,4644,36018,18339,13232,30588
+,46351,6291,13238,28978,23847
+,47935,46337,43030,48427,4968
+,975,36041,46354,3900,27822
+,43106,42208,10505,37108,34879
+,6762,47381,42024,14627,34228
+,30995,8776,21550,25469,13036
+,21578,48236,36853,37772,1568
+,48849,45976,17200,17116,13338
+,33850,25237,38881,24903,43126
+,42310,3528,2979,47585,15756
+,14323,47668,18997,49690,48083
+,12961,35419,28612,19054,0
+,13294,41389,11547,23154,31808
+,30515,23203,6671,26798,26920
+,29534,30403,1626,16271,39989
+,7236,34158,21599,40019,17835
+,21445,875,17309,24031,47592
+,21061,36765,4535,32768,21457
+,35276,28376,31127,17020,29062
+,30802,69,32396,30941,4715
+,42456,47641,8704,47008,1003
+,5363,33519,35570,21825,47785
+,4385,16190,262,31231,43921
+,32098,9333,21984,27323,26443
+,33280,27455,3946,38755,6240
+,29653,21642,3423,45770,8928
+,48832,30752,31707,26847,46746
+,31162,30355,44872,34836,964
+,842,41671,17763,28365,48862
+,4333,25252,22410,33900,24397
+,35427,20617,46658,3516,48700
+,3421,25691,7411,33026,15338
+,14526,30708,24033,19558,33961
+,30999,37747,40958,10183,3714
+,28119,46442,16111,37714,9695
+,1629,32388,40847,29972,28498
+,30749,1544,8437,31293,45413
+,46067,27711,39719,35666,2795
+,11561,4578,28131,8512,17798
+,26764,12785,36971,49531,161
+,15359,20505,6286,8144,11776
+,5822,40230,4827,26813,21742
+,17812,38111,45691,33336,39243
+,104,8569,32781,45124,22542
+,37450,14092,33445,21984,2580
+,34396,35161,25884,28314,40632
+,32890,6003,18276,40855,28996
+,2941,9310,29874,47414,25935
+,17079,45398,9783,23738,26353
+,4999,7013,24525,21258,7651
+,28606,24170,47568,47044,17698
+,8712,10522,48981,9780,44524
+,11918,4737,1151,8669,17499
+,15754,25672,39930,18377,44473
+,41496,47866,37493,43700,29017
+,15115,46171,35812,120,7948
+,11807,8869,12088,18985,11094
+,7275,1671,37879,11785,15324
+,31294,31667,46231,49623,46452
+,49078,44654,19548,19942,12960
+,46725,11053,35574,41010,40204
+,6797,3233,12385,45455,30431
+,326,44942,41021,35152,28005
+,29614,22393,1365,26760,12162
+,7301,11965,49113,38674,718
+,24708,9160,3493,29097,3972
+,14685,15134,38229,27660,9967
+,20312,5376,376,49288,32944
+,37362,20018,34909,21299,31283
+,15863,21157,17789,12936,45334
+,11404,12166,47877,19693,27436
+,2964,14841,42114,43562,7064
+,10917,3893,20097,45758,23999
+,20919,8155,24126,3863,36195
+,26657,47053,39510,30941,34486
+,28411,22938,49587,1598,18755
+,41225,46835,36238,19134,24789
+,22568,29528,9547,41204,11475
+,27962,5141,22966,24687,26396
+,49062,7768,10611,30384,22899
+,16846,16173,28062,21702,11583
+,14928,13532,36282,15955,40049
+,14040,24233,2700,41517,28094
+,23549,16317,22524,13192,22812
+,5802,8334,11403,8304,8044
+,34025,1888,23112,31691,2895
+,38986,29850,40783,31956,43276
+,11822,21898,17755,44027,5468
+,20291,17349,24074,6796,8430
+,41781,3761,1976,18764,22073
+,8791,27163,11573,18760,39414
+,49880,21397,14892,16660,15483
+,22835,7343,27665,34622,3972
+,21183,527,8480,29848,16393
+,3953,15192,19388,7258,391
+,22904,9481,48433,21376,25693
+,15499,27763,9647,44212,34497
+,18983,17206,31967,18513,42014
+,14723,32974,12056,49821,18386
+,17601,12190,36792,32324,7481
+,49235,31203,49788,21818,25901
+,30926,37578,47748,11873,26471
+,48831,38112,5255,45467,26570
+,43223,25837,5529,1023,46038
+,32943,37677,4322,19861,5991
+,13620,3169,29450,37398,32129
+,21417,36071,2242,31752,841
+,8647,20506,17070,10190,12810
+,39919,30228,17926,8254,39483
+,7821,25777,30276,4136,42796
+,43847,32141,49181,34643,25091
+,15513,6627,28801,28256,15354
+,25859,5239,35240,49602,22017
+,29839,2476,48437,45865,22473
+,15225,28063,44396,37103,19027
+,14531,23643,5620,13277,6049
+,26218,12430,42491,30839,190
+,8772,28503,10086,9630,16015
+,23399,24634,27050,11551,17672
+,13560,42560,34833,48716,47873
+,6877,48589,3629,45073,26485
+,10877,48879,9960,27987,12376
+,9920,49745,44100,42359,16660
+,21800,896,2348,36454,14282
+,25531,32528,32818,47391,26042
+,46119,27873,27843,27753,35801
+,26285,33690,46817,45493,22294
+,30334,9806,39385,1757,22262
+,20684,43697,17709,19129,35740
+,46924,49770,7329,5986,43152
+,49890,44965,20929,49597,5731
+,34912,33726,6394,27785,7368
+,20501,14467,44474,4592,42805
+,48325,45874,26875,37466,35047
+,42384,34811,34007,39931,8572
+,1734,5952,42995,8634,12818
+,30328,46663,27151,38042,8536
+,39570,38108,32413,5131,10903
+,49363,2775,8009,26312,48732
+,31572,20374,45906,46866,27920
+,45920,10576,14271,33947,6265
+,37917,9738,4853,38,11195
+,2755,40731,36976,38134,27301
+,48916,493,3390,32889,13150
+,47793,13824,16508,28821,13978
+,11748,15101,26094,42118,21011
+,15061,10885,27607,31667,8291
+,3091,41838,34740,31992,28405
+,13806,9141,49823,27230,18139
+,3658,33993,18796,47678,36883
+,34860,13936,37367,23837,29641
+,3191,33014,6958,3541,6644
+,36135,6250,49022,30699,48922
+,9712,36651,44294,39600,49336
+,32020,14762,46198,42954,38811
+,17744,26090,2640,17876,19747
+,21454,31846,46524,47333,46314
+,21898,48210,39129,15212,26038
+,49757,43888,35986,2173,30182
+,30672,23640,49821,25257,30454
+,28685,7810,33648,34759,13576
+,42041,30492,11801,47552,46287
+,29670,11993,29623,615,43151
+,44077,10470,4891,40541,27467
+,33586,41326,36701,1579,22247
+,39819,33207,13945,48771,15318
+,48745,25256,34370,7741,22806
+,23586,12458,16667,14280,46961
+,15924,18638,35657,30979,7167
+,22450,3384,44759,42133,33748
+,45238,20192,2348,15858,37949
+,35323,18017,33717,39606,31104
+,20604,1201,3294,8285,29552
+,15472,27220,16218,40614,11939
+,44972,45060,41674,40896,1859
+,15693,29346,3574,47334,32124
+,21463,25635,39899,15954,10143
+,44796,43444,12393,34524,16810
+,14589,17709,27256,49420,13780
+,27978,33611,8752,47053,35208
+,12409,27632,11162,46448,19143
+,11972,34614,44283,35809,16779
+,39330,11373,46929,29710,6533
+,23472,32207,35388,38933,44096
+,2161,2352,39047,4814,20239
+,27273,48447,47773,10477,15876
+,24566,21253,49684,45910,8535
+,43936,42876,3895,29127,31182
+,10834,43023,2143,14292,41263
+,38164,22186,44904,30079,2474
+,29886,3829,19436,33788,43332
+,28065,46994,18493,28993,11380
+,19757,4329,48764,1685,5221
+,25615,2026,40907,20311,38634
+,8486,22387,16953,40844,33423
+,42968,37211,17212,28951,479
+,10300,8271,15092,25800,28808
+,30556,41543,16543,3204,28948
+,35307,42264,24182,32146,9825
+,41763,23076,39553,1274,21198
+,45537,44824,3904,27886,37506
+,45466,1218,29187,2804,40594
+,18564,32116,10955,24200,20834
+,813,24881,22901,48062,20073
+,13905,32841,22641,29486,25335
+,8146,16406,33560,44317,15996
+,48465,18575,20857,35268,12245
+,8858,46759,26949,13290,47145
+,11346,28507,39041,8274,29850
+,48587,15170,3799,22758,25868
+,11793,27252,40134,41028,8943
+,22149,21592,32246,49765,17823
+,38791,14173,38809,12584,26244
+,29450,7637,28877,46975,37342
+,5815,2916,15869,7787,16759
+,47886,28747,2461,4796,2922
+,41876,14563,18305,23524,4642
+,12861,2339,19029,45940,30742
+,5726,32262,10040,3792,28030
+,6631,40737,1831,13698,14813
+,47184,33153,31729,1130,23109
+,13076,13345,22923,25807,17554
+,34384,16184,41190,17475,13991
+,34825,20996,29351,45739,6970
+,20943,19353,42875,24332,40799
+,29894,25027,7452,31249,38942
+,30318,20222,15411,10861,2555
+,43234,39437,15600,47029,37520
+,24547,23627,19740,49538,13335
+,49474,26629,25574,18693,48940
+,46112,15591,45795,32019,4563
+,37595,34718,34591,10401,19241
+,33676,46014,26154,27813,24885
+,2348,15929,9881,37632,37553
+,40934,21258,21051,1705,22132
+,6703,33821,1346,35089,11332
+,9806,30889,39848,10964,19106
+,8807,19788,18479,46700,45127
+,12950,32786,48135,18562,39133
+,9747,29750,44109,45535,7028
+,38191,2769,30207,29339,18157
+,5773,22115,46324,26816,3749
+,22205,21001,11560,23761,684
+,43552,19021,348,36459,9873
+,14371,15235,28509,17869,38033
+,33410,20770,5791,991,564
+,38437,16787,41296,22622,32726
+,23930,21689,12740,47175,45166
+,36653,1709,44210,22332,38419
+,46153,35621,5954,30365,29657
+,18827,22195,11688,1531,12265
+,26392,17779,24271,34438,5169
+,32777,23313,36071,8103,2664
+,4327,41357,44324,48272,38613
+,31755,27087,33385,30011,105
+,12852,24916,103,30656,14239
+,26257,31008,18767,2525,9027
+,27756,41951,1721,39969,43399
+,28472,8293,27127,25641,47508
+,12287,42509,10824,26658,37921
+,16496,48706,20104,9598,46752
+,17507,5802,18463,48456,9900
+,31426,31055,18590,49093,41378
+,8681,28376,39556,34662,7721
+,36541,43013,31942,6344,4688
+,26235,49751,5824,11756,10239
+,14016,18248,9095,30868,15729
+,37905,47461,22338,7530,17014
+,23212,39441,45303,34928,13351
+,21054,25787,28550,7505,447
+,19053,44792,5311,36946,45845
+,38424,23311,25340,7275,39607
+,9072,5544,41449,22568,43602
+,18035,27148,37103,40354,21784
+,22631,8331,23834,8984,32137
+,42980,15862,32733,12166,44565
+,46001,9328,38662,15098,15904
+,33395,41653,36188,31760,49139
+,10892,48956,35883,39072,10892
+,1498,3102,4261,47463,27754
+,8846,10040,24740,47295,20424
+,44461,38412,35927,31580,8401
+,43940,31741,49961,21382,12766
+,40382,18521,6329,19779,46536
+,21143,46125,22229,16400,33181
+,14754,26747,28393,20201,36656
+,14842,45930,11472,47301,14250
+,41270,37896,13103,3150,16185
+,29703,11934,22384,37693,3770
+,3221,31391,17174,36284,43889
+,15338,1639,7281,16734,13062
+,13249,7975,13640,45423,808
+,45981,19993,1179,14614,30789
+,20991,43233,10836,36719,26769
+,7657,45637,22828,21035,21390
+,18648,6509,39933,46047,20732
+,33967,33957,36192,16787,11144
+,31606,42558,21913,42817,3473
+,25355,40635,32071,24153,45158
+,15049,43984,34125,32006,25924
+,37402,4940,30178,2406,38608
+,36341,10284,23464,37860,28238
+,30047,2135,9495,4515,47687
+,33323,32130,45121,36647,11264
+,38536,35628,15437,43949,28889
+,48732,19154,17193,28025,46044
+,17120,2617,20931,2207,7849
+,44034,6740,41718,35366,38668
+,4060,35134,7064,8629,14461
+,18265,39838,35951,28490,4944
+,32842,24226,14366,48045,27281
+,33868,44255,23770,45476,15820
+,47493,12980,13022,25346,36432
+,29275,33245,32051,24989,34004
+,48195,10419,27411,15438,30485
+,26617,14685,29207,8170,36110
+,25885,19630,34497,45120,27505
+,32852,43351,11401,25750,6422
+,40813,3598,26203,48647,21345
+,8454,33824,24105,46288,34499
+,16282,26499,22670,380,47364
+,45656,39946,35002,10572,38376
+,40107,6578,25156,26324,48824
+,14285,15688,15508,46586,39496
+,17247,37533,30506,41633,9794
+,43104,38822,36993,35803,35063
+,19442,32450,1788,44011,45270
+,22630,5525,37046,10134,40687
+,34787,29524,9619,47910,48507
+,14753,6227,14611,12285,1011
+,45194,34933,25357,41285,27028
+,38159,30095,10669,24648,29407
+,35918,30678,9328,23100,39069
+,11341,21731,6078,31818,30790
+,17019,12937,37078,10939,33381
+,21498,32522,28387,12374,21180
+,42393,4696,24416,47679,539
+,9646,15506,27102,37972,21203
+,14724,7320,5147,39667,25411
+,40835,11823,42244,6739,42504
+,19516,9052,22321,3534,40138
+,43676,45008,98,27107,6809
+,29435,29477,44357,36610,24758
+,14185,14756,48405,49203,48353
+,45706,48261,33416,36065,32140
+,17159,17233,1591,49297,1941
+,11214,41319,34031,18058,11424
+,47982,9815,42370,47838,44941
+,27100,15599,34039,46496,45538
+,2521,21369,49383,43532,36493
+,31046,26248,24020,41216,44788
+,21500,9080,29928,41593,34742
+,41157,22786,35598,2138,26419
+,40773,3765,13131,44828,13446
+,6900,25478,16715,22510,32769
+,6448,7779,18504,40006,29624
+,1522,44569,7033,35073,45442
+,31557,6757,23181,7260,27972
+,21565,48266,45234,32992,30743
+,39043,37977,29021,19431,29976
+,42978,19930,3426,11190,25751
+,43526,45357,23468,15802,360
+,14306,31303,26376,5161,6340
+,44814,47542,24575,5293,32734
+,16722,49553,31108,21177,19959
+,7907,32651,18122,49020,48641
+,41226,49259,6494,19865,1927
+,7114,31970,11621,49667,22397
+,19932,17953,16304,20831,49222
+,16124,40998,3324,13239,29921
+,15082,32773,13526,6775,32150
+,31995,32855,20495,9299,13155
+,4482,4568,13405,29471,6865
+,26415,31235,41016,21245,16073
+,42971,2846,11105,18902,33746
+,47285,25685,34043,8973,6380
+,8246,48042,26154,3083,11661
+,2580,34259,35851,11693,20374
+,8206,14448,16453,29364,12979
+,3855,44227,20682,39543,625
+,14970,9579,18334,44872,1422
+,32592,26418,33768,39268,34229
+,11295,44505,5102,40364,25949
+,26779,7933,20015,47479,21112
+,11724,39950,26756,11279,40446
+,31015,22865,43463,45223,30545
+,6299,5571,24768,16003,10588
+,34123,38630,18449,46333,21564
+,32208,21238,10265,27166,1282
+,10689,7655,17769,40602,14928
+,16982,15395,40799,40430,40493
+,16364,43905,39740,41001,575
+,6789,21218,24942,40780,3302
+,3234,13334,9943,23192,17002
+,11575,9374,40027,40210,48690
+,29352,17608,34852,45475,28643
+,37166,41485,15869,32321,36787
+,39531,42914,6064,40866,46489
+,35601,3098,36584,47810,19821
+,11749,23575,32650,1174,33833
+,47170,47569,3688,10750,28669
+,42875,27090,836,43621,20795
+,37216,24764,35749,19734,2327
+,43999,44683,11719,36386,30509
+,46788,289,29727,40834,33213
+,25429,24063,39909,39939,16693
+,9464,25500,43966,16998,10934
+,43421,23948,36543,14475,47950
+,47263,45342,41514,23013,6475
+,33691,480,14168,2066,21314
+,2628,38393,2375,8708,39054
+,19170,12762,42395,13207,3565
+,40996,43662,46978,39769,809
+,46708,31163,11715,2185,13715
+,18625,16312,39276,30808,27084
+,13961,23455,9995,21538,13216
+,22417,32839,23296,41618,31542
+,35211,21548,46202,36190,43347
+,2135,20299,3812,13839,35796
+,34597,6754,26984,34295,31322
+,4579,18169,19610,46919,14926
+,35845,18733,26384,7380,11690
+,22406,6433,21851,5158,44498
+,6433,45261,7880,23189,6269
+,11070,3649,21713,15971,8532
+,26982,26371,1560,17670,27773
+,10918,8901,43412,17251,18315
+,30297,20052,187,37139,22231
+,22775,25454,12298,4523,32779
+,28245,37430,45679,15692,37669
+,13997,38067,28908,47113,41582
+,5455,44576,21394,9988,27220
+,3433,5316,39597,44881,20917
+,44802,34368,41254,28406,2115
+,36534,21629,41714,34085,25059
+,29510,42845,10308,27615,10806
+,26052,5659,42920,9223,19304
+,33104,2591,4140,37463,3361
+,43997,25153,22727,7345,35449
+,8077,11558,23529,35472,19649
+,13932,41148,11389,13562,16095
+,35764,17668,37416,12930,38899
+,8440,49536,15977,17867,45285
+,33300,39581,3481,5395,38027
+,10435,31804,38418,47768,45391
+,46379,6604,1640,26669,26055
+,3716,20196,5373,26523,11701
+,13819,8534,21385,32591,2647
+,17936,2622,21882,2758,3118
+,32968,41748,45062,11616,24682
+,2835,26954,38459,41901,13935
+,39667,6533,35398,49724,29735
+,44902,18987,44237,20496,15454
+,32232,12284,36148,11161,36457
+,8538,21244,45992,47309,38046
+,14160,25287,7258,24992,23929
+,21496,23074,41357,7838,15876
+,44030,42782,8766,17412,43942
+,37220,81,23106,28991,12600
+,43219,18350,45712,5702,48319
+,41153,4754,35129,2782,39698
+,41039,10998,26674,22354,36286
+,25316,19162,43504,26807,29994
+,29380,10194,807,241,20732
+,14812,29976,16748,559,23608
+,491,47895,15114,25592,43592
+,47640,8418,6792,20569,33677
+,37091,12771,4297,10400,34680
+,37020,45333,17709,19145,35235
+,46049,38826,34245,10969,38698
+,588,12773,40421,40436,38808
+,22609,8390,24693,7392,384
+,38405,2440,34935,22523,18469
+,27518,21287,36416,40543,28934
+,35708,47504,25025,47878,26125
+,18489,1704,14075,35346,17672
+,31223,15307,24005,42653,49111
+,3583,47842,3513,42292,39582
+,2370,18088,40825,21299,36009
+,39668,43356,28451,28362,39227
+,34534,41125,13198,20601,17540
+,5102,7198,10325,28768,39852
+,13889,14898,45770,782,20163
+,9047,18879,47794,27029,17586
+,15362,21420,27777,20399,16730
+,10930,5230,6096,43924,47538
+,2997,27012,26842,34625,33071
+,6130,18223,32328,38057,18542
+,13508,8257,23065,44417,30946
+,24362,19992,42106,4453,7840
+,12831,29997,8311,44549,27262
+,20743,27756,32769,20120,19241
+,47792,47172,38803,47285,37193
+,40051,22632,28781,42340,25
+,31424,49301,34683,29715,14186
+,6926,34869,44705,4782,30744
+,40293,14848,36990,6366,38343
+,15559,48704,32644,45875,6108
+,18233,1133,12431,2210,14619
+,48609,23003,14856,20345,38516
+,14339,27019,784,19891,12139
+,1271,32387,21205,22130,25532
+,18911,33329,18991,13225,4523
+,29260,47790,10194,15452,47904
+,17150,14155,42545,18294,3237
+,19112,19202,24101,28700,23554
+,22668,28436,43448,44352,49290
+,1707,40277,9331,40436,46390
+,6141,11221,36046,21776,44356
+,30390,10465,23342,31631,19113
+,22758,2922,22857,18906,40225
+,35013,244,16590,11537,7821
+,23829,4901,12373,34102,5684
+,35240,38480,45704,12416,15150
+,7745,20516,22449,26777,9641
+,45047,13667,22727,2969,43924
+,48065,20877,2916,26616,15532
+,17069,17088,22012,9872,15371
+,12304,15744,42343,34467,454
+,117,18297,7844,24155,26682
+,42538,45144,37881,24335,2437
+,45102,6525,91,27071,6142
+,18128,8641,23948,23991,30262
+,33742,41728,30913,37136,3344
+,13693,13447,14199,24013,17423
+,11299,39104,32385,25817,31900
+,10786,29224,7739,38738,1478
+,21322,27597,38419,41975,3665
+,7034,35364,35387,46825,35183
+,34073,42519,5932,35243,9480
+,19834,47795,41483,15388,11995
+,2532,44585,29516,39961,13316
+,14669,551,12244,19370,45436
+,10321,45500,42675,26945,9394
+,6339,44474,41596,10356,30541
+,25920,42495,46279,11835,18900
+,39629,48592,45199,10023,22143
+,40128,2242,44426,34390,8273
+,37846,48743,42086,42216,16023
+,14984,2891,2818,2077,10088
+,48751,41890,19126,17126,49252
+,21237,2114,6890,18399,8585
+,37043,23795,10292,48489,16641
+,29075,19106,1402,6578,15323
+,42199,15901,39418,12476,40152
+,67,7657,6471,9322,17880
+,21188,28640,41869,34248,17552
+,27651,43718,28023,23789,34857
+,21526,8248,13766,30158,32197
+,41761,34679,16000,10743,22122
+,34290,23195,27647,27136,35112
+,25080,43636,12585,38724,47642
+,49284,38435,23441,17944,4313
+,44797,27771,17422,47626,13113
+,46062,39545,1347,8611,8128
+,25097,36919,39843,10268,36568
+,43117,4925,26919,33985,45330
+,3602,35748,36728,710,43611
+,1653,21024,8175,37371,14395
+,10812,25358,38493,12619,41714
+,39846,16107,29535,30428,41789
+,35997,38937,31622,31351,33086
+,49430,31774,31444,27874,43699
+,28652,23527,1936,317,24824
+,8672,3396,46292,10363,13757
+,5650,28527,49221,29402,49405
+,3041,2199,11010,775,36475
+,14041,7924,9105,30535,23675
+,48642,43594,35589,14638,7847
+,38251,45955,30599,32517,46871
+,47064,33931,39405,12023,18673
+,35639,37518,12467,41363,44525
+,37459,6208,11371,38095,31383
+,15988,40082,3884,24488,38702
+,19193,40084,2220,40517,506
+,42371,31774,3277,26187,30151
+,27946,19349,36984,23989,26453
+,44047,2622,43352,2391,6618
+,18373,11653,1064,3350,8608
+,25955,11640,30246,38199,11533
+,1696,40331,42877,44276,15083
+,6912,27131,11047,31327,42468
+,43799,39627,5987,42937,39488
+,3693,24350,24759,38536,45093
+,42245,8981,18666,31980,23798
+,40380,18047,22273,38931,13031
+,35652,10349,38281,17796,1518
+,32401,24099,42219,37335,9617
+,27615,40657,32156,26108,30388
+,9565,22232,29202,23542,36081
+,1031,21688,36522,30429,30522
+,18338,41260,46324,10852,7681
+,22003,26342,18668,2261,14311
+,30319,25641,9093,18870,14991
+,12429,1451,11966,45726,35450
+,11759,35451,1610,30028,30815
+,14101,49414,36124,30684,14784
+,46765,23148,10124,43587,36164
+,11696,18896,32470,25799,27330
+,14964,26991,8754,15570,10473
+,3242,4836,43367,3958,3983
+,14807,10238,20276,42149,22550
+,41052,36586,32254,10711,46456
+,6384,26234,8627,32285,12985
+,1318,48981,38648,7943,47640
+,49151,26320,4296,45234,46456
+,34836,12116,12931,48492,11162
+,43068,35616,15932,46790,18888
+,16863,39825,23263,16428,23883
