OP,A1,A2,A3,A4,A5 
+,11876,3399,9260,30395,24329
+,5493,33799,1899,23251,26019
+,8921,17952,26475,29136,15685
+,18229,28846,21459,16554,30407
+,29616,22360,8484,13002,29530
+,14520,8725,1638,14322,10801
+,3478,12223,6588,19942,31981
+,15206,9149,24173,28350,2233
+,255,22192,11720,8863,13578
+,33239,11628,24315,12638,11746
+,33388,17897,17895,23278,24776
+,2566,1400,27207,20239,4453
+,32156,12778,4602,16846,16300
+,34931,26971,16359,8071,31362
+,10004,5172,13543,34166,32196
+,23530,1989,3092,24610,13435
+,23840,3986,5706,8457,20781
+,30603,28649,11199,6969,13225
+,26213,17375,25794,3039,30457
+,30674,22103,22309,15568,23957
+,16005,31051,7024,26681,3896
+,4402,20090,5451,21699,607
+,31271,25742,13586,33384,18407
+,546,21130,5517,16439,838
+,30624,17563,2261,23627,17282
+,2745,29036,33889,5416,23987
+,13049,2844,601,8469,3662
+,31720,26151,27692,18960,32909
+,1350,7583,26209,28366,18713
+,17010,20110,21825,10898,26978
+,16287,34720,30436,4522,4226
+,14529,8778,29326,16515,7105
+,15318,29924,10849,17703,32284
+,5936,13838,23491,21641,15653
+,26112,3923,7704,30903,32384
+,6820,18226,24940,8463,4681
+,16065,9621,20755,22030,21535
+,5952,18244,17440,33579,19671
+,32473,25772,26797,24705,4784
+,24990,17796,17006,2605,25538
+,34366,26487,4501,2938,1689
+,13051,19231,23782,22057,13847
+,15406,13115,13044,2218,13561
+,15291,20086,21401,2664,34647
+,6779,20987,29147,31697,8306
+,7117,12308,467,12523,30396
+,22899,30187,886,31367,3620
+,13537,15031,13891,33769,26808
+,21564,27024,25397,5371,25743
+,23210,32836,35,10348,3795
+,29911,10803,29103,29487,5945
+,18279,27315,28005,1240,23698
+,21207,18275,8252,15336,15710
+,6574,6911,17434,31195,32820
+,13789,25640,30821,7659,12219
+,26123,21846,2602,25682,24750
+,14948,33860,5211,23350,3183
+,30413,3938,10085,5996,34931
+,33449,3705,28203,24871,31069
+,12750,1479,34506,28246,12169
+,33326,11418,6073,22350,29697
+,23053,11061,17792,14393,19518
+,7765,2922,11640,17481,32365
+,27245,13983,15240,6061,18044
+,5498,12459,257,5916,16743
+,27941,20577,12412,5954,22821
+,5202,20799,11200,545,796
+,13283,8964,33226,15801,23632
+,21229,31555,23140,22061,12594
+,17390,15849,1666,20684,24915
+,5280,12617,5716,7157,15524
+,30355,26337,12015,24950,17111
+,14701,6320,9902,3495,11954
+,31067,32470,18688,8149,20673
+,4820,1547,27558,32793,22997
+,12739,30374,28954,16347,18490
+,7361,9355,3186,7794,4916
+,33234,18809,23663,32281,22184
+,11424,14608,33916,26859,2913
+,5904,23697,4710,29563,24789
+,28669,3985,26504,30648,9467
+,4758,28460,8022,15134,28541
+,787,11768,9509,30896,22862
+,32806,2324,9659,16348,32614
+,16096,10852,17725,20761,10538
+,3986,1585,31033,4611,25960
+,29015,20543,27199,10053,9565
+,1430,24947,30357,29986,7374
+,18906,2758,19122,26594,6053
+,1158,21877,17151,23145,3528
+,29916,16527,20070,10977,16205
+,20309,12728,32495,12855,13004
+,12826,17646,5456,32786,16670
+,1371,15060,22129,23050,921
+,2183,18524,31815,14343,8337
+,15238,24271,27215,12100,17303
+,26708,32712,29597,31139,24579
+,19727,27240,17876,3588,30027
+,15160,29202,26036,10372,17207
+,34438,25514,19566,26707,3995
+,16775,8785,4486,9046,5819
+,746,7777,8062,16489,34232
+,13204,1285,34627,11111,22123
+,13050,2954,10443,18449,16673
+,26043,22732,21327,12136,6292
+,26918,705,14090,21881,4495
+,33438,17483,2461,33078,35000
+,10909,17080,15550,29985,24785
+,21479,16511,4816,26698,11860
+,5614,13176,15832,3441,16668
+,2950,30465,22214,18635,24396
+,7273,32562,25255,2038,34438
+,26113,928,9215,14381,3220
+,13989,10233,17843,2034,6930
+,4431,22425,15320,32649,9744
+,10412,13228,10852,29260,16805
+,3567,3673,32189,24351,30621
+,30416,15239,7026,9486,29076
+,15543,24424,23192,9140,25519
+,24687,7917,13323,29363,4805
+,6419,24950,18662,6885,26771
+,2047,11797,14036,8647,25939
+,14684,5724,2454,15646,34908
+,19652,5565,15738,4038,34982
+,4168,4912,2974,667,6706
+,17064,30253,8621,26580,15637
+,26286,26512,15021,24431,15091
+,12635,28355,33621,9783,22265
+,29821,12963,25352,28246,34169
+,11961,994,27796,5987,4288
+,21644,2182,23966,31842,32771
+,21146,13408,9461,1692,6398
+,18695,17914,29929,12839,13870
+,14230,2301,3335,4506,23408
+,15803,10976,16385,20326,986
+,25252,29603,8137,15864,32137
+,29245,2693,34522,29774,2208
+,8513,13457,10116,14428,942
+,34629,24280,480,31276,13397
+,27380,16331,25679,14878,24975
+,18951,27839,28112,18354,16119
+,28119,27587,20288,2378,25379
+,19769,11565,16402,2399,30453
+,21277,2115,11697,22900,14138
+,34156,1146,12008,30659,20270
+,30153,1101,24176,13220,32623
+,8632,14826,29809,12351,3018
+,14042,16939,21516,34368,27694
+,22289,27933,33971,18449,32782
+,17968,22617,28809,14316,6438
+,33786,4511,24446,23233,23269
+,21889,12439,12914,30529,14595
+,9416,823,7231,16578,13596
+,16368,22318,5212,10622,16477
+,19055,11241,13035,2709,12250
+,16624,4493,28226,31622,15065
+,31896,8148,5878,18339,21528
+,18100,6943,25884,4576,9792
+,5290,28592,29606,8758,21284
+,11117,27161,22888,26636,9467
+,3137,33971,17085,19410,12181
+,21520,7399,12768,13138,30414
+,7917,8585,19108,30918,34380
+,23304,20253,17230,15258,6921
+,18228,9469,21915,18221,26368
+,32411,34274,17314,7349,5478
+,28882,7480,6509,6394,24946
+,20379,24603,1543,32383,15555
+,32782,22374,16746,10197,18260
+,27862,148,24326,22827,10744
+,24637,23640,25385,12432,12887
+,20876,19587,24341,29036,821
+,5819,23703,868,23559,23854
+,9466,605,12376,12283,7022
+,14865,785,1598,16664,10434
+,24898,31592,32948,6142,28132
+,34075,22410,14612,15201,3909
+,34792,19155,17599,26975,15630
+,11537,2451,7036,26220,11770
+,30608,1953,27489,27721,13260
+,31657,28878,20580,4851,34998
+,18467,1682,8510,27581,2508
+,3810,20691,15368,21393,31005
+,2881,15057,18967,19919,2815
+,6761,6449,19552,22929,33909
+,34692,26719,4309,25449,2084
+,4267,22186,4430,24431,23546
+,31282,22350,13839,12995,23297
+,19089,11009,14274,25468,34933
+,15492,7336,8662,30129,5960
+,17517,31382,32341,9027,7548
+,8111,10527,4856,12621,30076
+,5430,29928,3481,28282,28017
+,29885,7024,32224,8069,7087
+,9749,163,12270,3462,17605
+,11541,19121,26119,3481,28631
+,23344,33652,3908,34457,14812
+,11940,9705,26551,27567,5485
+,25930,22678,1340,30337,24389
+,7213,33466,11383,11136,4768
+,11417,6071,22144,34669,12426
+,26200,34814,11730,3134,16748
+,29216,28445,32510,15433,21083
+,25356,34695,20033,10766,7044
+,3149,14717,24843,19904,16221
+,33302,27583,14220,26601,26635
+,21900,17437,27178,11155,12039
+,19208,34363,22976,32092,28257
+,14646,29103,17929,18904,30493
+,14731,4462,31750,16332,33169
+,32228,9473,5938,30745,9621
+,6244,18860,28263,25050,13167
+,3093,27371,17025,1063,10355
+,29290,13338,4733,13138,10643
+,33835,18741,8516,18178,22717
+,33933,24369,11867,23263,11694
+,20880,23391,13503,29326,27738
+,20294,15033,2209,33823,25865
+,16114,13406,18142,26514,22985
+,27388,33996,30851,29435,10582
+,6629,26963,24942,25447,16842
+,16142,21285,32351,5566,25278
+,22238,32755,20432,27928,7745
+,11124,17520,21716,6547,13266
+,6233,24473,1213,50,1173
+,23399,28436,27540,11506,15756
+,26790,5509,28731,21995,25932
+,2525,25176,33011,6679,31945
+,13767,30727,3224,8157,10672
+,15234,9187,8821,23658,19508
+,29333,9578,30423,3434,2781
+,30324,6866,6397,14980,24817
+,21642,201,1469,6810,30370
+,2021,2874,25408,17069,28088
+,3468,5811,3017,11670,2108
+,1388,14304,6275,2404,18482
+,25670,3814,11559,462,30810
+,709,11492,28444,7491,33852
+,11169,22621,32709,791,10457
+,11696,13709,3403,3429,14546
+,15763,4632,14185,23790,8331
+,15709,3152,6634,27180,30827
+,1520,34061,25264,17836,11617
+,25618,26220,18596,8100,31877
+,6526,3728,7309,21272,14591
+,32429,31151,19436,3264,18412
+,9257,2131,8786,26944,29234
+,16465,7445,21960,17788,11639
+,28933,18941,11357,21268,13112
+,14288,10869,15316,18428,33889
+,13487,21407,3542,1428,18109
+,27923,2872,589,25109,15604
+,13220,3605,6764,11671,33002
+,18415,8431,5607,34660,15923
+,26154,14566,24297,33246,25182
+,21474,32149,14802,12390,31915
+,2131,23160,26416,7643,23065
+,11531,5170,9494,13336,7022
+,2109,30784,8442,25621,27872
+,13429,546,28799,31811,20476
+,19730,9068,1605,18113,31385
+,25359,26304,23027,15072,1982
+,19449,11116,3028,19215,20607
+,19377,27933,9810,905,21710
+,8625,6882,13209,31070,31297
+,2864,20260,21287,628,32369
+,7136,1000,31017,6081,33572
+,15929,21063,31422,19543,10256
+,17668,7825,25009,26807,18262
+,33601,3930,4693,9050,16298
+,15655,12824,26465,10657,32055
+,8743,32159,33078,2176,20194
+,34290,7242,14205,16444,32106
+,23079,8322,28229,18642,19082
+,4895,3480,33371,6717,6161
+,10168,24084,33748,1290,13273
+,3598,13119,13669,13789,32819
+,24158,17095,158,27709,4744
+,248,27358,17639,1121,7950
+,14678,11656,18947,18951,24376
+,29393,29084,10780,26689,14007
+,22187,2227,18114,12086,588
+,13586,16790,11633,26674,12492
+,27947,15399,30998,21873,29933
+,26023,15573,25321,9259,21039
+,7993,34460,23577,31977,3099
+,24400,30647,5724,4058,6058
+,14438,8983,18054,1639,10114
+,21548,6133,11714,25779,26799
+,33718,1776,6921,22231,33613
+,30672,5260,21551,22,575
+,24420,4780,16864,19302,32543
+,10675,32296,8664,12866,30030
+,16374,13344,21606,34245,13323
+,7397,22495,25240,30472,30019
+,15477,34988,13778,34287,1465
+,24003,13615,7154,30401,11011
+,29575,12354,6064,3149,5956
+,11837,10052,12693,24442,11106
+,34480,25404,6857,34241,17727
+,21937,2239,4690,28876,18548
+,474,16815,19539,12328,139
+,29271,8061,23778,20492,11632
+,22914,1192,34559,34008,12049
+,34307,20948,21495,29808,23527
+,23430,9244,10199,29067,19865
+,34922,19130,6779,13022,799
+,1688,33288,25094,28796,28624
+,19910,8086,13843,33050,24837
+,28806,13833,13711,31179,5673
+,15632,18198,27965,9697,966
+,8253,18434,11747,2099,15129
+,26222,19429,19658,34018,7440
+,28265,29579,1212,22762,26465
+,9737,21335,16431,6558,9613
+,31448,6554,13127,31034,19448
+,20202,7877,15588,25532,18497
+,18060,27810,27325,4167,12685
+,27726,17913,2442,24950,24602
+,27298,18101,9840,11102,22844
+,11535,25307,16497,7159,21062
+,23624,10109,15463,6298,7696
+,29834,23445,8872,7321,15351
+,8711,26976,32812,21522,7969
+,16784,107,18037,16820,14869
+,27046,31400,2525,31747,14457
+,3515,30081,20018,13995,34407
+,16533,30858,29759,9831,4027
+,3281,16022,6563,20783,16368
+,30382,416,5946,22556,27989
+,9261,33055,19328,17333,25041
+,12410,22551,28434,32864,32573
+,15980,9658,24766,28586,14688
+,18269,1682,17482,18333,12264
+,4690,1466,15108,23523,28866
+,11583,24231,23927,25153,9337
+,31629,27261,6523,1935,5562
+,2395,17967,27473,14895,31372
+,7368,21159,26349,1637,21992
+,18488,26762,16000,15158,16023
+,16268,8621,34519,24869,12666
+,20941,690,28270,15049,16696
+,34982,4410,1198,33225,25374
+,10997,1426,5820,12642,4230
+,13475,34830,28026,8519,6325
+,12741,32726,6200,21681,1043
+,21310,25163,28616,30280,4431
+,1294,28969,901,3376,23309
+,25249,7668,25653,479,20710
+,23787,4824,15618,28209,10711
+,32861,7592,25046,20346,25107
+,17532,1916,17081,21324,7167
+,9182,4818,17094,14501,21156
+,8573,12599,10517,31661,22298
+,13226,13185,28494,5037,18357
+,19997,8842,19381,3422,14705
+,13460,471,10147,15513,26582
+,32335,12305,1488,2450,13250
+,12083,23212,5974,26770,19957
+,10603,27696,6127,3800,3822
+,6353,32292,18909,16009,13160
+,12767,1712,21429,339,13440
+,1414,22179,27864,31128,23662
+,28637,6797,3993,4973,26811
+,23167,467,16392,6666,9731
+,26851,12,21375,5441,10152
+,22057,20987,792,34978,10182
+,6856,34803,6966,19490,4657
+,6265,10353,1823,4922,28736
+,27344,13897,28047,5485,25836
+,23118,24523,21373,12093,14735
+,23113,8432,11203,8232,23733
+,6740,16879,31926,18091,30204
+,29952,11801,12517,29211,12910
+,19488,28979,12582,5179,6844
+,27153,7873,12106,8050,6706
+,11620,556,27236,29081,3450
+,11552,15069,9177,15753,24810
+,31270,10819,17647,8506,19783
+,51,6564,30145,12533,34140
+,34998,29452,28797,4186,10063
+,9936,24526,17141,23094,26206
+,9665,27129,12154,28231,4813
+,20599,22078,6607,30218,23735
+,13052,31609,14014,2242,10809
+,4414,20656,29657,6125,15241
+,33533,25776,6410,2037,6493
+,19472,15082,32514,13925,4188
+,26029,20974,31150,12586,3372
+,2061,12939,3842,34854,3181
+,4629,16016,30313,29951,33155
+,23891,9765,3876,5239,25607
+,19916,10897,6500,2964,29388
+,14539,1565,9362,20023,20163
+,6242,21293,15165,9091,28825
+,3676,13916,28643,13725,24259
+,30437,9231,7840,8533,12898
+,6096,32903,28478,5824,8304
+,6168,22848,9045,24113,15638
+,18073,32059,25114,5973,23638
+,6739,13634,6521,14818,22976
+,32327,15009,28730,31190,4063
+,7182,30488,31625,32304,24055
+,32540,27354,31175,2936,17850
+,26923,31589,14363,13660,34019
+,34619,24429,1066,29540,10959
+,18471,8964,14318,29782,14924
+,11745,22427,6083,24096,10016
+,27227,27315,23757,15707,2826
+,14086,2654,17613,14605,2056
+,26944,19838,1689,7986,31944
+,24816,32431,996,945,1212
+,407,11771,18102,28069,24892
+,25437,11985,33718,6183,4119
+,21471,25717,32512,8266,2453
+,20257,12277,11451,22594,18299
+,21783,16222,20339,4385,25197
+,13211,24605,19884,19488,8995
+,19063,23606,18341,33787,5442
+,30060,28950,22471,13185,6110
+,20715,9261,16841,28909,16955
+,29729,2203,2680,26080,18376
+,27692,10118,30890,10483,20877
+,11449,17212,22268,27148,10712
+,401,14120,10653,1130,25987
+,25449,29712,26148,1160,30091
+,2486,17004,32238,18378,8088
+,28687,17037,1488,30913,27059
+,4395,22958,10083,10823,14792
+,26443,4508,15662,23345,5761
+,2451,23397,1019,25906,20501
+,10249,30818,3585,6628,32654
+,33867,30906,23728,11067,23232
+,24733,6836,4688,18020,22944
+,32872,4047,3240,21437,8262
+,4351,25318,7661,17532,33632
+,31253,28615,31184,14708,1695
+,33745,28565,30926,34347,2850
+,10536,20847,20102,20680,18760
+,34338,33851,24115,33418,8850
+,28539,2757,5654,12831,29112
+,14555,18838,28235,18800,29070
+,25060,17937,17613,4462,13253
+,15193,8320,7561,19100,12286
+,33358,29856,20274,9379,12193
+,21728,3658,32903,10188,20424
+,8635,12152,1323,24777,20722
+,15665,4753,30779,10081,12514
+,7224,1252,18578,28071,16233
+,8283,27473,8883,30372,11469
+,11266,14498,5088,34214,21551
+,27224,7149,19021,25351,2626
+,21495,31808,27365,24915,9810
+,11968,23158,33600,844,13730
+,12210,14610,17690,16959,6620
+,26637,34880,16856,23818,6524
+,7749,12974,17760,1221,30771
+,32964,10482,62,19917,5481
+,24475,11144,21994,19079,21688
+,15850,16363,23092,28414,20650
+,22614,28624,18595,19074,29698
+,7196,1722,20590,21589,11439
+,16850,28543,21548,16979,24189
+,9587,12386,25760,3498,18410
+,4541,33271,28143,9294,22949
+,6614,23972,8032,10275,3284
+,11430,19148,13311,4149,11245
+,19528,8117,13262,12759,20003
+,8768,601,12755,25561,31935
+,6553,411,29674,2836,9931
+,20766,134,6038,24250,23194
+,14641,20781,3689,7335,27861
+,33527,24823,8974,16938,8110
+,32541,16185,21513,1311,21958
+,16832,10076,1715,11938,29347
+,17568,30083,1301,17444,29144
+,11002,7661,21931,22308,20665
+,30303,34947,12013,21221,1290
+,21245,25675,21514,22999,34168
+,30477,3417,27718,22548,19551
+,21189,8247,31873,22338,14480
+,34801,29642,30104,14766,32368
+,27780,27641,17699,26739,21222
+,28881,13680,732,3302,23382
+,9631,9117,26068,2374,6230
+,8476,5040,12949,21852,13618
+,18768,101,25074,14164,17747
+,18146,23052,27962,526,19579
+,9153,23576,23302,14677,30713
+,8779,30425,12533,27645,4747
+,9053,21965,17662,34397,13221
+,1991,3196,26267,24416,32430
+,31798,1598,8259,10758,15553
+,1181,9118,16065,8654,5829
+,7641,8766,27747,16773,20383
+,34242,3657,28180,26839,7398
+,2924,15344,34788,4781,29749
+,8166,5137,33572,19380,33303
+,16128,15842,10466,17879,14271
+,13631,18691,21560,7393,27569
+,15188,15106,1811,20033,20255
+,839,27953,33682,3400,31530
+,4968,34234,27314,14566,7320
+,4010,5741,24807,17231,30651
+,29251,27980,14540,8659,11947
+,18515,28938,349,25855,8571
+,11809,9350,14296,11635,31327
+,18981,27423,1711,5496,11916
+,17151,24821,14902,14072,27276
+,19976,19328,974,23203,9517
+,19254,13232,9111,22793,94
+,1214,22961,29692,28263,11865
+,12125,22689,10140,4243,22612
+,11411,2304,1438,307,4723
+,4752,24380,8433,6275,19167
+,4728,19891,30213,12059,18708
+,7559,13686,20562,30539,20567
+,5921,6415,22488,33987,20912
+,14035,19413,19222,33845,29972
+,29884,850,13039,4235,20202
+,16582,32642,4878,18304,32504
+,19059,14635,21378,9577,29550
+,18055,28849,2394,27049,24884
+,26738,29964,14754,11273,9524
+,10965,28331,317,20858,16973
+,29840,12459,12861,8782,28418
+,25724,26648,32788,21147,28428
+,34671,6476,34342,26974,31488
+,11789,33394,1551,27668,30457
+,28264,27109,8927,8055,22148
+,5477,24477,15884,9085,21015
+,16774,15998,22920,25265,2774
+,32296,31290,5714,10246,29577
+,12791,10284,1059,22488,5058
+,20101,29332,3285,34165,3332
+,10896,17583,3507,11095,18081
+,33272,23028,11998,10815,13276
+,19475,14246,12747,26182,3037
+,29785,16528,14094,22623,33483
+,18197,19443,14280,16951,3313
+,15508,20493,29211,34997,17641
+,10301,4477,9776,6844,30178
+,25905,28095,25685,22886,12449
+,18199,23072,32754,2559,28029
+,24443,880,20425,21047,23484
+,2140,15259,33565,18170,5396
+,5516,543,30319,30498,27549
+,26334,26327,27362,23890,10599
+,7666,12371,24909,2854,15028
+,23444,32390,604,1667,34000
+,17204,16709,19703,9992,23270
+,6853,8515,6810,25639,20948
+,15612,31417,2776,4425,18809
+,13733,26065,25031,33436,5713
+,32432,34452,24067,19301,24908
+,10085,32927,16020,9859,6710
+,2321,20261,20698,30565,33307
+,1659,31910,34405,19441,15043
+,9068,34966,21348,19583,13992
+,21439,24270,15892,19897,9820
+,8250,6055,11457,30180,385
+,31570,2855,12735,5982,19213
+,17137,4932,9636,33055,11707
+,18015,6029,13030,10075,32301
+,16866,13323,28032,8291,6472
+,29361,5690,9639,537,5524
+,3775,22562,26963,7057,8356
+,11363,29149,9529,26671,17292
+,15220,20004,10627,33237,17455
+,27943,8657,2347,10497,4910
+,14458,16203,20399,14298,1056
+,29489,6554,11965,34292,9952
+,31432,28416,27491,28628,33956
+,31233,12977,4473,8358,9517
+,22780,22935,20090,11954,13082
+,30867,16417,26662,22087,28698
+,24767,11420,2198,12899,10111
+,32141,2857,22649,7184,10155
+,14177,19089,20550,3084,15427
+,13468,29568,28773,28457,30247
+,26353,27958,15089,13736,31763
+,5804,21674,33833,12475,30819
+,33060,34119,21262,34670,17654
+,24069,32474,15952,7737,10112
+,10360,20824,12947,1668,20114
+,600,14178,24225,20311,10578
+,14799,1121,13052,25275,20607
+,24063,25742,15274,25874,20369
+,31700,9183,27542,24912,4645
+,3662,26899,8560,22555,28288
+,7929,18560,2571,16830,18227
+,3265,25891,9761,32778,34428
+,7771,33019,18676,5917,2739
+,11824,26797,34990,34056,7453
+,24434,3635,29762,30535,20656
+,18968,3549,25051,27196,29336
+,23926,5477,19934,10954,10010
+,13473,29743,6909,8762,23628
+,21842,29762,29977,15075,21675
+,22329,10856,2089,11305,14581
+,10402,29368,9378,23669,29333
+,11650,3105,4484,11577,33322
+,14274,21138,20253,9585,16607
+,33580,21314,31050,7409,24237
+,7121,8994,2327,6616,21110
+,20853,13377,15019,28973,26482
+,15586,33037,12529,24094,12838
+,4360,15891,26419,3390,13620
+,31396,21664,32242,294,23871
+,2447,33371,4770,5616,33705
+,15920,17345,17264,34758,2700
+,23935,3203,7066,18156,21700
+,10822,280,27380,22876,17783
+,11282,17316,31800,13625,32204
+,6849,4543,12798,7578,12860
+,20389,2199,8220,22443,26766
+,26849,17341,27691,23277,17621
+,1347,6867,34160,947,33471
+,9735,31181,22913,13979,16733
+,2793,12020,29300,25391,6040
+,22128,2539,9153,10142,14082
+,6511,24312,10284,30020,12425
+,20160,3661,151,1368,13246
+,27221,5444,20563,24152,9664
+,6957,15397,4510,21232,1916
+,7135,26675,28703,7810,11719
+,30075,895,26045,12935,4340
+,30350,10769,14537,26852,24703
+,24273,18006,26925,15012,28611
+,9419,1553,14669,18696,2958
+,15210,33513,33974,13262,24399
+,20565,32881,22868,15211,22119
+,3154,10864,11675,21200,16133
+,17686,28794,1518,6640,29413
+,23049,20412,17100,5256,22929
+,17635,31253,5021,29172,525
+,33028,4814,26242,21431,29165
+,370,15302,32707,10858,33765
+,31691,15710,17753,24113,8673
+,1256,22497,11784,2650,25854
+,32509,5282,34295,4114,30373
+,24191,34466,4615,30964,32830
+,31561,30766,26871,31233,22694
+,10557,30820,34417,16464,27509
+,34333,12737,9351,15772,28217
+,9422,13602,17768,11971,26295
+,28303,31588,11738,22654,8902
+,34518,5138,24868,24121,1631
+,9497,24549,32031,25982,24627
+,4387,13556,2753,22904,6290
+,3873,13170,30236,15743,29309
+,14144,6836,2703,20791,8188
+,15109,17476,20289,3832,15222
+,26781,32266,15649,1230,13656
+,6843,15537,19398,3449,24975
+,7027,6057,16776,15250,4122
+,24983,33512,13006,9956,28710
+,26345,33137,34158,28397,16949
+,29459,8729,593,21228,33140
+,353,16479,5966,5727,15307
+,2250,15397,30103,23303,1428
+,6744,22584,6583,34774,9968
+,9917,31406,33792,26354,26955
+,34443,31273,15515,8121,34969
+,14707,31067,1974,1690,8144
+,27570,34130,12330,1670,7140
+,6445,1779,21384,7726,19316
+,30229,24968,11150,7622,31887
+,31494,33764,17628,29304,11070
+,19278,13762,19483,7140,9070
+,20211,21009,12228,34142,15726
+,26262,15807,7529,28503,8810
+,29890,14034,25630,17939,25604
+,31405,8985,17601,23192,21766
+,24078,11304,7781,16774,15395
+,12152,22401,22867,23402,304
+,3529,24626,33205,14491,12053
+,32513,14637,14059,21400,2103
+,29999,16372,15173,3748,9587
+,28593,15704,3321,24437,16494
+,3110,32934,19133,32028,10704
+,19620,31793,12992,8431,26971
+,29550,41,32595,29781,34214
+,1602,2915,11470,18063,24423
+,227,29282,5248,22546,34220
+,27541,13975,4352,2491,34996
+,14618,22731,12940,32798,34251
+,21702,23478,15171,32331,32902
+,14056,21080,30701,17369,34335
+,16551,34118,14768,18364,3474
+,14927,8491,23708,31166,26546
+,28843,31667,9201,1187,15902
+,22804,10709,18606,10136,14680
+,17362,22097,1021,28103,9843
+,32431,26569,33383,6569,28257
+,13936,31165,29390,22125,30531
+,28061,4980,13534,25621,22594
+,9161,9048,28164,21804,32873
+,3007,11982,5530,22178,11132
+,27640,19690,33739,2034,17541
+,33854,25043,4485,21062,31899
+,14281,7154,33075,28659,10049
+,20298,15633,22584,22591,22157
+,435,30427,20929,2200,17995
+,25787,29264,14671,14364,6921
+,28900,13959,1407,23712,5662
+,18421,7413,31843,4440,27678
+,7723,3122,12891,20087,29564
+,11744,13174,8177,28214,28765
+,9553,20902,29003,862,29550
+,27326,16394,10993,8640,4945
+,31417,29703,25956,5869,12833
+,6884,18435,17437,16436,20494
+,33478,8891,16847,17421,22648
+,4443,17063,31973,30538,17265
+,8697,25735,25351,34357,1156
+,7242,15218,21197,1585,8040
+,20201,6978,23569,34789,22445
+,29580,24609,27627,13433,22002
+,331,20015,8558,1333,7430
+,13652,34423,18418,2961,27522
+,20647,8469,32307,4963,20646
+,11399,7159,11718,32702,1463
+,2256,22540,13939,23971,13652
+,7179,34373,14821,17673,22921
+,12416,22237,31762,7132,27233
+,17707,21143,13071,17710,11651
+,19011,24003,8342,18334,14323
+,26599,409,19182,19040,34393
+,14586,30388,29768,19480,16817
+,23043,23588,29415,27046,10380
+,11720,29332,5497,32153,28084
+,22618,14074,34154,16814,33225
+,22539,19999,13428,10052,17226
+,6054,23231,17795,22459,2735
+,25943,27957,34035,9947,2087
+,6579,34929,28475,32621,27612
+,9582,3071,20690,9196,9236
+,33937,25260,19423,8197,33073
+,29755,5552,10614,32328,32248
+,15377,5529,25129,3951,6992
+,24753,12046,24659,11580,19268
+,31588,6284,17535,12319,6732
+,22318,23275,10389,4720,34819
+,4516,33746,1971,20180,29417
+,1424,18247,33220,32285,27460
+,10831,31076,28634,32745,15071
+,1468,20907,7,18798,14323
+,11569,14624,26775,20074,2214
+,4400,20874,10938,11256,10094
+,17536,25401,32688,14636,34507
+,22224,19893,16670,13906,17192
+,10469,24547,11565,11709,23043
+,24496,1559,26210,11672,18290
+,15335,32079,30658,16663,22546
+,9993,24491,1686,13084,34595
+,18301,32895,12561,16786,19104
+,10313,19255,18063,32357,8478
+,30306,13348,11505,20320,1460
+,24456,17854,13927,33670,659
+,19253,22518,24883,26861,10382
+,9029,29428,23813,28665,32419
+,9573,11499,1645,7232,18073
+,17698,9611,7853,6938,17862
+,32169,3991,26981,34960,28463
+,8104,6591,33611,31266,15419
+,4685,22289,33148,26689,14573
+,26897,10979,33396,25535,24161
+,16907,9839,9648,18190,18446
+,4518,23387,32266,34183,21313
+,75,12804,8824,22092,1798
+,19448,14508,22225,17678,17348
+,19079,9377,31668,30451,7126
+,25193,9802,2439,32980,25181
+,12676,20299,19929,5025,26466
+,8137,10633,25383,29813,6989
+,6144,2671,2535,22668,25075
+,2467,17146,32685,5165,24317
+,25507,26766,8146,27679,1815
+,29661,20424,4023,34636,30439
+,33921,11697,3915,16622,30863
+,4089,19057,30526,21673,8760
+,25645,15770,2421,32728,5110
+,3463,19733,34073,9028,30866
+,17715,28127,29805,15391,7201
+,33145,12560,17679,30329,31877
+,4905,22145,357,31858,11739
+,16805,29700,6412,5122,7741
+,29385,21251,3185,9869,14918
+,26959,1232,31179,33132,7314
+,32645,29817,25552,26786,31184
+,17783,32502,6431,3710,12967
+,4465,18273,32707,31835,19985
+,2356,15422,23762,28037,30807
+,25162,27526,11752,23354,16072
+,25258,14361,17290,29865,29634
+,3441,12422,24695,25829,27738
+,6010,25530,17197,11268,8015
+,10741,28437,10495,25193,1501
+,21747,16702,28214,23027,12780
+,20980,12750,8624,30990,23100
+,24374,13329,21084,27157,12659
+,31776,19660,18429,18416,15890
+,20035,8007,30966,13263,22239
+,8385,28989,16730,11190,6328
+,15123,18093,27531,34012,1968
+,3053,8311,31108,18259,23782
+,16255,22214,5715,10503,25382
+,31237,13085,11405,33957,23705
+,15502,2783,13544,11405,31223
+,24029,17531,22899,27463,27138
+,3851,7790,18992,19605,26235
+,28419,3458,25338,10815,32331
+,8624,11053,30505,17481,22621
+,21573,8860,13427,17892,7113
+,10116,9648,7232,34664,27199
+,5442,6980,29370,19322,26583
+,4274,5717,20616,24160,31951
+,29177,21304,19688,33635,34993
+,16486,6680,23178,22111,3206
+,25668,5803,12746,20468,26760
+,1826,30130,29565,8535,19147
+,13107,14934,25059,9559,18901
+,4871,13383,32768,11467,4289
+,17265,31360,4139,32426,19913
+,34082,20453,13258,6963,22076
+,22119,11392,30968,22453,10259
+,14410,12363,9569,24894,12580
